a,Grêmio,,,,,América-MG,,,,,Bahia,,,,,Chapecoense,,,,,Cuiabá,,,,,Criciúma,,,,,Cruzeiro,,,,,Figueirense,,,,,Guarani,,,,,Juventude,,,,,Naútico,,,,,Paraná,,,,,Ponte Preta,,,,,Sport,,,,,Vasco,,,,,Vitória,,,,,
a,Pedro Geromel,ZAG,36,78,,German Conti,ZAG,27,77,,Sampaio Daniel,MEI MC,26,75,,Lacerda Leo,ZAG,34,75,,Marinho Rodriguinho,ATA ATA MC,34,78,,Marquinhos Gabriel,PE MEI,31,75,,Pacheco Henrique,MC MD,36,75,,Rodrigues Wilson,GOL,38,72,,Leandro Castan,ZAG,35,75,,Mendes Darlan,MC MD,23,75,,Almeida Kieza,ATA MEI,35,75,,Nascimento Gustavinho,ATA MEI,28,71,,Brito Lucca,ATA MEI,32,75,,Lucas Hernandez,MD ME ZAG,29,75,,Farias Vanderlei,GOL,38,77,,Gustavo Blanco,MC MEI MD,27,74,,
a,Walter Kannemann,ZAG,31,78,,Iago Maidana,ZAG,26,75,,Hugo Rodallega,ATA,36,75,,Giovani Tiepo,GOL,24,72,,Ribeiro Paulao,ZAG,36,75,,Renan Bressan,MEI MC,33,72,,Caldeira Romulo,MD MC LD,34,75,,Christian Savio,MC MD,26,70,,Giovanni Augusto,MEI MC,32,75,,Rodrigo Alves,MD MD ZAG,29,75,,Leandro Carvalho,PE ATA,26,74,,Deivdy Reis,ATA,33,70,,Dornellas Fabricio,LE,32,74,,Rafael Thyere,ZAG,28,74,,Fraga Edimar,MD ME ZAG,35,75,,Silva Jadson,MEI,38,72,,
a,Diego Souza,ATA,36,78,,Patric Lalau,MD MC ZAG,33,75,,Danilo Fernandes,GOL,34,74,,Victor Ramos,ZAG,32,72,,Goncalves Uendel,MD PE ME ZAG,33,75,,Lucas Xavier,MEI MC,27,72,,Rafael Cabral,GOL,31,74,,Wallace Oliveira,MD MC ZAG,27,70,,Rodrigues Ernando,ZAG,33,74,,Paulo Miranda,ZAG,33,74,,Junior Tavares,LE MC MEI ZAG,25,74,,Scapolan Luan,MC MD,33,69,,Matheus Jesus,MC MD,24,74,,Jose Sabino,ZAG,25,74,,Leo Matos,MD MC ZAG,36,75,,Santiago Trellez,ATA,32,72,,
a,Diogo Barbosa,MD ME ZAG,29,77,,Juninho Valoura,MC MEI MD,36,75,,Matheus Bahia,MD ME ZAG,22,74,,Manoel Reginaldo,ZAG,29,72,,Souza Andre,ATA,31,75,,Marcelo Hermes,MD ME ZAG,27,72,,Gabriel Dias,MD MC ZAG,27,74,,Wheidson Recife,MC MD,27,69,,Ronaldo Alves,ZAG,32,74,,Alves Jadson,MC MD,28,74,,Matheus Carvalho,PE MEI,30,71,,Washington Ramirez,MC MD,34,69,,Neto Norberto,MD MC ZAG,31,74,,Bortolotto Sander,MD ME ZAG,28,74,,Ânderson Nene,PE MEI,40,75,,Alan Santos,MC MD,30,70,,
a,Lucas Silva,MC MD,29,77,,Wellington Paulista,ATA,37,75,,Patrick de Lucca,MD MC ZAG,22,72,,Silva Éderson,ATA ATA,33,72,,Capeloza Walter,GOL,34,75,,Machado Romulo,MC MD,26,70,,Luiz Rhodolfo,ZAG,35,74,,Mateus da Silva,MC MD,30,69,,Araujo Silas,MEI MC,25,74,,Rafael Forster,LE LE,31,74,,Iago Dias,PE ATA,28,70,,Bruno Grassi,GOL,35,68,,Beltrame Wesley,MEI MC,34,74,,Everton Felipe,PE MEI,24,74,,Vasconcelos Raniel,ATA MEI,25,75,,Heuchayer Roberto,MD MC MEI LE,31,70,,
a,Bruno Alves,ZAG,30,77,,Silva Everaldo,ATA MEI,27,75,,Luiz Otavio,ZAG,29,72,,Moises Ribeiro,MC MD,31,70,,Cardoso Éverton,PE ATA,33,75,,Gustavo Barreto,MC MD,26,70,,Fernando Canesin,MEI MC,30,74,,Max Pardalzinho,ATA PE,34,69,,Rodrigo Andrade,MD MC LD,24,72,,William Matheus,MD MC PE ZAG,32,74,,Lucas Perri,GOL,24,70,,Salatiel Nininho,MD MC ZAG,30,68,,Lucas Ribamar,ATA,24,74,,Blas Caceres,LE ME ZAG,32,72,,Luis Canga,ZAG,26,74,,Zardin Roberto,ATA,36,70,,
a,Martin Benitez,ATA ATA,27,77,,Marcelino Jailson,GOL,40,74,,Palhares Luizao,MC MD,24,72,,Tiago Real,MEI MC,33,70,,Ferreira Valdivia,PE MEI,27,75,,Dudu Figueiredo,MEI MC,30,70,,Lucas Oliveira,ZAG,26,72,,Paulino Denner,MD ME ZAG,28,68,,Carvalho Vitinho,MEI MC,24,72,,Ferreira Wagner,MEI MC,37,74,,Machado Rafinha,MD ME ZAG,35,70,,Veiga Djair,MC MD,31,67,,Fabio Sanches,ZAG,31,74,,Jacinto Ezequiel,MD MC ZAG,29,72,,Juan Quintero,ZAG,27,74,,Alisson Farias,PE ATA,25,69,,
a,Mathias Villasanti,MC MEI MD,25,75,,Raul Caceres,MD MC ZAG,30,74,,Jonathan Lemos,MD MC ZAG,29,70,,Araujo Kadu,ZAG,35,70,,Alan Empereur,LE,28,74,,Guilherme Negueba,PE ATA,29,70,,Eduardo Brock,LE,30,72,,Édson Henrique,LE,34,68,,Mauricio Kozlinski,GOL,30,70,,Ricardo Bueno,ATA,34,74,,Silva Marciel,MD ME LE,27,69,,Anjos Ramires,MC MD,35,67,,Pedro Junior,ATA MEI,35,73,,Javier Parraguez,ATA,32,72,,Ze Gabriel,MD MC ZAG,23,74,,Erik Nascimento,PE MEI,27,68,,
a,Leo Gomes,LD LD,26,75,,Carlos Eduardo,MD MD ZAG,35,74,,Gomes Jonas,MC MD,30,70,,Caio Rangel,ATA ATA,26,70,,Brandao Élton,ATA,36,74,,Jucimar Alemao,MD MC ZAG,31,70,,Willian Oliveira,MC MD,28,70,,Marcos Milanezi,GOL,33,67,,Diogo Mateus,MD MC ZAG,29,70,,Guilherme Parede,ATA MEI,26,74,,Teixeira Eduardo,MEI MC,28,67,,Luiz Meneses,MC MD,25,65,,Leo Santos,ZAG,23,72,,Santos Rodrigao,ATA,28,72,,Anderson Conceicao,ZAG,32,72,,Guilherme Rend,MC MD,23,67,,
a,Santos Janderson,PE ATA,23,75,,Éder Ferreira,VOL ZAG,27,74,,Marco Antonio,MEI MC,24,70,,Anderson Leite,MC MD,28,69,,Uillian Correia,MC MD,32,74,,Guilherme Minho,ATA MEI,30,69,,Fernando Neto,MD ME MEI ZAG,29,70,,Vinicius Kiss,MC MD,33,67,,Lucao Do Break,ATA,30,70,,Ataide Elton,MC MD,32,72,,Alex Alves,GOL,35,67,,Hugo Sanches,MD MC PD ZAG,27,65,,Guilherme Santos,MD MC PE ZAG,34,72,,Ray Vanegas,ATA ATA,29,72,,Bruno Nazario,ATA ATA MC,27,72,,Albuquerque Eduardo,MEI,21,65,,
