a,Ajax,,,,,,,PSV,,,,,,,Feyenoord,,,,,,,AZ Alkmaar,,,,,,,Twente,,,,,,,Vitesse,,,,,,,Utrecht,,,,,,,Heerenveen,,,,,,,Groningen,,,,,,,Sparta Rotterdam,,,,,,,
a,D. Tadić,PE ATA MEI,33,83,Serbia,/199/434/23_60.png,,C. Gakpo,PE,23,86,Netherlands,/242/516/23_60.png,,O. Kökçü,MC MEI,21,79,Turkey,/243/245/23_60.png,,J. Karlsson,PE,23,78,Sweden,/231/836/23_60.png,,L. Unnerstall,GOL,31,79,Germany,/199/833/23_60.png,,M. Wittek,LE ME,26,74,Germany,/224/423/23_60.png,,B. Dost,ATA,33,76,Netherlands,/189/068/23_60.png,,M. van Ewijk,LD,21,73,Netherlands,/251/626/23_60.png,,T. Suslov,MEI ME,20,71,Slovakia,/255/233/23_60.png,,Y. Namli,MD MEI MC,28,72,Denmark,/226/539/23_60.png,,
a,S. Berghuis,MEI PD,30,83,Netherlands,/200/260/23_60.png,,I. Sangaré,VOL MC,24,81,Ivory Coast,/235/173/23_60.png,,G. Trauner,ZAG,30,78,Austria,/199/813/23_60.png,,R. Bazoer,MC VOL ZAG,25,77,Netherlands,/212/269/23_60.png,,M. Sadílek,VOL MC LE,23,75,Czech Republic,/245/209/23_60.png,,Ferro,ZAG,25,73,Portugal,/242/236/23_60.png,,A. Younes,ME MEI,28,75,Germany,/205/966/23_60.png,,A. Noppert,GOL,28,72,Netherlands,/218/212/23_60.png,,F. Krüger,ATA MEI ME,23,70,Germany,/245/228/23_60.png,,J. de Guzmán,MC VOL MEI,34,71,Netherlands,/177/569/23_60.png,,
a,S. Bergwijn,PE PD,24,81,Netherlands,/225/953/23_60.png,,W. Benítez,GOL,29,80,Argentina,/215/223/23_60.png,,J. Bijlow,GOL,24,78,Netherlands,/232/229/23_60.png,,J. Clasie,VOL MC,31,76,Netherlands,/199/422/23_60.png,,R. Zerrouki,MC VOL,24,74,Algeria,/252/383/23_60.png,,S. Tronstad,MC VOL,26,72,Norway,/212/099/23_60.png,,J. Toornstra,MC MEI,33,74,Netherlands,/198/006/23_60.png,,T. Haye,MC VOL,27,72,Netherlands,/209/316/23_60.png,,N. Kasanwirjo,LD ZAG VOL,20,69,Netherlands,/261/652/23_60.png,,V. van Crooij,ME MD MEI,26,69,Netherlands,/237/895/23_60.png,,
a,L. Ocampos,PD PE,27,81,Argentina,/205/632/23_60.png,,L. de Jong,ATA,31,79,Netherlands,/189/805/23_60.png,,L. Geertruida,LD ZAG MC,21,77,Netherlands,/241/187/23_60.png,,V. Pavlidis,ATA,23,76,Greece,/229/188/23_60.png,,J. Brenet,LD LE,28,72,Netherlands,/209/818/23_60.png,,C. Arcus,LD MD,26,71,Haiti,/228/591/23_60.png,,B. Ramselaar,MEI ME,26,74,Netherlands,/227/633/23_60.png,,S. van Beek,ZAG,27,71,Netherlands,/213/000/23_60.png,,R. Pepi,ATA,19,69,United States,/251/223/23_60.png,,N. Olij,GOL,26,69,Netherlands,/224/241/23_60.png,,
a,J. Timber,ZAG LD,21,80,Netherlands,/251/805/23_60.png,,J. Veerman,MC VOL MEI,23,78,Netherlands,/253/109/23_60.png,,D. Hancko,ZAG LE,24,77,Slovakia,/247/103/23_60.png,,B. Martins Indi,ZAG,30,75,Netherlands,/199/550/23_60.png,,R. Pröpper,ZAG,28,72,Netherlands,/208/462/23_60.png,,M. Bero,MC MEI,26,71,Slovakia,/235/297/23_60.png,,N. Viergever,ZAG,32,73,Netherlands,/193/440/23_60.png,,P. Bochniewicz,ZAG,26,70,Poland,/220/230/23_60.png,,M. Verrips,GOL,25,68,Netherlands,/231/413/23_60.png,,S. Mijnans,MD MEI MC,22,68,Netherlands,/254/789/23_60.png,,
a,E. Álvarez,VOL MC,24,80,Mexico,/235/844/23_60.png,,P. Max,LE,28,77,Germany,/212/187/23_60.png,,O. Idrissi,PE,26,76,Morocco,/228/747/23_60.png,,T. Reijnders,MC,23,74,Netherlands,/240/638/23_60.png,,V. Černý,PD,24,72,Czech Republic,/216/860/23_60.png,,M. Dijks,LE ME LE,29,70,Netherlands,/208/459/23_60.png,,M. van der Hoorn,ZAG,29,73,Netherlands,/207/725/23_60.png,,M. Köhlert,LE MC,24,69,Germany,/233/178/23_60.png,,M. te Wierik,ZAG,30,68,Netherlands,/200/425/23_60.png,,D. Abels,LD,25,68,Netherlands,/250/805/23_60.png,,
a,O. Wijndal,LE,22,79,Netherlands,/236/572/23_60.png,,N. Madueke,PD,20,77,England,/254/796/23_60.png,,S. Giménez,ATA,21,75,Mexico,/245/152/23_60.png,,Y. Sugawara,LD PD,22,74,Japan,/242/916/23_60.png,,R. van Wolfswinkel,ATA MEI,33,72,Netherlands,/184/457/23_60.png,,N. Baden Frederiksen,ATA ATA,22,69,Denmark,/240/019/23_60.png,,M. Sagnan,ZAG,23,72,France,/241/708/23_60.png,,J. van Aken,ZAG,28,68,Netherlands,/216/271/23_60.png,,J. Pelupessy,VOL MC,29,68,Netherlands,/209/701/23_60.png,,Mica Pinto,LE,29,67,Luxembourg,/217/391/23_60.png,,
a,D. Blind,LE ZAG,32,79,Netherlands,/190/815/23_60.png,,J. Teze,ZAG LD,22,77,Netherlands,/245/211/23_60.png,,S. Szymański,MEI PE,23,75,Poland,/235/973/23_60.png,,D. de Wit,MEI MC,24,74,Netherlands,/239/361/23_60.png,,C. Tzolis,PE PD,20,72,Greece,/256/948/23_60.png,,M. Manhoef,LE MEI LD,20,69,Netherlands,/258/093/23_60.png,,S. Klaiber,LD,27,72,Suriname,/219/814/23_60.png,,S. Olsson,MC VOL MEI,24,68,Sweden,/236/427/23_60.png,,R. Oratmangoen,ME MEI,24,68,Netherlands,/262/267/23_60.png,,K. Saito,ATA ME,20,67,Japan,/255/594/23_60.png,,
a,D. Klaassen,MEI MC,29,78,Netherlands,/203/483/23_60.png,,O. Boscagli,ZAG LE VOL,24,77,France,/225/863/23_60.png,,M. Pedersen,LD LE,22,74,Norway,/243/481/23_60.png,,H. Evjen,PD MEI,22,73,Norway,/242/162/23_60.png,,M. Vlap,MEI MC,25,71,Netherlands,/229/435/23_60.png,,K. Kozłowski,MEI MC,18,68,Poland,/252/508/23_60.png,,S. van de Streek,MEI MC ATA,29,71,Netherlands,/204/370/23_60.png,,T. Halilović,MEI MC,27,68,Croatia,/239/200/23_60.png,,R. Lundqvist,MEI MC,25,68,Sweden,/235/670/23_60.png,,B. Vriends,ZAG,31,67,Netherlands,/216/193/23_60.png,,
a,F. Grillitsch,VOL ZAG MC,26,78,Austria,/228/336/23_60.png,,Mauro Júnior,LD LE MEI,23,76,Brazil,/241/509/23_60.png,,J. Rasmussen,ZAG,25,74,Denmark,/234/827/23_60.png,,P. Hatzidiakos,LD ZAG,25,73,Greece,/229/150/23_60.png,,M. Hilgers,ZAG LD,21,71,Netherlands,/259/163/23_60.png,,M. Meulensteen,ZAG,22,68,Netherlands,/239/512/23_60.png,,H. ter Avest,LD,25,71,Netherlands,/226/436/23_60.png,,S. van Hooijdonk,ATA,22,68,Netherlands,/244/601/23_60.png,,L. Duarte,MC VOL,25,67,Netherlands,/250/893/23_60.png,,A. Auassar,ZAG,35,67,Netherlands,/185/171/23_60.png,,
