a,Urawa Red Diamonds,,,,,,,Kawasaki Frontale,,,,,,,Kashima Antlers,,,,,,,Vissel Kobe,,,,,,,FC Tokyo,,,,,,,Cerezo Osaka,,,,,,,Gamba Osaka,,,,,,,Kashiwa Reysol,,,,,,,Yokohama F. Marinos,,,,,,,Nagoya Grampus,,,,,,,Sanfrecce Hiroshima,,,,,,,
a,Hiroki Sakai,MC ZAG,32,79,Japan,wiki/47802.png,,Leandro Damiao,ATA,32,77,Brazil,wiki/45573.png,,Diego Pituca,MC MD,29,78,Brazil,wiki/98273.png,,Andres Iniesta,MEI MC,37,78,Spain,wiki/2767.png,,Diego Oliveira,ATA MD,31,72,Brazil,/205/081/22_60.png,,M. Jonjić,ZAG,30,74,Croatia,/228/124/22_60.png,,Kwon Kyung Won,ZAG VOL,29,72,South Korea,/212/778/22_60.png,,Douglas,ATA,33,72,Brazil,/242/384/22_60.png,,Marcos Júnior,MEI ATA,28,72,Brazil,/208/822/22_60.png,,M. Langerak,GOL,32,72,Australia,/182/435/22_60.png,,S. Sasaki,ZAG,31,70,Japan,/232/511/22_60.png,,
a,Alexander Scholz,ZAG,29,77,Denmark,wiki/60827.png,,Yu Kobayashi,ATA MEI,34,76,Japan,wiki/46526.jpg,,Yuma Suzuki,ATA,26,75,Japan,wiki/80317.png,,Yuya Osako,ATA ATA,31,78,Japan,wiki/38792.jpg,,Leandro,MEI PE PD,28,72,Brazil,/203/431/22_60.png,,T. Inui,ME MD MEI,33,74,Japan,/205/114/22_60.png,,G. Shoji,ZAG,28,71,Japan,/232/869/22_60.png,,Kim Seung Gyu,GOL,30,70,South Korea,/191/655/22_60.png,,Elber,MD ME,29,71,Brazil,/204/344/22_60.png,,J. Świerczok,ATA,28,72,Poland,/207/516/22_60.png,,T. Shiotani,ZAG VOL MC,32,70,Japan,/232/510/22_60.png,,
a,Shusaku Nishikawa,GOL,35,75,Japan,wiki/11039.png,,Shogo Taniguchi,MD MC ZAG,30,75,Japan,wiki/73985.png,,Stum Everaldo,ATA,30,75,Brazil,wiki/59072.png,,Hotaru Yamaguchi,MC MEI MD,31,77,Japan,wiki/43857.png,,Y. Nagatomo,LE LD,34,71,Japan,/194/359/22_60.png,,Y. Maruhashi,LE ME,30,71,Japan,/237/784/22_60.png,,G. Miura,ZAG,26,70,Japan,/237/429/22_60.png,,Dodi,MC,25,68,Brazil,/226/152/22_60.png,,R. Koike,LD LE,25,71,Japan,/237/339/22_60.png,,Mateus,MD ME,26,71,Brazil,/232/787/22_60.png,,T. Morishima,ATA ME,24,70,Japan,/232/898/22_60.png,,
a,Kasper Junker,ATA,28,75,Denmark,wiki/75042.png,,Miki Yamane,MD LD LD,28,75,Japan,wiki/85881.png,,Shoma Doi,ATA ATA,29,75,Japan,wiki/57086.png,,Gotoku Sakai,MC ZAG,31,77,Japan,wiki/40026.png,,M. Morishige,ZAG VOL,34,71,Japan,/222/986/22_60.png,,Kim Jin Hyeon,GOL,33,70,South Korea,/201/936/22_60.png,,Patric,ATA,33,69,Brazil,/202/401/22_60.png,,T. Koga,ZAG,22,67,Japan,/234/184/22_60.png,,D. Maeda,PE ATA,23,71,Japan,/246/321/22_60.png,,Y. Soma,ME MD,24,70,Japan,/246/316/22_60.png,,Júnior Santos,ATA,26,69,Brazil,/255/578/22_60.png,,
a,David Moberg Karlsson,PE ATA,28,75,Sweden,wiki/53724.jpg,,Yasuto Wakizaka,MEI MC,26,75,Japan,wiki/95933.png,,Koki Anzai,MD MD ZAG,26,74,Japan,wiki/76264.png,,Yoshinori Muto,ATA ATA,29,77,Japan,wiki/71549.png,,R. Ogawa,LE LD,24,69,Japan,/232/849/22_60.png,,H. Kiyotake,ME ATA MEI,31,70,Japan,/210/126/22_60.png,,M. Higashiguchi,GOL,35,69,Japan,/232/441/22_60.png,,T. Koyamatsu,ATA ME,26,67,Japan,/232/426/22_60.png,,Y. Takaoka,GOL,25,70,Japan,/244/656/22_60.png,,S. Inagaki,VOL MC,29,70,Japan,/232/991/22_60.png,,Y. Kashiwa,ME MD,33,68,Japan,/232/512/22_60.png,,
a,Tomoya Inukai,LD,28,74,Japan,wiki/62585.png,,Akihiro Ienaga,MEI,35,75,Japan,wiki/10389.jpg,,Arthur Caike,ATA MEI,29,74,Brazil,wiki/64562.png,,Tomoaki Makino,ZAG,34,75,Japan,wiki/25599.jpg,,Adaílton,ME PE ATA,30,68,Brazil,/190/139/22_60.png,,T. Sakamoto,MD ATA,24,70,Japan,/254/910/22_60.png,,Leandro Pereira,ATA,29,69,Brazil,/222/741/22_60.png,,K. Kitazume,MD LD,29,67,Japan,/254/874/22_60.png,,Léo Ceará,ATA,26,70,Brazil,/260/720/22_60.png,,Y. Yoshida,LE LD,31,69,Japan,/232/728/22_60.png,,Y. Nogami,ZAG LD,30,68,Japan,/235/089/22_60.png,,
a,Shinzo Koroki,ATA,35,74,Japan,wiki/10435_1343115864.jpg,,Chanathip Songkrasin,MEI,28,75,Thailand,wiki/64791.png,,Kento Misao,VOL ZAG,26,74,Japan,wiki/85910.jpg,,Sergi Samper,MC MD,27,75,Spain,wiki/68664.png,,K. Nagai,ATA PD,32,67,Japan,/212/819/22_60.png,,H. Okuno,MC ATA VOL,31,69,Japan,/232/462/22_60.png,,T. Usami,ATA ATA,29,69,Japan,/191/388/22_60.png,,Emerson Santos,ZAG,26,67,Brazil,/230/092/22_60.png,,S. Hatanaka,ZAG,25,70,Japan,/245/785/22_60.png,,Tiago,ZAG,31,69,Brazil,/224/975/22_60.png,,H. Araki,ZAG,24,68,Japan,/247/266/22_60.png,,
a,Takuya Iwanami,ZAG,27,74,Japan,wiki/63193.jpg,,Ryota Oshima,MEI MC,29,75,Japan,wiki/51164.png,,Yuya Oki,GOL,22,72,Japan,wiki/101594.png,,Kento Hashimoto,MC MD,28,75,Japan,wiki/80282.png,,J. Słowik,GOL,29,67,Poland,/201/112/22_60.png,,R. Harakawa,MC VOL,27,69,Japan,/233/140/22_60.png,,K. Onose,MD ME,28,68,Japan,/245/840/22_60.png,,K. Nakamura,MD ME MC,28,66,Japan,/242/692/22_60.png,,Anderson Lopes,ATA ATA,27,69,Brazil,/229/949/22_60.png,,Léo Silva,VOL MC,35,69,Brazil,/181/371/22_60.png,,T. Aoyama,MC VOL,35,68,Japan,/222/988/22_60.png,,
a,Ataru Esaka,ATA MEI,29,74,Japan,wiki/85903.png,,Sung-Ryong Jung,GOL,37,75,South Korea,wiki/23572.jpg,,Min-Tae Kim,VOL ZAG,28,72,South Korea,wiki/23791.jpg,,Takahiro Ogihara,MD MC LE,30,75,Japan,wiki/51770.png,,Y. Kimoto,ZAG VOL MC,27,67,Japan,/237/789/22_60.png,,A. Taggart,ATA,28,69,Australia,/202/676/22_60.png,,K. Tani,GOL,20,68,Japan,/238/526/22_60.png,,H. Mitsumaru,ME LE,27,66,Japan,/232/687/22_60.png,,K. Nagato,LE,26,69,Japan,/237/582/22_60.png,,T. Yonemoto,VOL MC,30,69,Japan,/232/852/22_60.png,,Douglas Vieira,ATA ATA,33,68,Brazil,/200/489/22_60.png,,
a,Tomoya Ugajin,LE MD ZAG,34,72,Japan,wiki/43814.jpg,,Shintaro Kurumaya,LE LE,30,75,Japan,wiki/80218.png,,Ayase Ueda,ATA,23,72,Japan,wiki/101304.png,,Correa Lincoln,ATA MEI,21,74,Brazil,wiki/93067.png,,T. Aoki,VOL MC,31,67,Japan,/232/376/22_60.png,,R. Matsuda,LD MD,29,69,Japan,/238/137/22_60.png,,S. Kurata,MC ME MD,32,67,Japan,/191/378/22_60.png,,Matheus Sávio,MD MC VOL,24,65,Brazil,/228/305/22_60.png,,T. Iwata,ZAG VOL,24,69,Japan,/246/444/22_60.png,,M. Kanazaki,ATA,32,68,Japan,/213/061/22_60.png,,G. Notsuda,MC ATA,27,67,Japan,/232/609/22_60.png,,
