a,Dinamo Zagreb,,,,,Rijeka,,,,,Hajduk Split,,,,,Steaua Bucareste,,,,,CFR Cluj,,,,,Sparta Praga,,,,,Slavia Praha,,,,,Viktoria Plzen,,,,,Ferencvaros,,,,,Honved,,,,,Puskas Akademia,,,,,Ujpest,,,,,Ludogorets,,,,,CSKA Sofia,,,,,Partizan,,,,,Estrela Vermelha,,,,,
a,Dominik Livakovic,GOL,27,79,,Domagoj Pavicic,MC MEI MD,28,76,,M. Livaja,MEI ATA PE,27,76,,O. Popescu,PE PD MC,18,72,,A. Burcă,ZAG,28,72,,Florin Niţa,GOL,34,77,,T. Holeš,VOL ZAG,28,78,,J. Staněk,GOL,25,76,,Carlos Auzqui,ATA ATA,31,77,,Nenad Lukic,ATA ATA,29,75,,Alexandru Baluta,ATA ATA,28,75,,Tamas Kadar,LE,32,74,,Igor Plastun,ZAG,31,77,,Fede Varela,MEI MC,25,75,,Bebras Natcho,MC MEI MD,34,78,,Aleksandar Dragovic,LD,31,79,,
a,Bruno Petkovic,ATA ATA,27,79,,Josip Drmic,ATA MEI,29,76,,N. Kalinić,ATA,33,74,,D. Olaru,MC MEI MD,23,71,,Camora,LE,34,71,,Ondrej Celustka,ZAG,32,77,,L. Provod,MC ME MD,24,77,,J. Beauguel,ATA,29,76,,Anderson Esiti,MC MD,27,76,,Mohammed Kadiri,VOL ZAG,26,74,,Jakub Plsek,MC MEI MD,28,74,,Petrus Boumal,MD MC LE,29,74,,Anton Nedyalkov,MD LE LE,28,77,,Jurgen Mattheij,VOL LD,29,74,,Ljubomir Fejsa,MC MD,33,77,,Guelor Kanga,MEI MC,31,78,,
a,Mislav Orsic,ATA MEI,29,79,,Robert Muric,PE MEI,26,75,,L. Kalinić,GOL,31,73,,F. Tănase,MEI ATA MC,26,71,,C. Deac,MEI PD MC,35,71,,Ladislav Krejci,MD MC PE ZAG,29,77,,O. Kúdela,ZAG,34,77,,L. Kalvach,VOL MC,25,75,,Stjepan Loncar,MC MEI MD,25,75,,Dejan Dražic,ATA ATA,26,73,,Libor Kozak,ATA,32,74,,Yohan Croizet,MEI,30,74,,Pieros Sotiriou,ATA,29,77,,Amos Youga,MD MC ZAG,29,74,,Sasa Zdjelar,MC MD,27,77,,Milan Rodic,MD LE ZAG,31,77,,
a,Arijan Ademi,MC MEI MD,30,78,,Darko Velkovski,VOL ZAG,26,75,,Ferro,ZAG,24,73,,Paulo Vinícius,ZAG,36,71,,B. Adjei-Boateng,VOL MC LD,27,69,,Bořek Dockal,MEI MC,33,77,,A. Bah,LD MD,23,77,,J. Mosquera,ME PE,31,75,,Aissa Laidouni,MC MEI MD,25,75,,Patrik Hidi,MC MD,31,72,,Shahab Zahedi,ATA MEI,26,74,,Nikola Mitrovic,MC MD,35,72,,Farias Wanderson,PE MEI,34,77,,Thomas Lam,VOL ZAG,28,74,,Lazar Markovic,PE MEI,28,77,,Sekou Sanogo,MC MD,32,77,,
a,Luka Ivanusec,MEI MC,23,78,,Hrvoje Smolcic,LE,21,74,,F. Krovinović,MC VOL MEI,25,72,,R. Radunović,LE ME,29,70,,C. Manea,LD,23,69,,Adam Hložek,ATA ATA,19,77,,P. Ševčík,MC MD VOL,27,77,,P. Bucha,MC MEI VOL,23,75,,Željko Gavric,MEI,21,75,,Donat Zsoter,MEI,26,72,,Patrizio Stronati,LE,27,74,,Georgios Koutroubis,VOL ZAG,31,72,,Gusmao Cicinho,MD LD ZAG,33,76,,Teles Geferson,LE MC ZAG,27,73,,Nemanja Miletic,LD,31,75,,Milan Gajic,MD LD ZAG,26,77,,
a,Kevin Theophile-Catherine,ZAG,32,78,,Issah Abass,MEI,23,74,,G. Lovrencsics,LD,32,71,,I. Cristea,ZAG,26,70,,B. Omrani,PD ATA PE,27,69,,Michal Sacek,LD MC ZAG,25,76,,P. Olayinka,ME MD,25,76,,R. Řezník,LD ZAG,32,74,,Kristoffer Zachariassen,MEI MC,27,75,,Zinedine Machach,ATA ATA MC,26,72,,Jakov Puljic,ATA ATA,28,74,,Branko Pauljevic,MD LD ZAG,32,72,,Alex Santana,MC MEI MD,26,75,,Gustavo Busatto,GOL,31,72,,Marko Jevtovic,MD MC ZAG,28,75,,Cristiano Piccini,MD LD ZAG,29,77,,
a,Stefan Ristovski,MD LD ZAG,30,78,,Haris Vuckic,ATA ATA,29,74,,D. Subašić,GOL,36,71,,F. Coman,PE ATA,23,70,,A. Păun,MEI PE MC,26,69,,David Pavelka,MC MEI MD,30,75,,A. Mandous,GOL,29,76,,J. Kopic,MD ME,31,74,,Ryan Mmaee,ATA,24,75,,Bence Batik,VOL LD,28,72,,Yoëll van Nieff,MD ME LE,28,73,,Nemanja Antonov,MD LE ZAG,26,72,,Simon Sluga,GOL,29,75,,Menno Koch,LE,27,72,,Slobodan Urosevic,MD LE ZAG,28,75,,Milan Borjan,GOL,34,77,,
a,Amer Gojak,MC MEI MD,25,76,,Lindon Selahi,MEI MC,23,74,,J. Elez,ZAG,27,70,,C. Keșerü,ATA,34,70,,C. Bălgrădean,GOL,33,69,,Milan Heca,GOL,31,75,,L. Masopust,MD LD,28,75,,M. Havel,LE LD,26,74,,Tokmac Nguen,PE MEI,28,75,,Marko Petkovic,LD LD,29,72,,Zsolt Nagy,MD LE LE,28,73,,Giorgi Beridze,PE MEI,24,72,,Bernard Tekpetey,PE ATA,24,75,,Thibaut Vion,MD LD ZAG,28,72,,Danilo Pantic,MEI MC,25,75,,Nenad Krsticic,MC MEI MD,31,77,,
a,Josip Misic,MC MEI MD,27,76,,Adam Gnezda Čerin,MEI MC,22,74,,N. Katić,ZAG,24,70,,V. Crețu,LD LE,32,69,,G. Debeljuh,ATA,24,68,,Lukas Julis,ATA,27,75,,O. Kolář,GOL,26,75,,L. Hejda,ZAG,31,73,,Mo Besic,MC MD,29,75,,Botond Barath,LD,30,70,,Joao Nunes,ZAG,26,72,,Budu Zivzivadze,ATA MEI,28,71,,Sergio Padt,GOL,31,75,,Georgi Yomov,MEI,24,72,,Milos Jojic,MEI MC,30,75,,Mirko Ivanic,MEI MC,28,77,,
a,Bartol Franjic,VOL LE,22,75,,Prince Ampem,ATA MEI,24,74,,E. Sahiti,PE PD ME,22,70,,A. Vlad,GOL,22,68,,D. Graovac,ZAG,27,68,,Ladislav Krejci,MD MC ZAG,23,75,,O. Lingr,MEI ME MD,22,75,,A. Čermák,MEI MC,26,73,,Oleksandr Zubkov,ATA ATA,25,75,,Dominik Nagy,MEI MC,26,70,,Balazs Toth,GOL,24,72,,David Banai,GOL,27,70,,Oliveira Cauly,PE MEI,26,75,,Bradley Mazikou,MD LE ZAG,25,72,,Sinisa Sanicanin,LE,27,75,,Aleksandar Katai,MEI,31,77,,
a,Petar Bockaj,MD LE MEI ZAG,25,75,,Ivan Lepinjica,MD MC ZAG,22,73,,D. Melnjak,LE,28,69,,I. Panțîru,LE,25,68,,A. Chipciu,PD PE,32,68,,Lukas Haraslin,ATA ATA,25,75,,T. Kacharaba,ZAG,26,75,,J. Sýkora,ME LE MEI,27,73,,David Siger,MC,31,74,,Dusan Pantelic,MEI MC,29,70,,Csaba Spandler,LE,26,72,,Stefan Jevtoski,MD MC LD,24,70,,Kiril Despodov,ATA ATA,25,75,,Graham Carey,LE MC MEI ZAG,32,72,,Queensy Menig,ATA ATA,26,75,,Filippo Falco,ATA ATA,30,77,,
a,Rasmus Lauritsen,ZAG,26,75,,Andrija Vukcevic,MD LE ZAG,25,72,,J. Vuković,VOL MC,29,69,,V. Gheorghe,PE PD ME,24,68,,R. Sigurjónsson,MC MEI,31,68,,Tomas Wiesner,MD MC LD,24,74,,O. Dorley,LE ME MC,22,75,,F. Kaša,ZAG,27,72,,Denes Dibusz,GOL,31,74,,Ivan Lovric,LD,36,70,,Artem Favorov,MC MEI MD,28,72,,Lirim Kastrati,LD,23,70,,Georgi Terziev,LD,30,74,,Jordy Caicedo,ATA,24,72,,Milan Lukac,GOL,36,74,,El Fardou Ben,ATA ATA,32,77,,
a,Dino Peric,ZAG,27,75,,Mikhail Merkulov,LE ZAG,28,72,,S. Biuk,ME PE,18,69,,A. Miron,ZAG,27,67,,M. Bordeianu,VOL MC,29,68,,Matej Pulkrab,ATA,24,74,,I. Schranz,MD ATA ME,27,74,,P. Šulc,MEI ME MD,20,72,,Miha Blažic,LD,28,74,,Krisztian Tamas,MD LE ZAG,27,70,,Luciano Slagveer,ATA ATA,28,72,,Vincent Onovo,MC MD,26,70,,Jordan Ikoko,MD LD LE,28,74,,Yanic Wildschut,ATA MEI,30,72,,Aleksandar Popovic,GOL,22,74,,Milan Pavkov,ATA,28,76,,
a,Emir Dilaver,LD,30,75,,Anton Kresic,ZAG,26,72,,J. Posavec,GOL,25,69,,A. Cordea,PD ME MD,22,67,,C. Petrila,PE PD ATA,20,68,,David Hancko,LE,24,74,,D. Hovorka,ZAG,27,73,,L. Pernica,ZAG,31,72,,Adnan Kovacevic,MD MC ZAG,28,74,,Peter Szappanos,GOL,31,70,,Roland Szolnoki,LD LD ZAG,30,71,,Fernando Viana,ATA MEI,30,70,,Olivier Verdon,ZAG,26,74,,Karlo Muhar,MC MD,26,71,,Igor Vujacic,VOL ZAG,27,74,,Radovan Pankov,LD,26,75,,
a,Marko Bulat,MC MEI MD,20,74,,Jorge Obregon,ATA,25,72,,S. Simič,ZAG,26,69,,M. Edjouma,VOL MC,24,67,,M. Dugandžić,ATA,27,68,,Jakub Pesek,MEI MC,28,74,,I. Traoré,VOL MC,32,73,,T. Chorý,ATA,26,72,,Franck Boli,ATA ATA,28,74,,Albi Doka,LD ZAG,24,69,,Marius Corbu,MEI,19,70,,Märten Kuusk,ZAG,26,70,,Manuel Show,MC MD,23,74,,Ahmed Ahmedov,ATA,27,70,,Nikola Terzic,MEI MC,21,74,,Lois Diony,ATA MEI,29,75,,
