a,Seattle Sounders,,,,,Los Angeles FC,,,,,Columbus Crew,,,,,Portland Timbers,,,,,NE Revolution,,,,,NY City,,,,,Orlando City,,,,,Atlanta United,,,,,Inter Miami,,,,,Minnesota United,,,,,FC Dallas,,,,,Vancouver Whitecaps,,,,,NY Red Bulls,,,,,LA Galaxy,,,,,DC United,,,,,Toronto FC,,,,,
a,N. Lodeiro,MEI,32,79,,C. Vela,PD PE MEI,32,81,,L. Zelarayán,MEI,29,79,,S. Blanco,MEI ME,33,76,,Carles Gil,MEI MD,28,80,,M. Moralez,MEI MC,34,75,,P. Gallese,GOL,31,75,,J. Martínez,ATA,28,78,,G. Higuaín,ATA,33,78,,E. Reynoso,MEI ME,25,77,,A. Velasco,ME MEI MD,18,75,,R. Gauld,MEI ME ATA,25,75,,Luquinhas,ME MEI ATA,24,74,,J. Hernández,ATA,33,79,,B. Hamid,GOL,30,74,,Pozuelo,MEI ATA,29,78,,
a,R. Ruidíaz,ATA,30,79,,Ilie Sánchez,VOL ZAG MC,30,74,,D. Nagbe,MC VOL,30,76,,Y. Chará,MD ME ATA,30,75,,G. Bou,ATA ATA,31,77,,V. Castellanos,ATA,22,75,,M. Pereyra,MEI MC,31,75,,Luiz Araújo,MD ME,25,77,,L. González Pirez,ZAG,29,73,,F. Fragapane,ME MEI MD,28,73,,J. Ferreira,MEI ATA ATA,20,73,,C. Dájome,MD ME ATA,27,72,,A. Long,ZAG,28,73,,J. Araujo,LD LD MD,19,71,,J. Gressel,MD LD,27,73,,J. Osorio,MC VOL ME,29,73,,
a,Y. Gómez Andrade,ZAG,29,76,,M. Crépeau,GOL,27,74,,Pedro Santos,ME LE MD,33,74,,D. Chará,VOL MC,35,75,,M. Turner,GOL,27,77,,S. Johnson,GOL,32,73,,F. Torres,MD MEI ME,21,74,,E. Barco,ME ATA,22,76,,R. Pizarro,MEI ME MC,27,72,,R. Lod,MD MEI,28,73,,P. Arriola,MD ATA PD,26,72,,L. Cavallini,ATA,28,71,,L. Morgan,MD PD,24,72,,Víctor Vázquez,MC MEI,34,70,,O. Kamara,ATA,31,73,,C. Salcedo,ZAG,27,73,,
a,C. Roldan,MEI ATA MD,26,75,,C. Arango,ATA MEI,26,74,,E. Room,GOL,32,73,,C. Bravo,LE,24,74,,A. Buksa,ATA,24,74,,A. Tinnerholm,LD LD,30,73,,E. Kara,ATA,25,73,,T. Almada,MEI PE PD,20,75,,Gregore,VOL MC,27,72,,R. Métanire,LD,31,72,,Nanu,LD MD,27,72,,D. Caicedo,ME MD ATA,21,70,,Carlos Coronel,GOL,24,71,,D. Joveljić,ATA,21,70,,R. Canouse,VOL MC,26,71,,M. Bradley,VOL MC ZAG,33,71,,
a,João Paulo,MC VOL,30,75,,K. Acosta,VOL MC,25,72,,J. Mensah,ZAG,30,73,,F. Mora,ATA MD,27,73,,B. Bye,LD,25,71,,M. Chanot,ZAG,31,72,,Alexandre Pato,ATA PE MEI,31,72,,M. Moreno,MC MEI PE,26,74,,N. Marsman,GOL,30,70,,B. Dibassy,ZAG LE,31,71,,M. Hedges,ZAG,31,72,,Caio Alexandre,MC VOL,22,69,,T. Edwards,LD ZAG,22,70,,S. Grandsir,ME MD,24,70,,A. Najar,ZAG LD,28,71,,Jesús Jiménez,ATA,27,70,,
a,A. Rusnák,MEI ME,26,75,,R. Hollingshead,LE LD ZAG,30,71,,Artur,VOL MC,25,73,,L. Mabiala,ZAG,33,71,,S. Lletget,MC MEI MD,28,71,,A. Callens,ZAG,29,72,,Antônio Carlos,ZAG,28,71,,M. Robinson,ZAG,24,73,,K. Gibbs,LE LE,31,69,,A. Hunou,ATA,27,71,,F. Quignon,VOL MC,28,72,,R. Veselinović,ZAG,22,68,,C. Cásseres Jr,VOL MC MD,21,70,,R. Raveloson,VOL MC ZAG,24,69,,S. Birnbaum,ZAG,30,70,,C. Mavinga,ZAG,30,70,,
a,S. Frei,GOL,35,73,,J. Cifuentes,VOL MC,22,71,,M. Degenek,ZAG VOL,27,73,,J. Niezgoda,ATA,26,70,,M. Polster,VOL LD,28,70,,A. Morales,VOL MC,31,71,,Júnior Urso,VOL MC,32,70,,A. Franco,ZAG,24,73,,Jean Mota,MC MEI ME,27,69,,K. Lawrence,LE ZAG,28,70,,F. Jara,ATA,32,71,,B. White,ATA,25,68,,A. Fletcher,ATA,25,69,,M. Delgado,VOL MC MD,26,69,,E. Flores,MEI ATA ME,27,69,,A. Akinola,ATA,21,66,,
a,F. Montero,ATA ATA PE,33,72,,I. Tajouri-Shradi,MD,27,71,,G. Zardes,ATA,29,72,,B. Tuiloma,ZAG LD,26,69,,H. Kessler,ZAG,23,70,,S. Rodríguez,ME MD,21,71,,S. van der Water,MD PD,24,70,,S. Sosa,VOL MC,22,71,,M. Pellegrini,ME MD,21,69,,D. St. Clair,GOL,24,70,,M. Paes,GOL,23,69,,C. Gutiérrez,LE ME LE,24,68,,A. Reyes,ZAG,21,67,,J. Bond,GOL,28,68,,D. Pines,ZAG,23,69,,A. Bono,GOL,27,66,,
a,J. Morris,ME ATA MD,26,72,,L. Blessing,MC LD,24,70,,S. Moreira,LD LD,26,71,,J. Van Rankin,LD LE,28,69,,A. Traustason,ME MC,28,70,,Thiago Martins,ZAG,26,71,,R. Jansson,ZAG,29,69,,O. Alonso,VOL MC,35,70,,C. Diop,GOL,27,69,,L. Amarilla,ATA,25,70,,Martínez,ZAG,28,68,,T. Blackmon,ZAG LD,24,68,,P. Klimala,ATA,22,67,,S. Kljestan,MC MEI,35,68,,B. Smith,LE LE ME,27,68,,Q. Westberg,GOL,35,66,,
a,Nouhou,ZAG LE,24,70,,D. Palacios,LE,21,70,,K. Molino,MEI ME MD,31,69,,D. Župarić,ZAG,29,69,,D. Jones,LE LD,24,70,,K. Parks,MC VOL,23,69,,João Moutinho,LE,23,69,,B. Lennon,LD MD LD,23,69,,D. Yedlin,LD LD,27,69,,W. Trapp,VOL,28,69,,P. Pomykal,ME MEI MC,21,68,,E. Godoy,ZAG,27,68,,S. Nealis,ZAG,24,66,,J. Villafaña,LE,31,68,,M. Estrada,ATA,25,68,,S. O'Neill,ZAG,27,65,,
