a,Al Hilal,,,,,,,Al Nassr,,,,,,,Al Ahli,,,,,,,Al Ittihad,,,,,,,Al Shabab,,,,,,,Al Duhail,,,,,,,Al Sadd,,,,,,,Al Rayyan,,,,,,,Al Jazira,,,,,,,Al Wahda,,,,,,,Al Ain-EAU,,,,,,,Persepolis,,,,,,,
a,A. Carrillo,PD MC,30,78,Peru,/203/299/22_60.png,,Anderson Talisca,ATA ATA MEI,27,82,Brazil,/212/523/22_60.png,,Carlos Eduardo,MEI ME,31,76,Brazil,/192/708/22_60.png,,Romarinho,ATA MEI ME,30,78,Brazil,/209/440/22_60.png,,É. Banega,MC VOL,33,82,Argentina,/178/562/22_60.png,,Toby Alderweireld,ZAG,33,81,Belgium,wiki/22410.png,,Santi Cazorla,MEI MC,37,80,Spain,wiki/3017.png,,James Rodriguez,MEI MC,30,82,Colombia,wiki/38125.png,,Abdoulay Diaby,ATA ATA,31,78,Mali,wiki/46142.png,,Adrien Silva,MC MD,33,78,Portugal,wiki/29087.png,,Yassine Meriah,ZAG,28,77,Tunisia,wiki/94166.png,,Alireza Beiranvand,GOL,29,76,Iran,wiki/96188.png,,
a,M. Marega,ATA PD,30,78,Mali,/227/536/22_60.png,,J. Rodríguez,ATA,27,79,Uruguay,/223/816/22_60.png,,O. Al Somah,ATA,32,76,Syria,/223/627/22_60.png,,A. Hamdallah,ATA,30,77,Morocco,/213/761/22_60.png,,L. Vietto,ME MEI,27,76,Argentina,/207/441/22_60.png,,Edmilson Junior,MEI MC,27,77,Brazil,wiki/64521.jpg,,Torres Guilherme,MC MD,31,78,Brazil,wiki/51167.png,,Yacine Brahimi,PE ATA,32,80,Algeria,wiki/41334.png,,Mehdi Abeid,MC MEI MD,29,77,Algeria,wiki/53301.png,,Fabio Martins,PE ATA,28,77,Portugal,wiki/58904.png,,Kodjo Fo Doh Laba,ATA,30,75,Togo,wiki/101374.png,,Jalal Hosseini,ZAG,40,74,Iran,wiki/31812.jpg,,
a,O. Ighalo,ATA,32,77,Nigeria,/185/195/22_60.png,,V. Aboubakar,ATA,29,77,Cameroon,/199/069/22_60.png,,E. Alioski,LE ME,29,73,North Macedonia,/206/006/22_60.png,,Igor Coronado,MEI ATA,28,77,Brazil,/202/599/22_60.png,,Carlos Júnior,MD PD ME,25,75,Brazil,/219/686/22_60.png,,Ferjani Sassi,MC MD,30,76,Tunisia,wiki/55635.png,,Andre Ayew,ATA MEI,32,78,Ghana,wiki/29712.png,,Steven Nzonzi,MC MD,33,79,France,wiki/35478.png,,Pinheiro Toze,MEI MC,29,76,Portugal,wiki/64313.png,,Omar Khribin,ATA ATA,28,76,Syria,wiki/93962.png,,Caio Canedo,ATA MEI,31,75,United Arab Emirates,wiki/43730.jpg,,Mehdi Torabi,MEI,27,74,Iran,wiki/96933.png,,
a,G. Cuéllar,VOL,28,76,Colombia,/214/009/22_60.png,,G. Martínez,MEI MD ME,28,76,Argentina,/226/377/22_60.png,,A. Ndao,MD PD,24,72,Senegal,/257/821/22_60.png,,A. Hegazi,ZAG,30,76,Egypt,/210/648/22_60.png,,A. N'Diaye,VOL,31,73,Senegal,/188/879/22_60.png,,Tae-Hee Nam,PE MEI,30,75,South Korea,wiki/42478.jpg,,Akram Afif,PE MEI,25,77,Qatar,wiki/83634.png,,Yohan Boli,ATA,28,76,France,wiki/81598.png,,Milos Kosanovic,LE,32,75,Serbia,wiki/45301.png,,Sebastian Tagliabue,ATA,37,74,United Arab Emirates,wiki/37570.jpg,,Thomas Lehne Olsen,ATA,30,74,Norway,wiki/66993.jpg,,Vahid Amiri,MEI MC,34,74,Iran,wiki/96934.png,,
a,S. Al Dawsari,PE PD,29,76,South Arabia,/210/602/22_60.png,,J. Masharipov,ME,27,73,Uzbekistan,/262/595/22_60.png,,F. Bradarić,VOL MC,29,71,Croatia,/241/670/22_60.png,,Marcelo Grohe,GOL,34,76,Brazil,/167/959/22_60.png,,Iago,ZAG,29,72,Brazil,/224/537/22_60.png,,Youssef Msakni,PE MEI,31,75,Tunisia,wiki/37201.png,,Baghdad Bounedjah,ATA,30,77,Algeria,wiki/70226.jpg,,Kara Mbodji,VOL ZAG,32,75,Senegal,wiki/45185.png,,Thulani Serero,MC MEI MD,32,75,South Africa,wiki/41038.png,,Miral Samardžic,ZAG,35,74,Slovenia,wiki/27481.png,,Fede Cartabia,PE MEI,29,74,Argentina,wiki/62558.png,,Morteza Pouraliganji,VOL ZAG,30,72,Iran,wiki/79322.jpg,,
a,Michael,PE PD,25,76,Brazil,/238/361/22_60.png,,S. Al Ghannam,LD,27,72,South Arabia,/232/477/22_60.png,,H. Nagguez,LD ZAG,28,70,Tunisia,/241/754/22_60.png,,André André,MC VOL,31,74,Portugal,/199/626/22_60.png,,Paulinho,MC ME,24,71,Brazil,/251/775/22_60.png,,Michael Olunga,ATA,28,74,Kenya,wiki/85568.png,,Rodrigo Tabata,ATA ATA,41,75,Qatar,wiki/3747.jpg,,Driss Fettouhi,MEI MC,32,75,Morocco,wiki/42382.png,,Ali Mabkhout,ATA,31,75,United Arab Emirates,wiki/64735.jpg,,Walid Azarou,ATA,27,74,Morocco,wiki/100081.png,,Mehdi Ghayedi,ATA ATA,23,74,Iran,wiki/112005.png,,Ramin Rezaeian,MD LD ZAG,32,72,Iran,wiki/62324.png,,
a,Matheus Pereira,MEI PD,25,76,Brazil,/228/414/22_60.png,,Anselmo,MC VOL MEI,32,72,Brazil,/197/402/22_60.png,,F. Kom,VOL MC,29,68,Cameroon,/226/068/22_60.png,,Bruno Henrique,VOL MC,31,73,Brazil,/216/813/22_60.png,,A. Sharahili,ZAG,27,69,South Arabia,/221/658/22_60.png,,Almoez Ali,ATA MEI,25,74,Qatar,wiki/99939.png,,Woo-Young Jung,VOL ZAG,32,74,South Korea,wiki/64749.png,,Carlos Strandberg,ATA MEI,26,74,Sweden,wiki/68264.jpg,,Dia Saba,MEI MC,29,75,Israel,wiki/56109.png,,William Owusu,ATA ATA,32,74,Ghana,wiki/45981.png,,Bauyrzhan Islamkhan,MEI,29,73,Kazakhstan,wiki/56784.jpg,,Hamed Lak,GOL,31,71,Iran,wiki/62321.jpg,,
a,L. Vietto,ME MEI,27,76,Argentina,/207/441/22_60.png,,R. Funes Mori,ZAG,30,72,Argentina,/199/667/22_60.png,,A. Ghareeb,ME MD,24,68,South Arabia,/242/117/22_60.png,,A. Al Bishi,MD ME,27,68,South Arabia,/221/772/22_60.png,,N. Al Abed,MEI ME MD,31,69,South Arabia,/208/949/22_60.png,,Ali Afif,ATA,34,72,Qatar,wiki/37967.jpg,,Abdelkarim Hassan,MD LE ZAG,28,72,Qatar,wiki/49471.png,,George Kwasi,LD,34,70,Qatar,wiki/49428.jpg,,Ryan Mendes,PE MEI,32,75,Cape Verde,wiki/42448.png,,Mahmoud al Hammadi,MD LE ZAG,34,72,United Arab Emirates,wiki/49502_1303750161.jpg,,Hamdan al Kamali,ZAG,33,72,United Arab Emirates,wiki/46436.jpg,,Omid Alishah,MEI MC,29,71,Iran,wiki/69806.png,,
a,S. Al Faraj,MC VOL MEI,31,75,South Arabia,/191/269/22_60.png,,Kim Jin Su,LE,29,71,South Korea,/213/317/22_60.png,,S. Muwashar,MD ME ATA,32,67,South Arabia,/210/202/22_60.png,,H. Al Shamrani,LE ZAG,24,68,South Arabia,/238/519/22_60.png,,J. Mary,ATA,28,68,Cameroon,/251/585/22_60.png,,Khalid Muftah,MD LE ZAG,29,70,Qatar,wiki/48099.jpg,,Hassan al Haidos,PE MEI,31,72,Qatar,wiki/48084.jpg,,Abdulaziz Hatem,VOL LE,31,70,Qatar,wiki/49388.jpg,,Ali Khaseif,GOL,35,72,United Arab Emirates,wiki/64733.jpg,,Ismaeil Matar,ATA MEI,39,72,United Arab Emirates,wiki/36073.jpg,,Igor Jesus,ATA MEI,21,72,Brazil,wiki/104293.png,,Shahabeddin Gordan,GOL,38,71,Iran,wiki/62340.jpg,,
a,Jang Hyeon Soo,ZAG,29,74,South Korea,/211/005/22_60.png,,A. Al Amri,ZAG,24,70,South Arabia,/241/197/22_60.png,,H. Al Moqahwi,MC MEI VOL,33,66,South Arabia,/209/569/22_60.png,,A. Al Obud,ME MD,26,67,South Arabia,/238/043/22_60.png,,H. Bahebri,ME PE,28,67,South Arabia,/208/974/22_60.png,,Ahmad Yasser,VOL ZAG,28,70,Qatar,wiki/66266.jpg,,Saad al Sheeb,GOL,32,70,Qatar,wiki/49467.png,,Majdi Siddiq,MC MD,36,69,Qatar,wiki/49486_1349815504.jpg,,Mohamed Fawzi,MD LD ZAG,32,70,United Arab Emirates,wiki/missing_player.jpg,,Firas Ben Larbi,MEI,26,70,Tunisia,wiki/95233.png,,Danilo Arboleda,VOL LD,27,72,Colombia,wiki/79973.png,,Reza Asadi,MC MD,26,70,Iran,wiki/97314.png,,
