a,Peñarol,,,,,,,Nacional,,,,,,,Montevideo City,,,,,,,River Plate de Montevideo,,,,,,,Danubio,,,,,,,Defensor,,,,,,,Olimpia,,,,,,,Cerro Porteño,,,,,,,Libertad,,,,,,,Club Guaraní,,,,,,,
a,Kevin Dawson,GOL,30,75,Uruguay,wiki/81868.png,,Sergio Rochet,GOL,29,75,Uruguay,wiki/76242.png,,Gaston Guruceaga,GOL,27,75,Uruguay,wiki/79762.png,,Salvador Ichazo,GOL,30,72,Uruguay,wiki/50603.png,,Gonzalo Montes,MEI MC,27,72,Uruguay,wiki/75409.png,,Adrian Balboa,ATA,28,72,Uruguay,wiki/72656.png,,Alejandro Silva,PD MC,32,77,Uruguay,wiki/44187.png,,Ángel Cardozo Lucena,MC MD,27,76,Paraguay,wiki/66577.jpg,,Alexander Barboza,ZAG,27,76,Argentina,wiki/82354.png,,Fernando Fernandez,ATA,30,75,Paraguay,wiki/72770.jpg,,
a,Matias Aguirregaray,MD LD LE,33,75,Uruguay,wiki/33417.jpg,,Diego Rodriguez,MC MD,32,75,Uruguay,wiki/44305.png,,Mathias Suarez,MD MD ZAG,25,75,Uruguay,wiki/74217.png,,Robert Herrera,ZAG,33,72,Uruguay,wiki/39660.png,,Sebastian Fernandez,ATA ATA,36,72,Uruguay,wiki/24347.jpg,,Nicolas Correa,ZAG,38,70,Uruguay,wiki/30541.jpg,,Derlis Gonzalez,ATA ATA,28,77,Paraguay,wiki/51112.png,,Claudio Aquino,ATA ATA,30,76,Argentina,wiki/51084.png,,Martin Silva,GOL,39,75,Uruguay,wiki/18057.png,,Julio Gonzalez,LD,29,74,Paraguay,wiki/95400.png,,
a,Federico Carrizo,PE ATA,30,75,Argentina,wiki/50906.png,,Diego Zabala,MEI MD,30,75,Uruguay,wiki/50694.png,,Marcelo Allende,MEI MC,23,74,Chile,wiki/86083.png,,Nicolas Rodriguez,MD LD ZAG,30,72,Uruguay,wiki/63622.png,,Sergio Rodriguez,LD,37,70,Uruguay,wiki/13692.jpg,,Facundo Mallo,ZAG,27,70,Uruguay,wiki/82639.png,,Antolin Alcaraz,ZAG,39,75,Paraguay,wiki/16583.png,,Alexis Duarte,ZAG,22,75,Paraguay,wiki/109926.png,,Daniel Bocanegra,VOL LD,35,75,Colombia,wiki/45554.png,,Marcos Caceres,LD,35,74,Paraguay,wiki/26581.jpg,,
a,Walter Gargano,MC MD,37,74,Uruguay,wiki/13695.png,,Emmanuel Gigliotti,ATA,34,75,Argentina,wiki/43600.png,,Jose Álvarez,LE MC MEI ZAG,27,72,Uruguay,wiki/75443.png,,Maxi Pereira,MD LD ZAG,37,72,Uruguay,wiki/18053.png,,Leandro Sosa,MD LE ZAG,31,70,Uruguay,wiki/55593.png,,Gonzalo Napoli,LE ME ZAG,21,70,Uruguay,wiki/100177.png,,Richard Ortiz,MC MD,31,75,Paraguay,wiki/50933.png,,Robert Piris da Motta,MC MD,27,75,Paraguay,wiki/50918.png,,Ivan Piris,MC ZAG,33,75,Paraguay,wiki/40094.jpg,,Guillermo Benitez,LE ZAG,28,74,Argentina,wiki/85399.png,,
a,Damian Musto,MC MD,34,74,Argentina,wiki/20889.png,,Camilo Candido,MD MC PE ZAG,26,74,Uruguay,wiki/89584.png,,Diego Arismendi,MC MD,34,72,Uruguay,wiki/18155.png,,Jose Neris,MEI MC,22,72,Uruguay,wiki/95025.png,,Leandro Navarro,MEI MC,30,70,Argentina,wiki/54886.jpg,,Sebastian Piriz,MD MC LD,32,70,Uruguay,wiki/44224.jpg,,Sergio Otalvaro,MD LD ZAG,35,75,Colombia,wiki/33958.jpg,,Beto Espinola,MD LD ZAG,31,75,Paraguay,wiki/63307.png,,Lorenzo Melgarejo,MD LE MEI ZAG,31,75,Paraguay,wiki/51471.png,,Miguel Benitez,LE ZAG,24,74,Paraguay,wiki/110746.png,,
a,Hernan Menosse,ZAG,35,74,Uruguay,wiki/44309.png,,Felipe Carballo,MEI MC,25,74,Uruguay,wiki/82659.png,,Joaquin Zeballos,ATA,25,72,Uruguay,wiki/100192.png,,Mauricio Affonso,ATA,30,72,Uruguay,wiki/74241.png,,Esteban Conde,GOL,39,70,Uruguay,wiki/13688.png,,Matias Cabrera,MEI MC,35,70,Uruguay,wiki/32419.png,,Alfredo Aguilar,GOL,33,75,Paraguay,wiki/26599.png,,Juan Patiño,ZAG,32,75,Paraguay,wiki/50925.png,,Óscar Cardozo,ATA,38,75,Paraguay,wiki/16331.png,,Josue Colman,MEI,23,74,Paraguay,wiki/89066.png,,
a,Pablo Ceppelini,MEI MC,30,74,Uruguay,wiki/46405.png,,Brian Ocampo,PE ATA,22,74,Uruguay,wiki/100224.png,,Nicolas Milesi,MEI,29,70,Uruguay,wiki/75470.png,,Chory Castro,PE MEI,37,72,Uruguay,wiki/6373.jpg,,Diego Vicente,MEI MC,23,70,Uruguay,wiki/85758.png,,Robert Ergas,MEI MC,24,70,Uruguay,wiki/82655.png,,Saul Salcedo,ZAG,24,75,Paraguay,wiki/81465.png,,Rafael Carrascal,MC MD,29,74,Colombia,wiki/65657.png,,Roque Santa Cruz,ATA,40,75,Paraguay,wiki/4571.jpg,,Roberto Fernandez,ZAG,21,74,Paraguay,wiki/111576.png,,
a,Agustin Álvarez Martinez,ATA,20,74,Uruguay,wiki/107703.png,,Jose Luis Rodriguez,MD LD ZAG,25,72,Uruguay,wiki/89593.png,,Renzo Orihuela,ZAG,21,70,Uruguay,wiki/107642.png,,Walter Clar,MD LE ZAG,27,71,Paraguay,wiki/70236.jpg,,Santiago Paiva,ATA,23,70,Uruguay,wiki/95020.png,,Nicolas Rossi,GOL,23,70,Uruguay,wiki/missing_player.jpg,,Ivan Torres,MD MC PE ZAG,31,74,Paraguay,wiki/46574.jpg,,Alan Rodriguez,LE ME ZAG,21,74,Paraguay,wiki/115429.png,,Hector Villalba,PD ATA MC,27,75,Paraguay,wiki/65423.png,,Alfio Oviedo,ATA,26,74,Paraguay,wiki/93131.png,,
a,Ramon Arias,LD,29,74,Uruguay,wiki/50377.png,,Mathias Laborda,LD,22,72,Uruguay,wiki/100220.png,,Bautista Cejas,MEI,24,70,Argentina,wiki/90321.png,,Felipe Carvalho,ZAG,28,70,Uruguay,wiki/80017.png,,Santiago Carrera,ZAG,28,70,Uruguay,wiki/50621.png,,Luciano Boggio,ATA ATA,23,70,Uruguay,wiki/107732.png,,Jorge Recalde,ATA ATA MC,29,74,Paraguay,wiki/63387.png,,Williams Riveros,ZAG,29,74,Paraguay,wiki/95104.png,,Camilo Mayada,MC MEI ZAG,31,74,Uruguay,wiki/48688.png,,Ángel Benitez,MC MD,26,73,Paraguay,wiki/103087.png,,
a,Lucas Viatri,ATA,35,72,Argentina,wiki/26307.png,,Gonzalo Vega,MEI MC,29,72,Uruguay,wiki/63960.png,,Álvaro Brun,MD MC ZAG,35,70,Uruguay,wiki/44195.png,,Thiago Borbas,ATA,20,70,Uruguay,wiki/107648.png,,Lucas Ferreira,ZAG,21,69,Uruguay,wiki/107587.png,,Kevin Mendez,ATA ATA,26,70,Uruguay,wiki/79672.png,,Marcelo Estigarribia,LE MC MEI ZAG,34,74,Paraguay,wiki/26582.jpg,,Enzo Gimenez,MEI,24,74,Paraguay,wiki/96192.png,,Bautista Merlini,MEI,26,74,Argentina,wiki/85545.png,,Jorge Mendoza,MEI MC,32,72,Paraguay,wiki/50928.png,,
