a,Colo-Colo,,,,,,,LaU,,,,,,,Univ. Católica,,,,,,,Unión Española,,,,,,,Unión La Calera,,,,,,,Palestino,,,,,,,Huachipato,,,,,,,Everton-CHI,,,,,,,Cobreloa,,,,,,,
a,Juan Martin Lucero,ATA ATA,30,76,Argentina,wiki/69825.png,,Junior Fernandes,ATA MEI,33,75,Chile,wiki/39575.png,,Fabian Orellana,PE MEI,36,78,Chile,wiki/19732.png,,Luis Mejia,GOL,31,74,Panamá,wiki/44184.png,,M. Vidangossy,MEI PE,34,72,Chile,/184/996/22_60.png,,C. Villanueva,MEI MC,35,75,Chile,/188/414/22_60.png,,C. Martínez,ME ATA PE,28,71,Paraguay,/229/466/22_60.png,,Fernando de Paul,GOL,31,74,Chile,wiki/58953.png,,Fernando Barrientos,MEI MC,30,72,Argentina,wiki/69482.jpg,,
a,Leonardo Gil,MC MEI MD,31,75,Argentina,wiki/64227.png,,Pablo Aranguiz,MEI,25,74,Chile,wiki/84879.png,,Matias Dituro,GOL,35,77,Argentina,wiki/47918.png,,Gonzalo Espinoza,MC MD,32,74,Chile,wiki/50529.png,,S. García,ZAG LE,32,70,Argentina,/200/278/22_60.png,,L. Jiménez,MEI ATA ATA,37,75,Chile,/137/242/22_60.png,,W. Mazzantti,MD,24,68,Argentina,/236/803/22_60.png,,Felipe Campos,LD,28,74,Chile,wiki/64415.png,,Nicolas Maturana,MEI,28,72,Chile,wiki/50564.jpg,,
a,Esteban Pavez,MD MC ZAG,32,75,Chile,wiki/39583.png,,Felipe Gallegos,MC MEI MD,30,74,Chile,wiki/45852.png,,Raimundo Rebolledo,MD LD ZAG,25,75,Chile,wiki/84921.png,,Victor Mendez,MC MD,22,74,Chile,wiki/95426.png,,B. Carvallo,MEI ME,24,70,Chile,/222/154/22_60.png,,H. Lemonez,ZAG VOL LE,37,72,Chile,/160/052/22_60.png,,C. Sepúlveda,VOL MC,29,68,Chile,/214/915/22_60.png,,Rodrigo Echeverria,MD MC LD,27,74,Chile,wiki/89525.png,,David Escalante,ATA ATA,31,71,Argentina,wiki/62917.png,,
a,Brayan Cortes,GOL,27,74,Chile,wiki/73224.png,,Jeisson Vargas,PE MEI,24,74,Chile,wiki/79523.png,,Felipe Gutierrez,MC MEI MD,31,75,Chile,wiki/44016.png,,Octavio Rivero,ATA,30,74,Uruguay,wiki/63782.png,,S. Sáez,ATA,36,70,Argentina,/213/619/22_60.png,,C. Suárez,ZAG LE LD,34,71,Chile,/213/846/22_60.png,,N. Ramírez,ZAG,24,68,Chile,/232/189/22_60.png,,Juan Cuevas,MEI,34,74,Argentina,wiki/18504.png,,Eduardo Farias,VOL LD,33,70,Chile,wiki/44025_1326531610.jpg,,
a,Cesar Fuentes,MD MC LD,29,74,Chile,wiki/54658.jpg,,Yonathan Andia,MD MC LD,29,74,Chile,wiki/100605.png,,Luciano Aued,MC MEI VOL,35,75,Argentina,wiki/27754.png,,Paolo Hurtado,PE MEI,31,73,Peru,wiki/39498.png,,E. Wiemberg,LE ZAG ME,27,69,Chile,/246/840/22_60.png,,J. Benítez,PE,29,69,Argentina,/229/209/22_60.png,,G. Castellón,GOL,27,67,Chile,/219/941/22_60.png,,Ismael Sosa,ATA ATA,35,74,Argentina,wiki/3625.png,,Jaime Soto,LD ZAG,30,70,Chile,wiki/missing_player.jpg,,
a,Gabriel Suazo,MD ME LE,24,74,Chile,wiki/84933.png,,Cristian Palacios,ATA MEI,31,74,Uruguay,wiki/44182.png,,Jose Fuenzalida,PD MD MC ZAG,37,75,Chile,wiki/5331.png,,Luis Pavez,MC MD,33,72,Chile,wiki/30910.png,,C. Vilches,ZAG,37,69,Chile,/214/326/22_60.png,,A. Farías,MC VOL,33,68,Argentina,/224/057/22_60.png,,B. Palmezano,MEI,20,66,Venezuela,/247/352/22_60.png,,Cesar Valenzuela,MEI MC,29,72,Chile,wiki/45934.jpg,,Manuel Bravo,MD LE ZAG,29,70,Chile,wiki/53339_1355298765.jpg,,
a,Óscar Opazo,MD MD ZAG,31,74,Chile,wiki/44069.png,,Jimmy Martinez,MEI MC,25,72,Chile,wiki/84845.png,,Fernando Zampedri,ATA,34,75,Argentina,wiki/74173.png,,Stefano Magnasco,MD LD ZAG,29,72,Chile,wiki/50568.png,,G. Castellani,MEI MC VOL,33,69,Argentina,/198/426/22_60.png,,B. Carrasco,MD PD ATA,30,67,Chile,/207/641/22_60.png,,O. Fisdono,ATA ATA,29,65,Chile,/160/143/22_60.png,,Julio Barroso,LD,37,72,Argentina,wiki/7012.png,,Claudio Jopia,MD LE ZAG,30,70,Chile,wiki/44091_1281566049.jpg,,
a,Emiliano Amor,ZAG,27,74,Argentina,wiki/80036.png,,Felipe Seymour,MC MD,34,72,Chile,wiki/32449.png,,Alfonso Parot,LE LE,32,75,Chile,wiki/30583.png,,Bryan Rabello,MEI MC,28,72,Chile,wiki/45966.png,,N. Orellana,PE ME ATA,25,66,Chile,/214/318/22_60.png,,N. Veloso,GOL,34,67,Chile,/214/706/22_60.png,,J. Altamirano,MEI ATA MC,21,64,Chile,/238/767/22_60.png,,Álvaro Madrid,LD MC ZAG,27,70,Chile,wiki/95405.png,,Matias Ballini,MD MC LE,33,70,Argentina,wiki/43585.jpg,,
a,Maximiliano Falcon,LD,25,74,Uruguay,wiki/106406.png,,Ronnie Fernandez,PE ATA,31,72,Chile,wiki/44074.png,,Yamil Asad,PE MEI,27,75,Argentina,wiki/69473.png,,Miguel Pinto,GOL,38,72,Chile,wiki/5335.png,,I. Arce,GOL,29,66,Argentina,/243/759/22_60.png,,M. Dávila,MC ME,29,66,Chile,/215/129/22_60.png,,B. Gazzolo,ZAG,23,63,Chile,/254/989/22_60.png,,Diego Oyarzun,ZAG,29,70,Chile,wiki/75664.jpg,,Daniel Vicencio,ZAG,29,70,Chile,wiki/82138.png,,
a,Marco Bolados,ATA ATA,26,74,Chile,wiki/75576.png,,Hernan Galindez,GOL,35,72,Ecuador,wiki/37448_1282672245.jpg,,Juan Leiva,MC MEI MD,28,74,Chile,wiki/89441.png,,Luis Pavez,MD LE ZAG,26,72,Chile,wiki/71306.png,,L. Passerini,ATA,26,65,Argentina,/224/854/22_60.png,,B. Zentena,ME ATA,29,65,Chile,/159/998/22_60.png,,M. Rodríguez Vejar,ATA,21,62,Chile,/252/534/22_60.png,,Alex Ibacache,MD LE ZAG,23,70,Chile,wiki/100571.png,,Rodolfo Gonzalez,LE,33,70,Chile,wiki/39572.jpg,,
a,Christian Santos,ATA ATA,34,74,Venezuela,wiki/54861.png,,Thomas Rodriguez,MEI MC,26,72,Chile,wiki/85422.png,,Branco Ampuero,VOL ZAG,28,74,Chile,wiki/79730.png,,Rodrigo Piñeiro,ATA MEI,23,72,Uruguay,wiki/100246.png,,S. Ramírez,MD LD,22,65,Chile,/233/309/22_60.png,,E. Acorada,ZAG,25,65,Chile,/160/075/22_60.png,,J. Córdova,LD LE,26,62,Canada,/238/920/22_60.png,,Matias Campos Lopez,ATA,30,70,Chile,wiki/62526.png,,Ronald Gonzalez,ATA MEI,31,70,Chile,wiki/47881_1293407400.jpg,,
a,Matias Zaldivia,VOL ZAG,31,72,Chile,wiki/69336.png,,Luis Casanova,VOL ZAG,29,72,Chile,wiki/44031.png,,Ignacio Saavedra,MC MD,23,74,Chile,wiki/95442.png,,Bastian Yañez,MD LE MEI ZAG,20,70,Chile,wiki/100629.png,,E. Valencia,MC ME MD,21,65,Chile,/255/365/22_60.png,,L. Cinterio,MD ATA,21,65,Chile,/159/986/22_60.png,,C. Lobos,MC VOL,24,62,Chile,/226/265/22_60.png,,Franco Torgnascioli,GOL,31,70,Uruguay,wiki/75464.png,,Bastian San Juan,VOL ZAG,28,70,Chile,wiki/75717.jpg,,
a,Gabriel Costa,ATA ATA MD,32,72,Peru,wiki/63907.png,,Cesar Munder,PE ATA,21,70,Cuba,wiki/100636.png,,Nehuen Paz,LE,29,74,Argentina,wiki/69256.png,,Manuel Fernandez,LE,33,70,Uruguay,wiki/62521.png,,M. Cavalleri,PD MD,23,65,Chile,/242/163/22_60.png,,V. Fernández,LE,22,64,Chile,/245/756/22_60.png,,E. Del Carro,GOL,33,61,Chile,/159/908/22_60.png,,Sebastian Pereira,ZAG,22,69,Chile,wiki/100572.png,,Maximiliano Cerato,ATA ATA,34,70,Argentina,wiki/47062.png,,
a,Jeyson Rojas,MD LD LD,20,70,Chile,wiki/109184.png,,Felipe Saavedra,MD LE ATA PE ZAG,25,70,Chile,wiki/82142.png,,Diego Valencia,ATA,22,74,Chile,wiki/95443.png,,Thomas Galdames,LE LE,23,70,Chile,wiki/89406.png,,T. Rodríguez,MD PD,25,63,Chile,/231/264/22_60.png,,A. Venteros,ATA ATA,33,64,Chile,/160/157/22_60.png,,N. Baeza,ME LE,24,60,Chile,/236/946/22_60.png,,Benjamin Rivera,MC MD,23,68,Chile,wiki/missing_player.jpg,,Miguel Escalona,LD,32,69,Chile,wiki/39597.png,,
a,Pablo Solari,ATA MEI,21,69,Argentina,wiki/109190.png,,Ignacio Tapia,ZAG,23,70,Chile,wiki/89494.png,,German Lanaro,ZAG,36,74,Argentina,wiki/75702.png,,Augusto Barrios,VOL LD,31,70,Chile,wiki/59708.png,,W. Alarcón,MC VOL,20,63,Chile,/243/684/22_60.png,,S. Cabrera,LE,23,63,Chile,/248/259/22_60.png,,A. Castillo,LE,22,60,Chile,/251/685/22_60.png,,Adrian Sanchez,MC MD,23,68,Argentina,wiki/107580.png,,Matias Cano,GOL,36,69,Argentina,wiki/89458.png,,
a,Cristian Zavala,LD MC MEI ZAG,22,68,Chile,wiki/100547.png,,Jose Maria Carrasco,LE LE,24,70,Bolivia,wiki/90429.png,,Marcelino Nuñez,MC MEI MD,22,74,Chile,wiki/109476.png,,Mario Larenas,LE,28,70,Chile,wiki/64500.jpg,,Y. Oyanedel,LE ME,20,62,Chile,/245/846/22_60.png,,A. Sendillas,ATA,17,61,Chile,/160/150/22_60.png,,C. Torres,MD,18,58,Chile,/264/375/22_60.png,,John Salas,MC,25,68,Chile,wiki/missing_player.jpg,,Mario Parra,ZAG,29,68,Chile,wiki/missing_player.jpg,,
a,Vicente Pizarro,MC MEI MD,19,67,Chile,wiki/109187.png,,Emmanuel Ojeda,MC MD,24,70,Argentina,wiki/87318.png,,Diego Buonanotte,PE MEI,34,74,Argentina,wiki/30064.png,,Sebastian Jaime,ATA MEI,35,70,Argentina,wiki/45944.jpg,,M. Fernández,MD LD,25,62,Chile,/230/118/22_60.png,,I. Mesina,ZAG LD,20,60,Chile,/261/220/22_60.png,,J. Gutiérrez,LD,18,58,Chile,/256/551/22_60.png,,Benjamin Berrios,MC,24,68,Chile,wiki/missing_player.jpg,,Leonardo Olivera,ATA,35,68,Chile,wiki/missing_player.jpg,,
a,Williams Alarcon,MD MC ZAG,21,67,Chile,wiki/100615.png,,Anderson Contreras,MC MEI MD,21,69,Venezuela,wiki/110331.png,,Lucas Melano,ATA,29,72,Argentina,wiki/57006.png,,Jonathan Villagra,ZAG,21,68,Chile,wiki/missing_player.jpg,,B. Garrido,VOL MC,22,62,Chile,/266/267/22_60.png,,F. Chamorro,MEI,19,59,Chile,/261/221/22_60.png,,B. Roco,ZAG,17,56,Chile,/259/518/22_60.png,,Gary Moya,MC,20,67,Chile,wiki/missing_player.jpg,,Roberto Gutierrez,ATA,39,68,Chile,wiki/23935.jpg,,
a,Daniel Gutierrez,LE LE,19,65,Chile,wiki/missing_player.jpg,,Simon Contreras,ATA MEI,20,68,Chile,wiki/109451.png,,Sebastian Perez,GOL,31,72,Chile,wiki/65053.png,,Nicolas Mancilla,ZAG,28,68,Chile,wiki/66652.jpg,,H. Sanhueza,ZAG,25,61,Chile,/214/288/22_60.png,,M. León,MC,18,56,Chile,/261/574/22_60.png,,Á. Garrido,MC,21,54,Chile,/256/553/22_60.png,,Pedro Sanchez,ATA ATA,24,67,Chile,wiki/missing_player.jpg,,Juan Soto,MD LD LD,27,67,Chile,wiki/89482.png,,
a,Carlos Villanueva,MEI MC,22,65,Chile,wiki/89550.png,,Franco Lobos,ATA MEI,23,68,Chile,wiki/100608.png,,Cristian Cuevas,MD MC PE ZAG,27,72,Chile,wiki/50554.png,,Leandro Garate,ATA,28,68,Argentina,wiki/75292.jpg,,Pedro Henrique,ZAG,20,60,Brazil,/267/590/22_60.png,,D. Contreras,GOL,19,51,Chile,/256/923/22_60.png,,D. Bravo,MC,18,54,Chile,/265/413/22_60.png,,Pedro Campos,PE ATA,22,66,Chile,wiki/99275.png,,Fernando Lazcano,LE ME ZAG,33,67,Chile,wiki/37567.jpg,,
a,Omar Carabali,GOL,25,65,Chile,wiki/89545.png,,Lucas Alarcon,ZAG,22,67,Chile,wiki/missing_player.jpg,,Tomas Astaburuaga,ZAG,25,72,Chile,wiki/75725.png,,Ignacio Jara,ATA ATA,25,68,Chile,wiki/89414.png,,L. Robles,ZAG,20,60,Chile,/258/299/22_60.png,,,,,,,,,,,,,,,,Matias Leiva,ATA,22,65,Chile,wiki/missing_player.jpg,,Jorge Espejo,LE ZAG,21,62,Chile,wiki/missing_player.jpg,,
