a,Peñarol,,,,,,,Nacional,,,,,,,Montevideo City,,,,,,,River Plate de Montevideo,,,,,,,Danubio,,,,,,,Defensor,,,,,,,Olimpia,,,,,,,Cerro Porteño,,,,,,,Libertad,,,,,,,Club Guaraní,,,,,,,Club Nacional,,,,,,,
a,Kevin Dawson,GOL,30,75,Uruguay,wiki/81868.png,,Sergio Rochet,GOL,29,75,Uruguay,wiki/76242.png,,Gaston Guruceaga,GOL,27,75,Uruguay,wiki/79762.png,,Salvador Ichazo,GOL,30,72,Uruguay,wiki/50603.png,,Gonzalo Montes,MEI MC,27,72,Uruguay,wiki/75409.png,,Adrian Balboa,ATA,28,72,Uruguay,wiki/72656.png,,Alejandro Silva,PD MC,32,77,Uruguay,wiki/44187.png,,Ángel Cardozo Lucena,MC MD,27,76,Paraguay,wiki/66577.jpg,,Pablo Aguilar,ZAG,35,77,Paraguay,wiki/25155.png,,Fernando Fernandez,ATA,30,75,Paraguay,wiki/72770.jpg,,S. Rojas,GOL,25,72,Paraguay,/246/398/22_60.png,,
a,Matias Aguirregaray,MD LD LE,33,75,Uruguay,wiki/33417.jpg,,Diego Rodriguez,MC MD,32,75,Uruguay,wiki/44305.png,,Mathias Suarez,MD MD ZAG,25,75,Uruguay,wiki/74217.png,,Robert Herrera,ZAG,33,72,Uruguay,wiki/39660.png,,Sebastian Fernandez,ATA ATA,37,72,Uruguay,wiki/24347.jpg,,Facundo Mallo,ZAG,27,70,Uruguay,wiki/82639.png,,Derlis Gonzalez,ATA ATA,28,77,Paraguay,wiki/51112.png,,Claudio Aquino,ATA ATA,30,76,Argentina,wiki/51084.png,,Alexander Barboza,ZAG,27,76,Argentina,wiki/82354.png,,Julio Gonzalez,LD,29,74,Paraguay,wiki/95400.png,,D. Santacruz,MEI MD ME,26,70,Paraguay,/254/701/22_60.png,,
a,Ramon Arias,LD,29,74,Uruguay,wiki/50377.png,,Diego Zabala,MEI MD,30,75,Uruguay,wiki/50694.png,,Marcelo Allende,MEI MC,23,74,Chile,wiki/86083.png,,Nicolas Rodriguez,MD LD ZAG,30,72,Uruguay,wiki/63622.png,,Sergio Rodriguez,LD,37,70,Uruguay,wiki/13692.jpg,,Nicolas Correa,ZAG,38,70,Uruguay,wiki/30541.jpg,,Antolin Alcaraz,ZAG,39,75,Paraguay,wiki/16583.png,,Alexis Duarte,ZAG,22,75,Paraguay,wiki/109926.png,,Martin Silva,GOL,39,75,Uruguay,wiki/18057.png,,Marcos Caceres,LD,36,74,Paraguay,wiki/26581.jpg,,R. García Guerreño,ZAG,31,69,Paraguay,/223/734/22_60.png,,
a,Walter Gargano,MC MD,37,74,Uruguay,wiki/13695.png,,Emmanuel Gigliotti,ATA,35,75,Argentina,wiki/43600.png,,Cristopher Fiermarin,GOL,24,72,Uruguay,wiki/107603.png,,Maxi Pereira,MD LD ZAG,38,72,Uruguay,wiki/18053.png,,Leandro Sosa,MD LE ZAG,31,70,Uruguay,wiki/55593.png,,Ramiro Cristobal,MC MD,26,70,Uruguay,wiki/89623.png,,Richard Ortiz,MC MD,32,75,Paraguay,wiki/50933.png,,Robert Piris da Motta,MC MD,27,75,Paraguay,wiki/50918.png,,Daniel Bocanegra,VOL LD,35,75,Colombia,wiki/45554.png,,Guillermo Benitez,LE ZAG,28,74,Argentina,wiki/85399.png,,C. Arrua,MEI MC ATA,23,67,Paraguay,/254/700/22_60.png,,
a,Damian Musto,MC MD,35,74,Argentina,wiki/20889.png,,Camilo Candido,MD MC PE ZAG,27,74,Uruguay,wiki/89584.png,,Jose Álvarez,LE MC MEI ZAG,27,72,Uruguay,wiki/75443.png,,Jose Neris,MEI MC,22,72,Uruguay,wiki/95025.png,,Leandro Navarro,MEI MC,30,70,Argentina,wiki/54886.jpg,,Gonzalo Napoli,LE ME ZAG,22,70,Uruguay,wiki/100177.png,,Sergio Otalvaro,MD LD ZAG,35,75,Colombia,wiki/33958.jpg,,Beto Espinola,MD LD ZAG,31,75,Paraguay,wiki/63307.png,,Ivan Piris,MC ZAG,33,75,Paraguay,wiki/40094.jpg,,Miguel Benitez,LE ZAG,24,74,Paraguay,wiki/110746.png,,R. Prieto,ME LE,24,66,Paraguay,/247/186/22_60.png,,
a,Hernan Menosse,ZAG,35,74,Uruguay,wiki/44309.png,,Felipe Carballo,MEI MC,25,74,Uruguay,wiki/82659.png,,Diego Arismendi,MC MD,34,72,Uruguay,wiki/18155.png,,Mauricio Affonso,ATA,30,72,Uruguay,wiki/74241.png,,Esteban Conde,GOL,39,70,Uruguay,wiki/13688.png,,Sebastian Piriz,MD MC LD,32,70,Uruguay,wiki/44224.jpg,,Alfredo Aguilar,GOL,33,75,Paraguay,wiki/26599.png,,Federico Carrizo,PE ATA,31,75,Argentina,wiki/50906.png,,Lorenzo Melgarejo,MD LE MEI ZAG,31,75,Paraguay,wiki/51471.png,,Josue Colman,MEI,23,74,Paraguay,wiki/89066.png,,F. Costa,ME PE MD,29,66,Argentina,/223/102/22_60.png,,
a,Pablo Ceppelini,MEI MC,30,74,Uruguay,wiki/46405.png,,Brian Ocampo,PE ATA,22,74,Uruguay,wiki/100224.png,,Joaquin Zeballos,ATA,25,72,Uruguay,wiki/100192.png,,Chory Castro,PE MEI,37,72,Uruguay,wiki/6373.jpg,,Diego Vicente,MEI MC,23,70,Uruguay,wiki/85758.png,,Matias Cabrera,MEI MC,36,70,Uruguay,wiki/32419.png,,Saul Salcedo,ZAG,24,75,Paraguay,wiki/81465.png,,Braian Samudio,ATA MEI,26,75,Paraguay,wiki/91621.png,,Óscar Cardozo,ATA,39,75,Paraguay,wiki/16331.png,,Roberto Fernandez,ZAG,22,74,Paraguay,wiki/111576.png,,F. Bruera,ATA,22,65,Argentina,/267/481/22_60.png,,
a,Agustin Álvarez Martinez,ATA,21,74,Uruguay,wiki/107703.png,,Jose Luis Rodriguez,MD LD ZAG,25,72,Uruguay,wiki/89593.png,,Renzo Orihuela,ZAG,21,70,Uruguay,wiki/107642.png,,Walter Clar,MD LE ZAG,27,71,Paraguay,wiki/70236.jpg,,Santiago Paiva,ATA,23,70,Uruguay,wiki/95020.png,,Robert Ergas,MEI MC,24,70,Uruguay,wiki/82655.png,,Ivan Torres,MD MC PE ZAG,31,74,Paraguay,wiki/46574.jpg,,Juan Patiño,ZAG,32,75,Paraguay,wiki/50925.png,,Roque Santa Cruz,ATA,40,75,Paraguay,wiki/4571.jpg,,Alfio Oviedo,ATA,26,74,Paraguay,wiki/93131.png,,C. Nuñez,ZAG LD,25,65,Paraguay,/254/719/22_60.png,,
a,Bryan Olivera,MEI,28,72,Uruguay,wiki/86473.png,,Mathias Laborda,LD,22,72,Uruguay,wiki/100220.png,,Bautista Cejas,MEI,24,70,Argentina,wiki/90321.png,,Felipe Carvalho,ZAG,28,70,Uruguay,wiki/80017.png,,Santiago Carrera,ZAG,28,70,Uruguay,wiki/50621.png,,Nicolas Rossi,GOL,24,70,Uruguay,wiki/missing_player.jpg,,Jorge Recalde,ATA ATA MC,30,74,Paraguay,wiki/63387.png,,Williams Riveros,ZAG,29,74,Paraguay,wiki/95104.png,,Hector Villalba,PD ATA MC,27,75,Paraguay,wiki/65423.png,,Ángel Benitez,MC MD,26,73,Paraguay,wiki/103087.png,,M. Palau,MC VOL,35,64,Uruguay,/197/741/22_60.png,,
a,Lucas Viatri,ATA,35,72,Argentina,wiki/26307.png,,Gonzalo Vega,MEI MC,29,72,Uruguay,wiki/63960.png,,Álvaro Brun,MD MC ZAG,35,70,Uruguay,wiki/44195.png,,Thiago Borbas,ATA,20,70,Uruguay,wiki/107648.png,,Lucas Ferreira,ZAG,22,69,Uruguay,wiki/107587.png,,Luciano Boggio,ATA ATA,23,70,Uruguay,wiki/107732.png,,Marcelo Estigarribia,LE MC MEI ZAG,34,74,Paraguay,wiki/26582.jpg,,Enzo Gimenez,MEI,24,74,Paraguay,wiki/96192.png,,Bautista Merlini,MEI,26,74,Argentina,wiki/85545.png,,Jorge Mendoza,MEI MC,33,72,Paraguay,wiki/50928.png,,C. Espínola,LD,21,64,Paraguay,/255/662/22_60.png,,
