a,Al Ahly,,,,,,,Zamalek,,,,,,,Raja Casablanca,,,,,,,Wydad Casablanca,,,,,,,Espérance de Tunis,,,,,,,Mamelodi Sundowns,,,,,,,Kaizer Chiefs,,,,,,,Orlando Pirates,,,,,,,Mazembe,,,,,,,1º de Agosto,,,,,,,Petro de Luanda,,,,,,,ES Sétif,,,,,,,Étoile du Sahel,,,,,,,
a,Ali Maâloul,MD LE ZAG,32,76,Tunisia,wiki/64939.png,,Mahmoud Alaa,ZAG,31,75,Egypt,wiki/58864_1345573245.jpg,,Anas Zniti,GOL,33,74,Morocco,wiki/56478.png,,Mohammad Ounnajem,MEI,30,72,Morocco,wiki/94154.png,,Yassine Meriah,ZAG,29,77,Tunisia,wiki/94166.png,,Rushine de Reuck,ZAG,26,74,South Africa,wiki/122962.png,,D. Akpeyi,GOL,35,74,Nigeria,/241/769/22_60.png,,R. Ofori,GOL,27,74,Ghana,/257/439/22_60.png,,Torric Jebrin,MEI MC,31,71,Ghana,wiki/40363.jpg,,Salomao Paizo,MD LE ZAG,30,67,Angola,wiki/116555.png,,Joaquim Adao,MC MD,30,70,Angola,wiki/66788.png,,Ahmed Kendouci,MEI MC,23,72,Algeria,wiki/118358.png,,Mohamed Ben Amor,MC MD,30,75,Tunisia,wiki/94200.png,,
a,Percy Tau,ATA ATA,28,76,South Africa,wiki/78674.png,,Ahmed Zizo,MEI MC,26,75,Egypt,wiki/73404.png,,Marouane Hadhoudi,ZAG,30,72,Morocco,wiki/missing_player.jpg,,Yahya Jabrane,MC MD,31,70,Morocco,wiki/103338.png,,Anice Badri,MEI,31,75,Tunisia,wiki/65241.png,,Teboho Mokoena,MC MD,25,74,South Africa,wiki/119672.png,,K. Billiat,ATA PD ATA,30,73,Zimbabwe,/218/154/22_60.png,,D. Hotto,PE ATA PD,30,74,Namibia,/216/682/22_60.png,,Issama Mpeko,MC ZAG,36,70,Democratic Republic Congo,wiki/94198.png,,Caifalo Herenilson,MC MD,26,67,Angola,wiki/missing_player.jpg,,Moreira Gleison,ATA ATA,27,70,Brazil,wiki/83921.png,,Amir Karaoui,MC MD,35,71,Algeria,wiki/64891.png,,Aymen Mathlouthi,GOL,37,74,Tunisia,wiki/11807.png,,
a,Rami Rabia,VOL ZAG,29,75,Egypt,wiki/52919.png,,Ahmed Fatouh,MD LE ZAG,24,74,Egypt,wiki/108174.png,,Abdelraouf Benguit,MD MC LD,26,72,Algeria,wiki/102168.png,,Ahmed Reda Tagnaouti,GOL,26,70,Morocco,wiki/96945.png,,Zouhair Dhaouadi,MEI,34,75,Tunisia,wiki/24233.png,,Khuliso Mudau,MD LD ZAG,27,74,South Africa,wiki/122961.png,,L. Castro,ATA PD PE,32,71,Colombia,/214/562/22_60.png,,T. Lorch,PD PE ATA,27,73,South Africa,/229/128/22_60.png,,Glody Likonza,MEI MC,24,69,Democratic Republic Congo,wiki/114872.png,,Isaac Correia,MD LD ZAG,31,65,Angola,wiki/116554.png,,Pedro Pinto,ZAG,27,69,Portugal,wiki/77007.png,,Zakaria Bouhalfaya,GOL,25,70,Algeria,wiki/missing_player.jpg,,Firas Chaouat,ATA,26,74,Tunisia,wiki/94804.png,,
a,Mohamed el Shenawy,GOL,33,75,Egypt,wiki/67092.png,,Mahmoud Hamdy,LD,27,74,Egypt,wiki/110071.png,,Mohamed Zrida,MC MEI MD,23,72,Morocco,wiki/missing_player.jpg,,Ayoub Skouma,MEI,35,70,Morocco,wiki/45660_1350016129.jpg,,Larry Azouni,MC MD,28,74,Tunisia,wiki/64136.png,,Bongani Zungu,MC MEI MD,29,74,South Africa,wiki/60009.png,,L. Manyama,MEI ME MD,30,71,South Africa,/219/912/22_60.png,,V. Pule,PD PE MEI,29,72,South Africa,/243/851/22_60.png,,Ibrahim Mounkoro,GOL,32,68,Mali,wiki/124055.png,,Yazid Atouba,PE MC,29,65,Cameroon,wiki/66410.jpg,,Hugo Marques,GOL,36,68,Angola,wiki/43133.png,,Hicham Belkaroui,ZAG,32,70,Algeria,wiki/85530.jpg,,Malek Baayou,MC MD,23,70,Tunisia,wiki/101785.png,,
a,Amr el Solia,MC MD,32,75,Egypt,wiki/43896.png,,Youssef Obama,MEI,27,73,Egypt,wiki/76737.png,,Beni Badibanga,PE ATA,26,72,Democratic Republic Congo,wiki/83633.jpg,,Yahia Attiyat Allah,MEI,27,70,Morocco,wiki/missing_player.jpg,,Ghaylen Chaaleli,MC MEI MD,28,74,Tunisia,wiki/81170.png,,Themba Zwane,MEI,33,74,South Africa,wiki/59622.jpg,,S. Nurković,ATA,29,71,Serbia,/251/408/22_60.png,,G. Mhango,ATA PE,28,71,Malawi,/218/717/22_60.png,,Patou Kabangu,PE ATA,36,68,Democratic Republic Congo,wiki/42768.png,,Adilson Neblu,GOL,28,64,Angola,wiki/79267.png,,Signori Antonio,GOL,28,66,Angola,wiki/66806.jpg,,Abdelmoumene Djabou,PE MEI,35,70,Algeria,wiki/48200.png,,Mohamed Lahbib,MD MC PD ZAG,28,70,Tunisia,wiki/missing_player.jpg,,
a,Mohamed Hany,MD LD ZAG,25,75,Egypt,wiki/76772.png,,Ibrahima Ndiaye,PE ATA,24,73,Senegal,wiki/101809.png,,Yousri Bouzok,PE MEI,26,72,Algeria,wiki/missing_player.jpg,,Juvhel Tsoumou,ATA,31,70,Congo,wiki/38356.png,,Saber Khalifa,ATA MEI,35,74,Tunisia,wiki/11773.png,,Marcelo Allende,MEI MC,23,74,Chile,wiki/86083.png,,B. Bvuma,GOL,26,70,South Africa,/238/223/22_60.png,,T. Mabasa,ATA,24,70,South Africa,/251/193/22_60.png,,Daouda Diakite,GOL,39,68,Burkina Faso,wiki/55386.jpg,,Kialonga Gaspar,ZAG,24,64,Angola,wiki/missing_player.jpg,,Eddie Afonso,MC ZAG,28,65,Angola,wiki/missing_player.jpg,,Zineddine Mekkaoui,LE ZAG,35,69,Algeria,wiki/56942.jpg,,Iheb Msakni,MEI,35,70,Tunisia,wiki/54986.jpg,,
a,Hussein el Shahat,MD LD MEI ZAG,30,75,Egypt,wiki/96078.png,,Emam Ashour,MEI MC,24,72,Egypt,wiki/missing_player.jpg,,Mohamed Amsif,GOL,33,72,Morocco,wiki/44713.png,,Hamid Ahadad,ATA MEI,27,70,Morocco,wiki/108176.png,,Moez Ben Cherifia,GOL,31,73,Tunisia,wiki/54989.png,,Peter Shalulile,ATA,28,74,Namibia,wiki/missing_player.jpg,,B. Petersen,GOL,27,70,South Africa,/242/934/22_60.png,,F. Makaringe,MEI MC,28,70,South Africa,/251/196/22_60.png,,Bawaka Mabele,LD,34,68,Democratic Republic Congo,wiki/42860_1290584571.jpg,,Antonio Zini,PE,20,62,Angola,wiki/missing_player.jpg,,Welligton Lima,GOL,32,65,Brazil,wiki/59658.jpg,,Karim Nemdil,LD,32,68,Algeria,wiki/78901.jpg,,Yassine Chikhaoui,PE MEI,35,70,Tunisia,wiki/11828.png,,
a,Mahmoud Kahraba,PE ATA,28,75,Egypt,wiki/65223.jpg,,Hazem Emam,MD MC PD ZAG,34,72,Egypt,wiki/39272_1349815768.jpg,,Zakaria Hadraf,MEI,32,70,Morocco,wiki/63542.png,,Demba Camara,ATA MEI,27,70,Guinea,wiki/75795.jpg,,Mouez Hassen,GOL,27,72,Tunisia,wiki/69807.png,,Andile Jali,MC MD,32,73,South Africa,wiki/44601.png,,S. Hlanti,LE ME ZAG,31,70,South Africa,/233/437/22_60.png,,T. Hlatshwayo,ZAG LD,31,70,South Africa,/219/911/22_60.png,,Nathan Kabasele,ATA ATA,28,68,Belgium,wiki/46811.png,,Bobo Ungenda,ZAG,32,62,Democratic Republic Congo,wiki/missing_player.jpg,,Wilson Gaspar,MC MD,31,65,Angola,wiki/missing_player.jpg,,Mohamed,MC ATA,35,68,Algeria,wiki/missing_player.jpg,,Aymen Dahmen,GOL,25,70,Tunisia,wiki/99904.png,,
a,Ayman Ashraf,LE,31,75,Egypt,wiki/47096.png,,Abdallah Gomaa,MD LE MEI ZAG,26,71,Egypt,wiki/missing_player.jpg,,Axel Meye,ATA,27,70,Gabon,wiki/85193.jpg,,Zouhair el Moutaraji,ATA,26,69,Morocco,wiki/67493.png,,Mohamed ali Yaakoubi,ZAG,31,72,Tunisia,wiki/87810.png,,Denis Onyango,GOL,37,73,Uganda,wiki/22511.png,,D. Zuma,MD ME MEI,26,70,South Africa,/240/164/22_60.png,,W. Sandilands,GOL,37,69,South Africa,/182/270/22_60.png,,Lamisha Musonda,MEI MC,30,67,Belgium,wiki/53675.jpg,,Manuel Lulas,ZAG,26,62,Angola,wiki/missing_player.jpg,,Adriano Yano,ATA,30,65,Angola,wiki/63689.jpg,,Aymen Chadli,MEI MC,23,67,Algeria,wiki/missing_player.jpg,,Hedi Gaaloul,GOL,33,70,Tunisia,wiki/95409.png,,
a,Mohamed Abdelmonem,ZAG,23,74,Egypt,wiki/118419.png,,Hamza Mathlouthi,MD LD ZAG,30,71,Tunisia,wiki/73686.png,,Ilias Haddad,VOL ZAG,33,70,Netherlands,wiki/48105.png,,Reda Jaadi,MEI,27,69,Morocco,wiki/68302.png,,Mohamed Ali Ben Romdhane,MC MEI MD,22,72,Tunisia,wiki/117468.png,,Bradley Ralani,PE ATA,34,73,South Africa,wiki/123018.png,,R. Frosler,LD LE,23,69,South Africa,/241/233/22_60.png,,I. Maela,LE ZAG,28,69,South Africa,/239/431/22_60.png,,Tresor Mputu,ATA ATA,36,66,Democratic Republic Congo,wiki/31120.png,,Emanuel Nsesani,GOL,21,60,Angola,wiki/missing_player.jpg,,To Carneiro,LE ZAG,26,65,Angola,wiki/missing_player.jpg,,Sofiane Khadir,LD ZAG,28,66,Algeria,wiki/missing_player.jpg,,Mohamed Ben ali,MC ZAG,27,70,Tunisia,wiki/101531.png,,
a,Mohamed Magdy,MEI MC,26,74,Egypt,wiki/108170.png,,Mohamed Abdelshafi,MD LE ZAG,37,70,Egypt,wiki/41008.jpg,,Badr Boulahroud,MC MD,29,70,Morocco,wiki/97840.png,,Badie Aouk,PE ATA,27,69,Morocco,wiki/81025.png,,Mohamed Amine Tougai,ZAG,22,72,Algeria,wiki/missing_player.jpg,,Kennedy Mweene,GOL,37,72,Zambia,wiki/31387.png,,D. Cardoso,ZAG,32,69,South Africa,/228/205/22_60.png,,P. Mako,LE ME PE,27,68,South Africa,/243/857/22_60.png,,Joël Kimwaki,ZAG,35,65,Democratic Republic Congo,wiki/94199.png,,Bonifacio Caetano,ZAG,29,59,Angola,wiki/missing_player.jpg,,Ricardo Job,ATA ATA,34,65,Angola,wiki/43734.jpg,,Walid Allati,MD MD ZAG,31,65,Algeria,wiki/missing_player.jpg,,Houcine Benayada,LD LD,30,70,Algeria,wiki/missing_player.jpg,,
