a,Heidenheim,,,,,,,Jahn Regensburg,,,,,,,Duisburg,,,,,,,Eintracht Braunschweig,,,,,,,Saarbrücken,,,,,,,
a,P. Mainka,ZAG,26,73,Germany,/216/199/22_60.png,,A. Meyer,GOL,30,70,Germany,/241/050/22_60.png,,M. Stoppelkamp,ME PE MEI,34,67,Germany,/157/528/22_60.png,,J. Fejzić,GOL,35,69,Bosnia,/169/404/22_60.png,,D. Batz,GOL,30,67,Germany,/199/803/22_60.png,,
a,O. Hüsing,ZAG,28,72,Germany,/222/521/22_60.png,,S. Breitkreuz,ZAG LD,29,70,Germany,/234/278/22_60.png,,A. Bouhaddouz,ATA,34,66,Morocco,/188/305/22_60.png,,B. Behrendt,ZAG,29,68,Germany,/207/954/22_60.png,,S. Zellner,ZAG,30,66,Germany,/201/522/22_60.png,,
a,T. Kleindienst,ATA,25,72,Germany,/214/096/22_60.png,,B. Gimber,VOL ZAG,24,70,Germany,/228/883/22_60.png,,L. Weinkauf,GOL,24,66,Germany,/238/503/22_60.png,,J. Nikolaou,VOL ZAG,27,68,Germany,/238/619/22_60.png,,M. Zeitz,VOL ZAG,30,66,Germany,/203/754/22_60.png,,
a,T. Mohr,ME,25,72,Germany,/243/887/22_60.png,,M. Besuschkow,VOL MC,24,70,Germany,/234/945/22_60.png,,K. Pusch,MD ME MEI,28,65,Germany,/208/589/22_60.png,,B. Henning,MC MEI,26,68,Germany,/239/498/22_60.png,,J. Günther-Schmidt,MEI ATA ME,26,66,Germany,/225/075/22_60.png,,
a,N. Theuerkauf,LE VOL ZAG,34,71,Germany,/183/573/22_60.png,,A. Albers,ATA,31,70,Denmark,/234/476/22_60.png,,M. Frey,MC VOL ZAG,25,64,Germany,/225/564/22_60.png,,R. Krauße,VOL,27,67,Germany,/232/406/22_60.png,,D. Ernst,LD MD,30,65,Germany,/238/925/22_60.png,,
a,K. Müller,GOL,30,71,Germany,/202/873/22_60.png,,E. Wekesser,LE ATA MEI,23,69,Germany,/229/925/22_60.png,,M. Ajani,MD LD,27,64,Germany,/228/632/22_60.png,,J. Marx,LD MD,26,66,Germany,/250/909/22_60.png,,L. Boeder,ZAG LD,24,65,Germany,/225/636/22_60.png,,
a,M. Busch,LD,26,71,Germany,/224/980/22_60.png,,S. Singh,MEI MD,22,69,New Zealand,/232/669/22_60.png,,O. Ademi,ATA,29,64,Switzerland,/209/965/22_60.png,,M. Schultz,ZAG,28,66,Germany,/217/841/22_60.png,,A. Grimaldi,ATA,30,65,Germany,/195/262/22_60.png,,
a,J. Schöppner,VOL,22,69,Germany,/256/292/22_60.png,,B. Saller,LD MC MEI,28,69,Germany,/210/004/22_60.png,,J. Yeboah,MD PD,21,64,Germany,/242/755/22_60.png,,N. Kijewski,LE,25,66,Germany,/229/175/22_60.png,,S. Jacob,ATA MEI,28,65,Germany,/223/899/22_60.png,,
a,C. Kühlwetter,ATA,25,69,Germany,/245/543/22_60.png,,N. Shipnoski,MD,23,68,Germany,/234/901/22_60.png,,R. Feltscher,LD,30,64,Venezuela,/183/819/22_60.png,,L. Lauberbach,ATA ME,23,66,Germany,/239/418/22_60.png,,T. Jänicke,MEI MC MD,32,65,Germany,/193/113/22_60.png,,
a,K. Sessa,MC MD,20,69,Germany,/242/974/22_60.png,,L. Guwara,LE,25,68,Gambia,/232/643/22_60.png,,N. Stierlin,VOL MC,21,63,Germany,/242/328/22_60.png,,L. Ihorst,ATA MD,21,65,Germany,/246/175/22_60.png,,M. Gouras,ME ATA,23,65,Germany,/257/341/22_60.png,,
