a,Peterborough,,,,,,,Plymouth Argyle,,,,,,,Portsmouth,,,,,,,Preston North End,,,,,,,Sheffield Wednesday,,,,,,,Shrewsbury,,,,,,,Sunderland,,,,,,,Rotherham United,,,,,,,Wigan Athletic,,,,,,,Wycombe,,,,,,,Wimbledon,,,,,,,
a,J. Clarke-Harris,ATA,26,70,England,/200/779/22_60.png,,M. Cooper,GOL,21,68,England,/240/987/22_60.png,,G. Bazunu,GOL,19,69,Ireland,/243/585/22_60.png,,D. Iversen,GOL,23,72,Denmark,/228/410/22_60.png,,B. Bannan,MC MEI,31,72,Scotland,/183/540/22_60.png,,M. Maroši,GOL,27,67,Slovakia,/221/531/22_60.png,,R. Stewart,ATA,24,69,Scotland,/244/319/22_60.png,,D. Barlaser,VOL,24,70,England,/227/806/22_60.png,,G. Shinnie,VOL MC,29,70,Scotland,/200/302/22_60.png,,D. Stockdale,GOL,35,69,England,/182/207/22_60.png,,A. Woodyard,VOL,28,65,England,/202/422/22_60.png,,
a,J. Fuchs,MC VOL,23,69,Cameroon,/228/827/22_60.png,,Panutche Camará,MC,24,68,Guinea Bissau,/240/331/22_60.png,,S. Raggett,ZAG,27,68,England,/238/450/22_60.png,,P. Bauer,ZAG,28,72,Germany,/204/496/22_60.png,,J. Storey,ZAG,23,69,England,/235/464/22_60.png,,E. Bennett,LD,32,67,England,/186/595/22_60.png,,A. Pritchard,MEI,28,69,England,/205/351/22_60.png,,M. Ihiekwe,ZAG,28,69,England,/205/584/22_60.png,,T. Naylor,VOL MC,30,69,England,/206/536/22_60.png,,R. Tafazolli,ZAG,29,68,England,/200/697/22_60.png,,L. McCormick,MEI MC,22,65,England,/238/188/22_60.png,,
a,N. Thompson,ZAG LD LD,30,69,England,/192/695/22_60.png,,D. Scarr,ZAG,26,67,England,/237/943/22_60.png,,M. Romeo,LD LD,25,68,Antigua and Barbuda,/211/966/22_60.png,,A. Browne,MC MEI VOL,26,72,Ireland,/216/464/22_60.png,,H. Dean,ZAG,29,69,England,/191/079/22_60.png,,L. Leahy,MC LE ZAG,28,67,England,/239/119/22_60.png,,D. Batth,ZAG,30,69,England,/195/037/22_60.png,,C. Ogbene,LD,24,69,Ireland,/231/005/22_60.png,,J. McClean,ME LE,32,69,Ireland,/198/489/22_60.png,,J. Jacobson,ZAG LE,34,68,Wales,/183/449/22_60.png,,J. Rudoni,MEI,20,65,England,/251/690/22_60.png,,
a,J. Marriott,ATA,26,68,England,/214/876/22_60.png,,J. Edwards,LD,30,67,England,/192/231/22_60.png,,M. Harness,MD MEI,25,67,England,/220/019/22_60.png,,D. Johnson,MEI,28,72,Jamaica,/201/887/22_60.png,,J. Windass,ATA MEI,27,68,England,/219/216/22_60.png,,T. Flanagan,ZAG,29,66,Northern Ireland,/194/785/22_60.png,,A. McGeady,ME,35,69,Ireland,/155/885/22_60.png,,M. Smith,ATA,29,69,England,/190/583/22_60.png,,M. Power,LD VOL MC,27,68,England,/200/667/22_60.png,,G. McCleary,PD MD MEI,34,68,Jamaica,/189/160/22_60.png,,B. Heneghan,ZAG,27,64,England,/200/742/22_60.png,,
a,J. Taylor,MC VOL MEI,23,68,Ireland,/233/851/22_60.png,,J. Houghton,VOL,25,67,England,/213/665/22_60.png,,J. Morrell,MC VOL,24,67,Wales,/220/677/22_60.png,,R. Ledson,VOL MC,23,72,England,/222/836/22_60.png,,N. Mendez-Laing,MD,29,68,England,/194/964/22_60.png,,J. Vela,MC,27,66,England,/203/060/22_60.png,,J. Clarke,PD MD,20,68,England,/242/908/22_60.png,,W. Harding,ZAG LD,24,68,Jamaica,/228/225/22_60.png,,J. Whatmough,ZAG,24,68,England,/211/166/22_60.png,,S. Vokes,ATA,31,68,Wales,/179/746/22_60.png,,N. Tzanev,GOL,24,64,New Zealand,/230/971/22_60.png,,
a,J. Grant,MC MEI,26,68,England,/219/177/22_60.png,,C. Grant,LE,26,67,England,/216/790/22_60.png,,H. Carter,ZAG LD,21,66,England,/242/751/22_60.png,,S. van den Berg,ZAG LD LD,19,71,Netherlands,/242/453/22_60.png,,M. Luongo,VOL MC,28,68,Australia,/205/347/22_60.png,,M. Pennington,ZAG,26,66,England,/216/791/22_60.png,,P. Roberts,MD PD MEI,24,68,England,/221/982/22_60.png,,O. Rathbone,MC,24,68,England,/235/496/22_60.png,,W. Keane,MEI,28,68,Ireland,/201/911/22_60.png,,J. Obita,LE,27,68,England,/200/820/22_60.png,,A. Assal,MEI,19,64,Morocco,/251/549/22_60.png,,
a,F. Kent,ZAG,25,68,England,/220/140/22_60.png,,J. Wilson,ZAG,32,66,Wales,/173/734/22_60.png,,C. Robertson,ZAG,27,66,Scotland,/200/793/22_60.png,,B. Whiteman,MC VOL,25,71,England,/225/071/22_60.png,,D. Iorfa,ZAG,26,68,England,/218/658/22_60.png,,D. Udoh,ATA,24,66,Nigeria,/233/572/22_60.png,,B. Wright,ZAG,28,67,Australia,/198/810/22_60.png,,R. Edmonds-Green,ZAG,22,67,England,/234/039/22_60.png,,C. Lang,MD ATA,22,68,England,/240/673/22_60.png,,J. Scowen,VOL MC,28,67,England,/203/138/22_60.png,,G. Marsh,VOL,22,64,England,/241/036/22_60.png,,
a,J. Knight,ZAG MC,23,67,England,/237/213/22_60.png,,M. Gillesphey,ZAG,25,66,England,/228/366/22_60.png,,M. Jacobs,ME,29,66,England,/194/091/22_60.png,,E. Riis,ATA,23,70,Denmark,/231/616/22_60.png,,B. Peacock-Farrell,GOL,24,67,Northern Ireland,/229/091/22_60.png,,D. Davis,VOL MC,30,66,England,/195/020/22_60.png,,L. O'Nien,VOL,26,66,England,/215/700/22_60.png,,F. Ladapo,ATA,28,67,England,/208/989/22_60.png,,J. Kerr,ZAG,24,68,Scotland,/225/589/22_60.png,,A. Stewart,ZAG,28,67,England,/203/139/22_60.png,,L. Brown,LE,30,63,England,/193/958/22_60.png,,
a,O. Norburn,MC VOL,28,67,Grenada,/206/202/22_60.png,,D. Mayor,MC,30,66,England,/192/970/22_60.png,,R. Curtis,ME ATA,25,66,Ireland,/228/111/22_60.png,,A. Hughes,ZAG LE LE,29,70,Wales,/214/906/22_60.png,,S. Hutchinson,ZAG,31,67,England,/169/708/22_60.png,,E. Ebanks-Landell,ZAG,28,65,England,/201/958/22_60.png,,C. Winchester,LD,28,66,Northern Ireland,/201/901/22_60.png,,S. Ferguson,LE,29,67,Northern Ireland,/192/624/22_60.png,,C. Wyke,ATA,28,68,England,/204/217/22_60.png,,J. McCarthy,LD LD,25,66,England,/215/758/22_60.png,,W. Nightingale,ZAG,25,63,England,/221/538/22_60.png,,
a,S. Szmodics,MEI ATA PE,25,67,Ireland,/220/139/22_60.png,,R. Hardie,ATA,24,66,Scotland,/226/084/22_60.png,,G. Hirst,ATA,22,66,England,/233/602/22_60.png,,T. Barkhuizen,MD LD ATA,27,70,England,/201/240/22_60.png,,M. Johnson,LE ZAG,30,67,England,/227/675/22_60.png,,T. Fornah,VOL MC,21,64,England,/251/420/22_60.png,,D. Neil,VOL MC,19,65,England,/258/483/22_60.png,,B. Wiles,MC,22,66,England,/239/023/22_60.png,,T. Darikwa,LD LE LD,29,67,Zimbabwe,/200/309/22_60.png,,S. Kaikai,PE MEI,25,66,Sierra Leone,/212/493/22_60.png,,A. Hartigan,VOL,21,63,England,/238/177/22_60.png,,
a,J. Ward,LD LD PD,25,67,England,/228/894/22_60.png,,S. Sessegnon,LD LE,21,66,England,/239/800/22_60.png,,C. Ogilvie,ZAG LE,25,66,England,/222/399/22_60.png,,S. Sinclair,MD ME ATA,32,70,England,/169/214/22_60.png,,L. Palmer,ZAG,29,66,Scotland,/198/377/22_60.png,,A. Pierre,ZAG,28,64,Grenada,/203/809/22_60.png,,R. Hoffmann,GOL,22,65,Germany,/241/859/22_60.png,,V. Johansson,GOL,22,66,Sweden,/241/643/22_60.png,,J. McGrath,MC PD,24,67,Ireland,/225/872/22_60.png,,B. Hanlan,ATA,24,66,England,/230/897/22_60.png,,P. Osew,LE LD,20,63,England,/251/548/22_60.png,,
a,H. Coulson,LE LE,23,67,England,/230/807/22_60.png,,R. Broom,MC,24,65,Wales,/229/123/22_60.png,,T. Walker,ATA,24,66,England,/222/878/22_60.png,,B. Potts,LD MEI,26,69,England,/206/653/22_60.png,,F. Kamberi,ATA,26,66,Albania,/229/728/22_60.png,,G. Nurse,ZAG LE,22,64,England,/241/397/22_60.png,,N. Broadhead,ME PE ATA,23,65,Wales,/232/545/22_60.png,,R. Wood,ZAG,35,66,England,/156/464/22_60.png,,J. Bennett,LE,31,67,England,/190/430/22_60.png,,C. Thompson,MC,27,66,England,/205/589/22_60.png,,P. Kalambayi,ZAG,21,62,England,/233/383/22_60.png,,
a,M. Beevers,ZAG,31,67,England,/182/209/22_60.png,,L. Jephcott,ATA,21,65,Wales,/244/201/22_60.png,,R. Tunnicliffe,MC,28,65,England,/203/069/22_60.png,,G. Cunningham,LE LE ZAG,30,69,Ireland,/198/190/22_60.png,,J. Hunt,LD,30,66,England,/193/900/22_60.png,,R. Bowman,ATA,29,63,England,/197/945/22_60.png,,L. Dajaku,MD,20,65,Germany,/246/416/22_60.png,,J. Vickers,GOL,25,66,England,/224/130/22_60.png,,B. Amos,GOL,31,67,England,/173/531/22_60.png,,A. Mehmeti,ME MC MEI,20,66,Albania,/250/816/22_60.png,,S. Cosgrove,ATA,24,62,England,/227/040/22_60.png,,
a,R. Brown,MC VOL MEI,25,67,England,/219/259/22_60.png,,J. Bolton,ZAG,26,64,England,/206/554/22_60.png,,A. O'Brien,ATA ME,27,65,Ireland,/203/491/22_60.png,,I. Brown,MEI,24,69,England,/213/490/22_60.png,,C. Paterson,ATA,26,66,Scotland,/210/724/22_60.png,,S. Whalley,MC,33,63,England,/167/512/22_60.png,,L. Gooch,MD LD,25,65,United States,/222/528/22_60.png,,A. MacDonald,ZAG,28,66,England,/205/655/22_60.png,,J. Jones,ME MD,26,67,Northern Ireland,/212/680/22_60.png,,D. Horgan,MEI,28,66,Ireland,/202/663/22_60.png,,N. Guinness-Walker,LE,21,62,England,/248/880/22_60.png,,
