a,Almería,,,,,,,Burgos,,,,,,,Cádiz,,,,,,,Deportivo Alavés,,,,,,,Eibar,,,,,,,Elche,,,,,,,Granada,,,,,,,Ibiza,,,,,,,Las Palmas,,,,,,,Girona FC,,,,,,,Leganés,,,,,,,La Coruna,,,,,,,Málaga,,,,,,,Rayo Vallecano,,,,,,,Real Oviedo,,,,,,,Sporting de Gijón,,,,,,,Tenerife,,,,,,,Real Zaragoza,,,,,,,
a,Dyego Sousa,ATA,31,77,Portugal,/224/116/22_60.png,,Saúl Berjón,ME,35,71,Spain,/189/211/22_60.png,,J. Ledesma,GOL,28,78,Argentina,/219/522/22_60.png,,Pacheco,GOL,29,80,Spain,/209/960/22_60.png,,Edu Expósito,MEI,24,77,Spain,/229/862/22_60.png,,Edgar Badia,GOL,29,79,Spain,/204/234/22_60.png,,D. Machís,ME,28,80,Venezuela,/210/463/22_60.png,,P. Diop,VOL MC,35,77,Senegal,/178/250/22_60.png,,Jonathan Viera,MEI MC ATA,31,79,Spain,/198/164/22_60.png,,C. Stuani,ATA,34,76,Uruguay,/186/537/22_60.png,,A. Nyom,MD LD LE,33,75,Cameroon,/192/667/22_60.png,,G. Zarfino,VOL MC ATA,29,68,Uruguay,/243/989/22_60.png,,Adrián López,ATA ME MD,33,74,Spain,/173/818/22_60.png,,Falcao,ATA,35,78,Colombia,/167/397/22_60.png,,Borja Bastón,ATA,28,75,Spain,/194/996/22_60.png,,Jony,ME,29,75,Spain,/222/943/22_60.png,,Mario González,ATA MD,25,73,Spain,/235/970/22_60.png,,C. Álvarez,GOL,35,73,Argentina,/188/938/22_60.png,,
a,U. Sadiq,ATA,24,76,Nigeria,/231/627/22_60.png,,Juanma García,ATA ME MEI,28,71,Spain,/222/094/22_60.png,,Lucas Pérez,ATA,32,78,Spain,/199/354/22_60.png,,Laguardia,ZAG,31,78,Spain,/194/222/22_60.png,,Sergio Álvarez,VOL,29,75,Spain,/199/158/22_60.png,,J. Pastore,MEI MC,32,76,Argentina,/191/180/22_60.png,,Montoro,VOL MC MEI,33,79,Spain,/186/682/22_60.png,,G. Escobar,LE LE,24,73,Argentina,/234/100/22_60.png,,Jesé,ATA MD ME,28,73,Spain,/202/515/22_60.png,,Samu Sáiz,ATA ME MD,30,75,Spain,/198/143/22_60.png,,Bustinza,ZAG LD,29,72,Spain,/224/869/22_60.png,,Hugo Fraile,MD MC,34,68,Spain,/190/021/22_60.png,,B. Cufré,LE ME,24,72,Argentina,/231/247/22_60.png,,Ó. Trejo,MEI,33,77,Argentina,/173/030/22_60.png,,Borja Sánchez,ME,25,73,Spain,/241/117/22_60.png,,Diego Mariño,GOL,31,74,Spain,/199/493/22_60.png,,Enric Gallego,ATA,34,73,Spain,/243/993/22_60.png,,Jair Amador,ZAG,31,73,Portugal,/234/731/22_60.png,,
a,L. Robertone,MEI MC,24,76,Argentina,/235/008/22_60.png,,Pablo Valcarce,MD ME ATA,28,70,Spain,/211/057/22_60.png,,Negredo,ATA,35,78,Spain,/146/439/22_60.png,,Joselu,ATA,31,78,Spain,/173/608/22_60.png,,Arbilla,ZAG,34,75,Spain,/199/986/22_60.png,,I. Marcone,VOL MC,31,76,Argentina,/215/057/22_60.png,,Germán,ZAG,34,79,Spain,/198/230/22_60.png,,Sergio Castel,ATA,26,70,Spain,/253/455/22_60.png,,Hernâni,MD ME,29,73,Portugal,/212/911/22_60.png,,B. Espinosa,ZAG,31,74,Colombia,/186/521/22_60.png,,K. Omeruo,ZAG,27,71,Nigeria,/207/624/22_60.png,,Olabe,MC VOL MD,25,67,Spain,/238/225/22_60.png,,Aleix Febas,MC MEI VOL,25,71,Spain,/235/522/22_60.png,,Álvaro García,ME MD,28,76,Spain,/216/447/22_60.png,,David Costas,ZAG LD,26,72,Spain,/219/848/22_60.png,,Fran Villalba,MEI ME MD,23,74,Spain,/229/991/22_60.png,,Míchel,MC VOL,32,72,Spain,/190/535/22_60.png,,Francés,ZAG LD,18,72,Spain,/254/310/22_60.png,,
a,Daniel Carriço,ZAG,32,75,Portugal,/189/156/22_60.png,,Caro,GOL,27,70,Spain,/234/779/22_60.png,,O. Idrissi,PE ME,25,76,Morocco,/228/747/22_60.png,,Rubén Duarte,LE,25,77,Spain,/226/637/22_60.png,,Corpas,MD,29,74,Spain,/244/197/22_60.png,,L. Olaza,LE LE ZAG,26,76,Uruguay,/221/832/22_60.png,,S. Arias,LD,29,79,Colombia,/204/259/22_60.png,,Gálvez,ZAG,32,70,Spain,/199/487/22_60.png,,Eric Curbelo,ZAG LD,27,72,Spain,/237/442/22_60.png,,Juan Carlos,GOL,33,73,Spain,/194/730/22_60.png,,Rubén Pardo,VOL MC MEI,28,70,Spain,/204/523/22_60.png,,V. García,LD,27,67,Venezuela,/217/085/22_60.png,,Paulino,MD ME ATA,24,71,Spain,/248/710/22_60.png,,S. Dimitrievski,GOL,27,76,North Macedonia,/211/348/22_60.png,,Dani Calvo,ZAG,27,71,Spain,/219/180/22_60.png,,Manu García,MEI ME,23,73,Spain,/223/978/22_60.png,,S. Moore,LD MD,24,72,United States,/232/120/22_60.png,,Eugeni,MC,26,71,Spain,/209/695/22_60.png,,
a,Fernando,GOL,31,74,Spain,/205/288/22_60.png,,F. Malbašić,ATA MD ME,28,70,Serbia,/210/171/22_60.png,,A. Espino,LE,29,76,Uruguay,/247/131/22_60.png,,F. Lejeune,ZAG,30,77,France,/197/948/22_60.png,,Toño García,LE,31,74,Spain,/204/757/22_60.png,,Omar Mascarell,VOL MC,28,75,Spain,/208/620/22_60.png,,Luís Maximiano,GOL,22,78,Portugal,/244/316/22_60.png,,Álvaro Jiménez,MD ME,26,70,Spain,/235/623/22_60.png,,Benito,ME PE LE,25,71,Spain,/235/515/22_60.png,,Borja García,MC ME,30,73,Spain,/194/761/22_60.png,,Sergi Palencia,LD MD,25,70,Spain,/228/321/22_60.png,,Luis Valcarce,LE ME,28,67,Spain,/211/056/22_60.png,,Brandon Thomas,ATA ME MEI,26,70,Spain,/212/261/22_60.png,,Isi,MD ME MEI,26,76,Spain,/232/498/22_60.png,,Jorge Pombo,ATA ME MEI,27,69,Spain,/228/144/22_60.png,,U. Đurđević,ATA,27,72,Montenegro,/221/430/22_60.png,,Juan Soriano,GOL,23,71,Spain,/234/790/22_60.png,,J. Narváez,ME ATA,26,71,Colombia,/220/815/22_60.png,,
a,Álex Centelles,LE,21,74,Spain,/241/470/22_60.png,,Alfonso Herrero,GOL,27,68,Spain,/235/312/22_60.png,,Salvi Sánchez,MD LE,30,76,Spain,/234/772/22_60.png,,G. Escalante,VOL MC,28,76,Argentina,/219/391/22_60.png,,Yoel,GOL,32,74,Spain,/185/181/22_60.png,,Pere Milla,ATA ME MEI,28,75,Spain,/225/926/22_60.png,,Luis Milla,VOL MC,26,78,Spain,/242/201/22_60.png,,Guerrero,ATA MEI,30,69,Spain,/198/150/22_60.png,,Moleiro,ME MC MD,17,70,Spain,/264/388/22_60.png,,N. Bustos,ATA ME,22,73,Argentina,/238/194/22_60.png,,Recio,MC VOL,30,70,Spain,/201/893/22_60.png,,Borja Valle,ATA ME MEI,28,66,Spain,/229/037/22_60.png,,Vadillo,ME MD ATA,26,70,Spain,/204/830/22_60.png,,Unai López,MC VOL MEI,25,76,Spain,/222/390/22_60.png,,Jimmy,MC VOL,24,69,Spain,/244/210/22_60.png,,J. Babin,ZAG,34,72,France,/176/693/22_60.png,,Elady,ATA ME MD,30,71,Spain,/244/667/22_60.png,,R. Petrović,VOL,32,71,Serbia,/195/087/22_60.png,,
a,Rodrigo Ely,ZAG,27,74,Brazil,/202/445/22_60.png,,Andy,VOL MC,31,68,Spain,/208/817/22_60.png,,Rubén Alcaraz,MC VOL,30,75,Spain,/229/788/22_60.png,,Tomás Pina,VOL MC,33,76,Spain,/198/368/22_60.png,,Cantero,GOL,26,73,Spain,/219/637/22_60.png,,L. Boyé,ATA,25,75,Argentina,/222/041/22_60.png,,Carlos Neva,LE ME,25,78,Spain,/246/844/22_60.png,,Cifu,LD LD MD,30,69,Spain,/213/010/22_60.png,,Raúl Navas,ZAG,33,70,Spain,/198/614/22_60.png,,Victor Sánchez,MC VOL,33,73,Spain,/189/506/22_60.png,,J. Giraudon,ZAG,29,70,France,/208/862/22_60.png,,Mula,ME MD,24,66,Spain,/220/395/22_60.png,,Víctor Gómez,LD,21,70,Spain,/245/597/22_60.png,,Kévin Rodrigues,ME LE LE,27,75,Portugal,/209/289/22_60.png,,Tomeu Nadal,GOL,32,69,Spain,/190/435/22_60.png,,Aitor García,MD ME PD,27,71,Spain,/207/960/22_60.png,,J. Mellot,LD,27,71,France,/248/777/22_60.png,,Vigaray,LD,26,71,Spain,/221/923/22_60.png,,
a,G. Makaridze,GOL,31,73,Georgia,/190/734/22_60.png,,Matos,LE LE ME,26,68,Spain,/233/911/22_60.png,,Álex Fernández,MEI MC ME,28,75,Spain,/199/247/22_60.png,,Pere Pons,MC MEI VOL,28,75,Spain,/211/706/22_60.png,,Stoichkov,ATA ME MEI,27,73,Spain,/245/157/22_60.png,,P. Piatti,MD ME,32,75,Argentina,/183/899/22_60.png,,Jorge Molina,ATA,39,78,Spain,/154/472/22_60.png,,David Goldar,ZAG,26,68,Spain,/222/407/22_60.png,,Álvaro Lemos,LD MD,28,70,Spain,/205/551/22_60.png,,Aleix García,MC VOL,24,72,Spain,/228/813/22_60.png,,Eraso,MEI MC MD,31,70,Spain,/223/608/22_60.png,,Cristian Rivero,GOL,23,66,Spain,/241/179/22_60.png,,Jairo,MD ME ATA,27,70,Spain,/205/869/22_60.png,,Catena,ZAG,26,75,Spain,/243/976/22_60.png,,S. Obeng,ATA ME,24,68,Ghana,/252/485/22_60.png,,Iván Cuéllar,GOL,37,71,Spain,/146/952/22_60.png,,Alex Muñoz,LE ZAG,26,71,Spain,/211/857/22_60.png,,Jaume Grau,VOL MC,24,70,Spain,/246/918/22_60.png,,
a,Lazo,ME,25,73,Spain,/229/631/22_60.png,,Fran García,LE LE,28,67,Spain,/199/491/22_60.png,,A. Lozano,ATA ME,28,75,Honduras,/205/495/22_60.png,,Martín,LD LE,25,75,Spain,/241/827/22_60.png,,Frederico Venâncio,ZAG,28,73,Portugal,/211/107/22_60.png,,Fidel,ME MC LE,31,74,Spain,/189/172/22_60.png,,Escudero,LE ME,31,78,Spain,/192/679/22_60.png,,Álex Domínguez,GOL,22,68,Spain,/243/201/22_60.png,,E. Loiodice,VOL MC,20,69,France,/243/478/22_60.png,,David Juncà,LE LE ME,27,72,Spain,/202/501/22_60.png,,G. Shibasaki,VOL MC,29,69,Japan,/232/883/22_60.png,,Xisco,ATA,35,66,Spain,/164/471/22_60.png,,P. Chavarría,ATA MD,33,70,Argentina,/199/387/22_60.png,,I. Balliu,LD,29,74,Albania,/203/581/22_60.png,,Javi Mier,MC ATA VOL,22,68,Spain,/246/617/22_60.png,,Pedro Díaz,VOL MC MEI,23,71,Spain,/236/492/22_60.png,,Àlex Corredera,MC MD,25,71,Spain,/229/207/22_60.png,,Fran Gámez,LD,29,70,Spain,/243/756/22_60.png,,
a,Alex Pozo,LD MD ME,22,72,Spain,/235/983/22_60.png,,Córdoba,ZAG,26,67,Spain,/262/423/22_60.png,,Fali,ZAG VOL LD,27,75,Spain,/229/628/22_60.png,,N. Tenaglia,LD ZAG,25,75,Argentina,/240/953/22_60.png,,Óscar Sielva,VOL MC,29,73,Spain,/190/199/22_60.png,,E. Ponce,ATA,24,74,Argentina,/220/715/22_60.png,,Domingos Duarte,ZAG,26,78,Portugal,/234/835/22_60.png,,Cristian Herrera,MD ATA ME,30,68,Spain,/204/280/22_60.png,,Ale Díez,LD MD LE,25,69,Spain,/243/988/22_60.png,,Alex Baena,MC MD ATA,19,72,Spain,/257/279/22_60.png,,Sergio,ZAG,29,69,Spain,/221/652/22_60.png,,Javi Castro,ZAG,20,66,Spain,/255/406/22_60.png,,Dani Martín,GOL,22,69,Spain,/241/119/22_60.png,,Merquelanz,ME MD MEI,26,74,Spain,/225/562/22_60.png,,Viti Rozada,MD ME,23,68,Spain,/234/350/22_60.png,,Jordi Calavera,LD LD,25,69,Spain,/229/896/22_60.png,,N. Leiva,ME ATA,24,71,Spain,/221/564/22_60.png,,Lluís López,ZAG VOL,24,70,Spain,/234/032/22_60.png,,
