a,Chelsea,,,,,,,Manchester City,,,,,,,Manchester United,,,,,,,Arsenal,,,,,,,Liverpool,,,,,,,Tottenham,,,,,,,Everton,,,,,,,Leicester,,,,,,,Leeds United,,,,,,,West Ham,,,,,,,Newcastle,,,,,,,Southampton,,,,,,,Aston Villa,,,,,,,Wolves,,,,,,,Crystal Palace,,,,,,,West Bromwich,,,,,,,
a,N. Kanté,VOL MC,31,89,France,/215/914/23_60.png,,K. De Bruyne,MC MEI,31,90,Belgium,/192/985/23_60.png,,Cristiano Ronaldo,ATA,37,87,Portugal,/020/801/23_60.png,,T. Partey,VOL MC,29,84,Ghana,/209/989/23_60.png,,M. Salah,PD,30,90,Egypt,/209/331/23_60.png,,H. Kane,ATA,28,89,England,/202/126/23_60.png,,J. Pickford,GOL,28,82,England,/204/935/23_60.png,,W. Ndidi,VOL MC ZAG,25,83,Nigeria,/226/790/23_60.png,,L. Sinisterra,ME MD,23,80,Colombia,/233/500/23_60.png,,D. Rice,VOL,23,84,England,/234/378/23_60.png,,K. Trippier,LD MD,31,84,England,/186/345/23_60.png,,J. Ward-Prowse,MC,27,81,England,/205/569/23_60.png,,E. Martínez,GOL,29,84,Argentina,/202/811/23_60.png,,Rúben Neves,MC VOL,25,83,Portugal,/224/293/23_60.png,,W. Zaha,PE ATA,29,82,Ivory Coast,/198/717/23_60.png,,J. Wallace,MEI PD,28,75,England,/205/970/23_60.png,,
a,K. Koulibaly,ZAG,31,87,Senegal,/201/024/23_60.png,,Ederson,GOL,28,87,Brazil,/210/257/23_60.png,,Casemiro,VOL,30,89,Brazil,/200/145/23_60.png,,M. Ødegaard,MEI MC,23,84,Norway,/222/665/23_60.png,,V. van Dijk,ZAG,30,89,Netherlands,/203/376/23_60.png,,H. Son,PE ME,29,89,South Korea,/200/104/23_60.png,,I. Gueye,VOL MC,32,82,Senegal,/193/474/23_60.png,,Y. Tielemans,MC VOL,25,84,Belgium,/216/393/23_60.png,,P. Bamford,ATA,28,78,England,/206/534/23_60.png,,Ł. Fabiański,GOL,37,82,Poland,/164/835/23_60.png,,N. Pope,GOL,30,81,England,/203/841/23_60.png,,K. Walker-Peters,LD LE,25,78,England,/227/927/23_60.png,,Diego Carlos,ZAG,29,83,Brazil,/219/693/23_60.png,,Gonçalo Guedes,ATA PE,25,82,Portugal,/224/411/23_60.png,,Guaita,GOL,35,79,Spain,/189/690/23_60.png,,T. Rogić,MC MEI,29,75,Australia,/207/928/23_60.png,,
a,R. Sterling,PE PD ATA,27,83,England,/202/652/23_60.png,,E. Haaland,ATA,21,93,Norway,/239/085/23_60.png,,De Gea,GOL,31,85,Spain,/193/080/23_60.png,,Gabriel Jesus,ATA PD,25,83,Brazil,/230/666/23_60.png,,Alisson,GOL,29,88,Brazil,/212/831/23_60.png,,H. Lloris,GOL,35,87,France,/167/948/23_60.png,,J. Tarkowski,ZAG,29,78,England,/202/695/23_60.png,,J. Vardy,ATA,35,84,England,/208/830/23_60.png,,I. Meslier,GOL,22,77,France,/242/656/23_60.png,,Lucas Paquetá,MEI MC,24,82,Brazil,/233/927/23_60.png,,Bruno Guimarães,MC VOL,24,83,Brazil,/247/851/23_60.png,,D. Ćaleta-Car,ZAG,25,78,Croatia,/225/263/23_60.png,,L. Digne,LE,28,82,France,/200/458/23_60.png,,José Sá,GOL,29,81,Portugal,/212/442/23_60.png,,M. Guéhi,ZAG,21,78,England,/241/159/23_60.png,,O. Yokuşlu,VOL MC ZAG,28,74,Turkey,/205/201/23_60.png,,
a,É. Mendy,GOL,30,86,Senegal,/234/642/23_60.png,,Rúben Dias,ZAG,25,88,Portugal,/239/818/23_60.png,,Bruno Fernandes,MEI MC,27,88,Portugal,/212/198/23_60.png,,A. Ramsdale,GOL,24,83,England,/233/934/23_60.png,,A. Robertson,LE,28,87,Scotland,/216/267/23_60.png,,P. Højbjerg,VOL MC,26,84,Denmark,/213/648/23_60.png,,D. Calvert-Lewin,ATA,25,80,England,/221/479/23_60.png,,J. Maddison,MD MEI,25,83,England,/220/697/23_60.png,,J. Harrison,ME MD,25,77,England,/232/080/23_60.png,,T. Souček,VOL MC,27,81,Czech Republic,/236/792/23_60.png,,A. Saint-Maximin,ME PE,25,81,France,/216/388/23_60.png,,M. Salisu,ZAG,23,77,Ghana,/244/915/23_60.png,,Coutinho,MEI PE MC,30,81,Brazil,/189/242/23_60.png,,R. Jiménez,ATA,31,81,Mexico,/204/838/23_60.png,,E. Eze,MEI MC ME,24,77,England,/235/794/23_60.png,,J. Swift,MEI MC,27,74,England,/211/506/23_60.png,,
a,Thiago Silva,ZAG,37,86,Brazil,/164/240/23_60.png,,João Cancelo,LE LD,28,88,Portugal,/210/514/23_60.png,,R. Varane,ZAG,29,84,France,/201/535/23_60.png,,B. Saka,MD PD,20,82,England,/246/669/23_60.png,,Fabinho,VOL ZAG,28,85,Brazil,/209/499/23_60.png,,I. Perišić,ME LE,33,85,Croatia,/181/458/23_60.png,,C. Coady,ZAG,29,79,England,/202/048/23_60.png,,Ricardo Pereira,LD LD,28,82,Portugal,/210/243/23_60.png,,Rodrigo,MEI ATA,31,77,Spain,/198/329/23_60.png,,A. Areola,GOL,29,81,France,/193/105/23_60.png,,S. Botman,ZAG,22,79,Netherlands,/251/809/23_60.png,,S. Armstrong,MD MC,30,76,Scotland,/202/282/23_60.png,,E. Buendía,MD PD PE,25,80,Argentina,/226/162/23_60.png,,João Moutinho,MC,35,80,Portugal,/162/347/23_60.png,,J. Andersen,ZAG,26,77,Denmark,/224/221/23_60.png,,K. Grant,PE ATA ME,24,73,England,/225/668/23_60.png,,
a,,,,,,,,Bernardo Silva,MEI MC,27,88,Portugal,/218/667/23_60.png,,J. Sancho,PE PD ME,22,82,England,/233/049/23_60.png,,Gabriel,ZAG,24,81,Brazil,/232/580/23_60.png,,Thiago,MC,31,86,Spain,/189/509/23_60.png,,C. Romero,ZAG,24,83,Argentina,/232/488/23_60.png,,A. Doucouré,MC VOL,29,79,Mali,/208/135/23_60.png,,H. Barnes,ME PE,24,80,England,/234/742/23_60.png,,R. Kristensen,LD,24,77,Denmark,/233/301/23_60.png,,G. Scamacca,ATA,23,80,Italy,/226/710/23_60.png,,A. Isak,ATA,22,81,Sweden,/233/731/23_60.png,,C. Adams,ATA,25,76,Scotland,/226/093/23_60.png,,B. Kamara,VOL MC,22,80,France,/236/987/23_60.png,,Nélson Semedo,LD LD,28,79,Portugal,/227/928/23_60.png,,T. Mitchell,LE,22,76,England,/240/947/23_60.png,,D. Furlong,LD LD,26,72,England,/223/877/23_60.png,,
a,Jorginho,MC VOL,30,85,Italy,/205/498/23_60.png,,Rodri,VOL,26,87,Spain,/231/866/23_60.png,,Antony,PD MD,22,83,Brazil,/255/475/23_60.png,,K. Tierney,LE,25,81,Scotland,/226/491/23_60.png,,T. Alexander-Arnold,LD,23,87,England,/231/281/23_60.png,,D. Kulusevski,PD,22,81,Sweden,/247/394/23_60.png,,M. Keane,ZAG,29,78,England,/207/599/23_60.png,,J. Evans,ZAG,34,79,Northern Ireland,/169/588/23_60.png,,Marc Roca,VOL MC,25,76,Spain,/235/945/23_60.png,,K. Zouma,ZAG,27,80,France,/204/311/23_60.png,,M. Dúbravka,GOL,33,80,Slovakia,/220/407/23_60.png,,J. Bednarek,ZAG,26,76,Poland,/220/570/23_60.png,,L. Bailey,PD ME ATA,24,80,Jamaica,/229/906/23_60.png,,Matheus Nunes,MC,23,79,Portugal,/253/124/23_60.png,,J. Schlupp,ME MC,29,76,Ghana,/200/759/23_60.png,,M. Kelly,ZAG LD,32,72,England,/184/037/23_60.png,,
a,P. Aubameyang,ATA,33,81,Gabon,/188/567/23_60.png,,R. Mahrez,PD MD,31,86,Algeria,/204/485/23_60.png,,C. Eriksen,MC VOL MEI,30,83,Denmark,/190/460/23_60.png,,B. White,ZAG LD,24,80,England,/231/936/23_60.png,,Diogo Jota,ATA PE,25,85,Portugal,/224/458/23_60.png,,Richarlison,ATA PE,25,84,Brazil,/231/943/23_60.png,,M. Kean,ATA PE,22,78,Italy,/236/610/23_60.png,,Ç. Söyüncü,ZAG,26,79,Turkey,/232/119/23_60.png,,R. Koch,ZAG VOL,25,76,Germany,/236/532/23_60.png,,J. Bowen,MD,25,80,England,/224/371/23_60.png,,C. Wilson,ATA,30,79,England,/196/978/23_60.png,,M. Elyounoussi,ME MD,27,75,Norway,/203/362/23_60.png,,E. Konsa,ZAG,24,79,England,/227/678/23_60.png,,C. Coady,ZAG,29,79,England,/202/048/23_60.png,,O. Edouard,ATA PE,24,76,France,/233/866/23_60.png,,A. Mowatt,MC VOL,27,72,England,/213/798/23_60.png,,
a,M. Kovačić,MC,28,84,Croatia,/207/410/23_60.png,,A. Laporte,ZAG,28,86,Spain,/212/218/23_60.png,,M. Rashford,ATA PE,24,82,England,/231/677/23_60.png,,W. Saliba,ZAG,21,80,France,/243/715/23_60.png,,J. Matip,ZAG,30,84,Cameroon,/197/061/23_60.png,,Y. Bissouma,VOL MC,25,81,Mali,/236/480/23_60.png,,Y. Mina,ZAG,27,77,Colombia,/220/523/23_60.png,,D. Praet,MEI ATA MC,28,78,Belgium,/199/652/23_60.png,,L. Cooper,ZAG,30,76,Scotland,/189/456/23_60.png,,N. Aguerd,ZAG,26,80,Morocco,/244/749/23_60.png,,F. Schär,ZAG,30,78,Switzerland,/210/047/23_60.png,,J. Aribo,MC MEI,25,75,Nigeria,/231/044/23_60.png,,M. Cash,LD LD,24,79,Poland,/227/174/23_60.png,,Adama Traoré,PD PE ATA,26,78,Spain,/213/956/23_60.png,,C. Doucouré,MC VOL,22,76,Mali,/242/619/23_60.png,,S. Ajayi,ZAG,28,71,Nigeria,/207/952/23_60.png,,
a,R. James,LD LD,22,84,England,/238/074/23_60.png,,K. Walker,LD,32,85,England,/188/377/23_60.png,,L. Martínez,ZAG LE VOL,24,81,Argentina,/239/301/23_60.png,,E. Smith Rowe,ME MEI,21,80,England,/240/273/23_60.png,,L. Díaz,PE ME,25,84,Colombia,/241/084/23_60.png,,G. Lo Celso,MEI ME ATA,26,81,Argentina,/226/226/23_60.png,,B. Godfrey,ZAG LE,24,77,England,/225/793/23_60.png,,T. Castagne,LD LE LD,26,78,Belgium,/222/501/23_60.png,,P. Struijk,ZAG VOL LE,22,76,Netherlands,/239/360/23_60.png,,Pablo Fornals,MEI ME,26,79,Spain,/226/456/23_60.png,,M. Almirón,PD MD,28,78,Paraguay,/230/977/23_60.png,,T. Livramento,LD,19,75,England,/262/118/23_60.png,,D. Ings,ATA,29,79,England,/195/859/23_60.png,,Pedro Neto,PE PD ATA,22,78,Portugal,/238/616/23_60.png,,J. Mateta,ATA,25,76,France,/236/461/23_60.png,,K. Bartley,ZAG,31,71,England,/186/158/23_60.png,,
