a,América de Cali,,,,,,,Atlético Nacional,,,,,,,Deportivo Cali,,,,,,,Junior,,,,,,,I. Medellín,,,,,,,Once Caldas,,,,,,,Millonarios,,,,,,,Santa Fé,,,,,,,La Equidad,,,,,,,Tolima,,,,,,,
a,Iago Falque,ATA ATA,32,76,Spain,wiki/45833.png,,Jarlan Barrera,MEI,27,76,Colombia,wiki/67283.png,,Yony Gonzalez,ATA MEI,28,76,Colombia,wiki/67324.png,,Carlos Bacca,ATA,36,77,Colombia,wiki/40756.png,,Vladimir Hernandez,MEI MC,33,75,Colombia,wiki/40755.png,,Fainer Torijano,ZAG,34,74,Colombia,wiki/45505.png,,Álvaro Montero,GOL,27,75,Colombia,wiki/79763.png,,Leandro Castellanos,GOL,38,74,Colombia,wiki/26406.png,,C. Arboleda,LD MD,36,70,Colombia,/214/483/23_60.png,,Juan Caicedo,ATA,33,75,Colombia,wiki/50403.png,,
a,Adrian Ramos,ATA MEI,36,75,Colombia,wiki/23976.png,,Andres Andrade,MEI MC,33,76,Colombia,wiki/41787.png,,Teofilo Gutierrez,ATA ATA,37,75,Colombia,wiki/31325.png,,Dany Rosero,LD,29,75,Colombia,wiki/75307.png,,Felipe Pardo,PE ATA,32,75,Colombia,wiki/26398.png,,Ayron del Valle,ATA ATA,33,74,Colombia,wiki/24413.png,,Larry Vasquez,MC MD,30,75,Colombia,wiki/67358.png,,Dairon Mosquera,MD LE LE,30,74,Colombia,wiki/64848.png,,S. Motta,MEI MC VOL,38,70,Colombia,/196/151/23_60.png,,Andres Ibarguen,PE ATA,30,75,Colombia,wiki/75937.png,,
a,Luis Paz,MC MD,34,74,Colombia,wiki/45504.png,,Danovis Banguero,MD LE MEI ZAG,32,75,Colombia,wiki/36639.png,,Guillermo Burdisso,ZAG,34,75,Argentina,wiki/38702.png,,Didier Moreno,MC MD,31,75,Colombia,wiki/50969.png,,Victor Moreno,VOL LD,27,74,Colombia,wiki/100644.png,,Diego Valdes,ATA,31,73,Colombia,wiki/50959.png,,David Silva,MEI MC,35,75,Colombia,wiki/50975.png,,Wilson Morelo,ATA,35,74,Colombia,wiki/40802.png,,D. Camacho,MD PD ATA,25,69,Colombia,/238/046/23_60.png,,Sergio Mosquera,ZAG,28,74,Colombia,wiki/67322.jpg,,
a,Cristian Arrieta,MD LD ZAG,26,74,Colombia,wiki/79955.png,,Yerson Candelo,MD LD MEI ZAG,30,75,Colombia,wiki/51019.png,,Ángelo Rodriguez,ATA,33,74,Colombia,wiki/51053_1335600011.jpg,,Yeison Gordillo,MEI VOL,30,75,Colombia,wiki/51006.jpg,,German Gutierrez,MD LE ZAG,32,74,Colombia,wiki/75941.png,,Leyvin Balanta,MD LE ZAG,32,73,Colombia,wiki/58641.png,,Juan Pablo Vargas,ZAG,27,74,Costa Rica,wiki/91161.png,,Andrey Estupiñan,MEI MC,28,73,Colombia,wiki/95475.png,,F. Chaverra,ME,22,69,Colombia,/254/111/23_60.png,,Julian Quiñones,ZAG,32,74,Colombia,wiki/62801.jpg,,
a,Joel Graterol,GOL,25,74,Venezuela,wiki/93145.png,,Jefferson Duque,ATA,35,75,Colombia,wiki/57075.png,,German Mera,ZAG,32,74,Colombia,wiki/51016.jpg,,Sebastian Viera,GOL,39,75,Uruguay,wiki/5239.jpg,,Adrian Arregui,MD MC LD,30,74,Argentina,wiki/74931.jpg,,Juan David Rodriguez,ME VOL,30,72,Colombia,wiki/62553.png,,Stiven Vega,MD MC ZAG,24,74,Colombia,wiki/85598.jpg,,Jose Aja,ZAG,29,72,Uruguay,wiki/75028.png,,P. Lima,VOL MC MEI,31,69,Uruguay,/244/514/23_60.png,,Jeison Angulo,MD LE ZAG,26,74,Colombia,wiki/67202.png,,
a,Marlon Torres,ZAG,26,74,Colombia,wiki/79942.png,,Dorlan Pabon,ATA MEI,34,75,Colombia,wiki/33969.png,,Jorge Marsiglia,LE,23,74,Colombia,wiki/111697.png,,Fernando Uribe,ATA,34,75,Colombia,wiki/41818.png,,Jaen Pineda,MEI MC,25,74,Colombia,wiki/115943.png,,Marlon Piedrahita,MD LD ZAG,37,72,Colombia,wiki/20869.jpg,,Elvis Perlaza,MD MD ZAG,33,74,Colombia,wiki/33964.png,,Carlos Sanchez,MC MD,36,72,Colombia,wiki/21152.png,,P. Sabbag,ATA,25,69,Colombia,/233/078/23_60.png,,Brayan Rovira,MC MD,25,74,Colombia,wiki/85571.png,,
a,Carlos Sierra,ME VOL,31,72,Colombia,wiki/100784.png,,Aldair Quintana,GOL,28,74,Colombia,wiki/87507.png,,Kevin Velasco,MD LE MEI ZAG,25,72,Colombia,wiki/100747.png,,Fredy Hinestroza,MD LE ATA PE ZAG,32,75,Colombia,wiki/63069.png,,Jorge Segura,ZAG,25,74,Colombia,wiki/85704.png,,David Murillo,MD LD LE,29,72,Colombia,wiki/85478.png,,Andres Llinas,ZAG,25,74,Colombia,wiki/85600.png,,Javier Lopez,ZAG,33,72,Colombia,wiki/26489_1276957227.jpg,,A. Correa,LE ME,28,69,Colombia,/214/194/23_60.png,,Juan Rios,MC MD,31,74,Colombia,wiki/85740.png,,
a,John Garcia,ZAG,33,72,Colombia,wiki/79877.jpg,,Emanuel Olivera,ZAG,32,74,Argentina,wiki/45772.png,,Carlos Robles,MC MD,30,72,Colombia,wiki/40789.png,,Nilson Castrillon,MD MC LD,26,74,Colombia,wiki/75985.png,,Andres Ricaurte,MEI MC,31,74,Colombia,wiki/63085.png,,Mauricio Gomez,MD LE MEI ZAG,28,72,Colombia,wiki/67350.jpg,,Diego Herazo,ATA,26,74,Colombia,wiki/85627.png,,Matias Mier,MEI,32,72,Uruguay,wiki/24286.png,,J. Mahecha,VOL MC,34,68,Colombia,/214/151/23_60.png,,Jonathan Marulanda,MD LD ZAG,26,74,Colombia,wiki/95495.png,,
a,Daniel Hernandez,MEI MC,31,72,Colombia,wiki/70673.png,,Sebastian Gomez,MC MD,26,74,Colombia,wiki/95503.png,,Agustin Vuletich,ATA,30,72,Argentina,wiki/54613.png,,Jorge Arias,LE,29,74,Colombia,wiki/61811.png,,Luciano Pons,ATA,32,74,Argentina,wiki/61985.png,,Leonardo Pico,MC MD,31,72,Colombia,wiki/62791.png,,Daniel Ruiz Rivera,PE MEI,21,74,Colombia,wiki/115788.png,,Geisson Perea,ZAG,31,72,Colombia,wiki/94935.png,,W. Ortega,GOL,27,68,Uruguay,/266/217/23_60.png,,Jeison Lucumi,MEI,27,74,Colombia,wiki/72111.png,,
a,Juan Camilo Portilla,MC MEI MD,24,72,Colombia,wiki/100734.png,,Daniel Mantilla,MEI MC,25,74,Colombia,wiki/93831.png,,Christian Mafla,LE ME ZAG,29,72,Colombia,wiki/69219.png,,Omar Albornoz,MD LE MEI ZAG,27,74,Colombia,wiki/75928.png,,Andres Cadavid,ZAG,36,74,Colombia,wiki/50976.jpg,,Guillermo Celis,MC MD,29,72,Colombia,wiki/61432.png,,Omar Bertel,MD LE ZAG,26,72,Colombia,wiki/95559.png,,Jonathan Barboza,MC MEI MD,31,70,Uruguay,wiki/55688.png,,N. Palacios,VOL MC ZAG,30,68,Colombia,/214/509/23_60.png,,William Cuesta,GOL,29,74,Colombia,wiki/85667.png,,
