a,Benfica,,,,,,,Sporting,,,,,,,Porto,,,,,,,Braga,,,,,,,Vitória Guimarães,,,,,,,Boavista,,,,,,,Marítimo,,,,,,,Portimonense,,,,,,,Paços de Ferreira,,,,,,,Famalicão,,,,,,,Gil Vicente,,,,,,,Estoril,,,,,,,Belenenses,,,,,,,Moreirense,,,,,,,Coimbra,,,,,,,Rio Ave,,,,,,,Nacional PT,,,,,,,Santa Clara,,,,,,,
a,Grimaldo,LE LE ME,25,82,Spain,/210/035/22_60.png,,S. Coates,ZAG,30,83,Uruguay,/197/655/22_60.png,,Pepe,ZAG,38,82,Portugal,/120/533/22_60.png,,Matheus,GOL,28,79,Brazil,/208/104/22_60.png,,Rochinha,PE,26,76,Portugal,/222/461/22_60.png,,A. Elis,ATA MD,25,75,Honduras,/236/245/22_60.png,,Paulo Victor,GOL,34,75,Brazil,/193/107/22_60.png,,S. Nakajima,MEI PE PD,26,77,Japan,/232/862/22_60.png,,Stephen Eustáquio,VOL MC,24,76,Canada,/242/380/22_60.png,,Ivo Rodrigues,MD ME LD,26,73,Portugal,/226/877/22_60.png,,Pedrinho,MC MEI,28,75,Portugal,/235/210/22_60.png,,Joãozinho,LE,31,72,Portugal,/204/731/22_60.png,,Pedro Nuno,ATA ME PE,26,72,Portugal,/224/538/22_60.png,,Fábio Pacheco,VOL MC,33,74,Portugal,/184/606/22_60.png,,Agustin Ale,ZAG,27,74,Uruguay,wiki/79986.jpg,,Aderllan Santos,ZAG,33,75,Brazil,wiki/64695.png,,Chico Ramos,MC MD,27,74,Portugal,wiki/78538.png,,Marco Pereira,GOL,34,73,Portugal,/176/630/22_60.png,,
a,Rafa,MD ATA ME,28,82,Portugal,/216/547/22_60.png,,Palhinha,VOL MC,25,82,Portugal,/229/391/22_60.png,,Otávio,MD ME,26,82,Portugal,/210/411/22_60.png,,Ricardo Horta,ATA ATA PE,26,79,Portugal,/213/516/22_60.png,,Quaresma,PD,37,76,Portugal,/020/775/22_60.png,,R. Cannon,LD LD ZAG,23,74,United States,/237/000/22_60.png,,Zainadine,ZAG,33,75,Mozambique,/217/235/22_60.png,,Beto,ATA,23,75,Portugal,/251/892/22_60.png,,Antunes,LE,34,74,Portugal,/178/424/22_60.png,,Adrián Marín,LE LE ME,24,73,Spain,/224/921/22_60.png,,Murilo,MD ME PD,26,75,Brazil,/225/696/22_60.png,,N. Ferraresi,ZAG LD,22,71,Venezuela,/246/388/22_60.png,,Carraça,LD LD,28,71,Portugal,/223/297/22_60.png,,Pablo Santos,ZAG,29,73,Brazil,/239/872/22_60.png,,Ricardo Dias,MD MC ZAG,31,72,Portugal,wiki/44141.png,,Vitor Gomes,MC MEI MD,34,75,Portugal,wiki/32327.png,,Bryan Rochez,ATA,27,74,Honduras,wiki/78771.png,,H. Morita,VOL MC,26,73,Japan,/242/087/22_60.png,,
a,J. Vertonghen,ZAG,34,81,Belgium,/172/871/22_60.png,,Adán,GOL,34,81,Spain,/178/086/22_60.png,,M. Uribe,MC VOL,30,80,Colombia,/214/047/22_60.png,,A. Musrati,VOL MC,25,77,Libya,/252/308/22_60.png,,Bruno Varela,GOL,26,74,Portugal,/219/754/22_60.png,,P. Musa,ATA,23,73,Croatia,/244/797/22_60.png,,Miguel Silva,GOL,26,73,Portugal,/231/545/22_60.png,,Samuel Portugal,GOL,27,73,Brazil,/227/819/22_60.png,,Maracás,ZAG,27,73,Brazil,/251/681/22_60.png,,Pêpê,VOL MC,24,72,Portugal,/239/950/22_60.png,,Samuel Lino,PE ATA PD,21,74,Brazil,/251/445/22_60.png,,João Gamboa,VOL MC,24,71,Portugal,/228/782/22_60.png,,Afonso Sousa,MC PE MEI,21,70,Portugal,/258/698/22_60.png,,Rafael Martins,ATA,32,72,Brazil,/200/984/22_60.png,,Joao Traquina,PE ATA,33,72,Portugal,wiki/74825.png,,Luiz Jhonatan,GOL,31,74,Brazil,wiki/63154.png,,Joao Camacho,PE ATA,27,74,Portugal,wiki/76674.png,,Lincoln,MEI MC,22,73,Brazil,/233/585/22_60.png,,
a,O. Vlachodimos,GOL,27,81,Greece,/211/990/22_60.png,,Pedro Gonçalves,PD PE ATA,23,81,Portugal,/240/950/22_60.png,,M. Taremi,ATA ATA,28,80,Iran,/241/788/22_60.png,,Paulo Oliveira,ZAG,29,77,Portugal,/210/679/22_60.png,,F. Sacko,LD,26,74,Mali,/230/147/22_60.png,,Y. Hamache,LE LE,21,73,France,/257/234/22_60.png,,J. Tagueu,ATA PE,27,72,Cameroon,/225/456/22_60.png,,F. Moufi,LD,25,73,Morocco,/232/296/22_60.png,,N. Gaitán,MEI MC,33,72,Argentina,/184/144/22_60.png,,S. Banza,ATA,24,72,France,/231/652/22_60.png,,João Talocha,LE,31,73,Portugal,/234/935/22_60.png,,Francisco Geraldes,MEI MC,26,71,Portugal,/228/650/22_60.png,,S. Sithole,VOL MC,22,70,South Africa,/257/293/22_60.png,,K. Mirallas,ME MC,33,71,Belgium,/172/175/22_60.png,,Domingues Mika,GOL,31,70,Portugal,wiki/47055.jpg,,Andre Pereira,ATA,27,74,Portugal,wiki/95263.png,,Joao Aurelio,MD MC LD,33,73,Portugal,wiki/39266.jpg,,Allano,PE PD,26,73,Brazil,/229/556/22_60.png,,
a,N. Otamendi,ZAG,33,81,Argentina,/192/366/22_60.png,,Pablo Sarabia,PD MEI PE,29,81,Spain,/198/950/22_60.png,,A. Marchesín,GOL,33,80,Argentina,/201/095/22_60.png,,Sequeira,LE ZAG,30,77,Portugal,/217/546/22_60.png,,André André,MC VOL,31,74,Portugal,/199/626/22_60.png,,Javi García,ZAG VOL MC,34,72,Spain,/161/754/22_60.png,,I. Rossi,VOL MC,27,71,Argentina,/223/495/22_60.png,,Willyan,ZAG VOL,26,72,Brazil,/251/901/22_60.png,,Jordi,GOL,27,72,Brazil,/212/406/22_60.png,,Iván Jaime,MEI ATA PE,20,72,Spain,/246/070/22_60.png,,Fran Navarro,ATA,23,73,Spain,/247/138/22_60.png,,Jordi Mboula,MD PD ME,22,71,Spain,/239/441/22_60.png,,Licá,MD ATA ME,32,70,Portugal,/184/031/22_60.png,,Mateus Pasinato,GOL,29,71,Brazil,/251/503/22_60.png,,Joao Diogo,MD MC PD ZAG,34,70,Portugal,wiki/55519.png,,Gelson Dala,ATA ATA,25,74,Angola,wiki/86982.png,,Andre Sousa,LE ME ZAG,24,72,Portugal,wiki/89733.png,,M. Villanueva,ZAG,28,72,Venezuela,/233/329/22_60.png,,
a,João Mário,MC,28,79,Portugal,/212/814/22_60.png,,Pedro Porro,LD MD,21,80,Spain,/243/576/22_60.png,,Sérgio Oliveira,MC,29,80,Portugal,/198/031/22_60.png,,Iuri Medeiros,ATA PD MD,26,76,Portugal,/212/230/22_60.png,,Rúben Lameiras,PD,26,73,Portugal,/225/363/22_60.png,,C. Awaziem,ZAG,24,72,Nigeria,/232/693/22_60.png,,André Vidigal,ME MD,22,70,Portugal,/243/401/22_60.png,,Pedro Sá,VOL MC,27,72,Portugal,/238/856/22_60.png,,Nuno Santos,MC,22,72,Portugal,/251/438/22_60.png,,João Teixeira,MEI MC PD,28,71,Portugal,/210/377/22_60.png,,Zé Carlos,LD,22,72,Portugal,/258/786/22_60.png,,Romário Baró,MEI PD,21,71,Portugal,/252/038/22_60.png,,Yohan Tavares,ZAG,33,69,Portugal,/199/051/22_60.png,,Artur Jorge,ZAG,26,70,Portugal,/236/505/22_60.png,,Silva Reko,MC MD,26,70,Portugal,wiki/102123.png,,Idrissi Oudrhiri,MEI MC,29,72,France,wiki/59274.jpg,,Julio Cesar,ZAG,27,72,Brazil,wiki/77849.png,,Mansur,LE,28,71,Brazil,/215/496/22_60.png,,
a,J. Weigl,MC VOL,25,79,Germany,/222/028/22_60.png,,Nuno Mendes,LE LE,19,80,Portugal,/252/145/22_60.png,,C. Mbemba,ZAG,26,79,Democratic Republic Congo,/210/897/22_60.png,,Vítor Tormena,ZAG,25,75,Brazil,/246/098/22_60.png,,Ó. Estupiñán,ATA,24,73,Colombia,/228/761/22_60.png,,Bracali,GOL,40,71,Brazil,/178/571/22_60.png,,Bruno Xadas,MEI MC,23,70,Portugal,/237/670/22_60.png,,Carlinhos,MC MEI,27,71,Brazil,/209/828/22_60.png,,Fernando Fonseca,LD,24,71,Portugal,/238/507/22_60.png,,Gustavo Assunção,VOL MC,21,71,Brazil,/248/386/22_60.png,,K. Fujimoto,MC PD MEI,22,72,Japan,/257/899/22_60.png,,L. Ruiz,ATA,25,70,Colombia,/231/868/22_60.png,,Abel Camará,ATA MD,31,69,Guinea Bissau,/208/005/22_60.png,,L. Rosić,ZAG,28,70,Serbia,/235/002/22_60.png,,Hugo Seco,PE ATA,34,70,Portugal,wiki/76722.png,,Pedro Amaral,MD LE ZAG,24,72,Portugal,wiki/90850.png,,Joao Witi,MD LE MEI ZAG,25,72,Mozambique,wiki/79266.jpg,,João Afonso,ZAG,31,70,Portugal,/223/818/22_60.png,,
a,Everton,ME MD,25,79,Brazil,/222/716/22_60.png,,Matheus Nunes,MC,22,79,Portugal,/253/124/22_60.png,,Vitinha,MC MEI,21,78,Portugal,/255/253/22_60.png,,Bruno Viana,ZAG,26,75,Brazil,/234/226/22_60.png,,Rafa Soares,LE,26,72,Portugal,/218/936/22_60.png,,Filipe Ferreira,LE,30,70,Portugal,/215/665/22_60.png,,Cláudio Winck,LD,27,70,Brazil,/216/580/22_60.png,,A. Sapara,PE PD,26,70,Nigeria,/267/455/22_60.png,,Marco Baixinho,ZAG,31,71,Portugal,/229/496/22_60.png,,H. De La Fuente,LD,24,71,Argentina,/241/696/22_60.png,,Ž. Frelih,GOL,23,71,Slovenia,/261/499/22_60.png,,Xavier,PE PD,28,70,Portugal,/226/278/22_60.png,,Y. Baraye,PD PE ME,29,69,Senegal,/220/152/22_60.png,,Paulinho,LD LD,29,70,Portugal,/211/014/22_60.png,,Sodiq Fatai,PE MEI,26,70,Nigeria,wiki/85477.png,,Monteiro Ukra,PE ATA,34,72,Portugal,wiki/37401.jpg,,Rui Correia,ZAG,31,72,Portugal,wiki/76659.png,,Rui Costa,ATA PD,25,69,Portugal,/239/922/22_60.png,,
a,D. Núñez,ATA PE,22,79,Uruguay,/253/072/22_60.png,,Paulinho,ATA,28,79,Portugal,/216/531/22_60.png,,Galeno,ME,23,78,Brazil,/239/482/22_60.png,,Diogo Leite,ZAG,22,74,Portugal,/234/575/22_60.png,,Jorge Fernandes,ZAG,24,71,Portugal,/242/359/22_60.png,,A. Beiranvand,GOL,28,70,Iran,/241/790/22_60.png,,Vítor Costa,LE,27,70,Brazil,/232/388/22_60.png,,Luquinha,MEI MC,20,70,Brazil,/251/990/22_60.png,,Luíz Carlos,MC VOL,35,71,Brazil,/148/403/22_60.png,,Rúben Lima,LE LE ZAG,31,71,Portugal,/192/156/22_60.png,,Lucas Cunha,ZAG,24,70,Brazil,/241/829/22_60.png,,André Franco,MEI PD MC,23,70,Portugal,/262/414/22_60.png,,T. Phete,VOL ZAG MC,27,69,South Africa,/231/688/22_60.png,,Walterson,PE MD,26,69,Brazil,/236/630/22_60.png,,Mauro Caballero,ATA,27,70,Paraguay,wiki/50943.png,,Fabrice Olinga,ATA MEI,26,72,Cameroon,wiki/59003.png,,Silva Vagner,GOL,36,72,Brazil,wiki/53853.png,,Ó. Barreto,PD MD PE,28,68,Colombia,/222/358/22_60.png,,
a,Lucas Veríssimo,ZAG,25,79,Brazil,/235/688/22_60.png,,Gonçalo Inácio,ZAG,19,78,Portugal,/257/179/22_60.png,,Pepê,ME MD,24,77,Brazil,/238/896/22_60.png,,Castro,MC VOL,33,73,Portugal,/184/133/22_60.png,,T. Borevković,ZAG,24,71,Croatia,/244/377/22_60.png,,Ricardo Mangas,LE,23,70,Portugal,/240/020/22_60.png,,R. Guitane,MD MEI MC,22,70,France,/235/955/22_60.png,,Pedrão,ZAG,24,69,Brazil,/258/356/22_60.png,,Hélder Ferreira,PD PE,24,70,Portugal,/239/446/22_60.png,,Luiz Júnior,GOL,20,70,Brazil,/258/885/22_60.png,,Rúben Fernandes,ZAG,35,69,Portugal,/018/115/22_60.png,,Patrick William,ZAG,24,70,Brazil,/252/150/22_60.png,,Sandro,VOL MC,32,69,Brazil,/190/782/22_60.png,,I. Camará,VOL MC,22,69,Guinea,/247/288/22_60.png,,Joao Mario,ATA MEI,28,70,Guiné-Bissau,wiki/62242.png,,Hugo Gomes,ZAG,27,71,Brazil,wiki/82378.png,,Antonio Filipe,GOL,37,71,Portugal,wiki/39223.jpg,,A. Chindriș,ZAG,22,68,Romania,/248/004/22_60.png,,
