a,I. Del Valle,,,,,,,LDU,,,,,,,Emelec,,,,,,,Barcelona-EQU,,,,,,,Guayaquil City,,,,,,,U. Católica del Ecuador,,,,,,,El Nacional,,,,,,,Deportivo Cuenca,,,,,,,Caracas,,,,,,,Deportivo Táchira,,,,,,,La Guaira,,,,,,,Estudiantes de Mérida,,,,,,,Metropolitanos de Caracas,,,,,,,Monagas,,,,,,,Zamora,,,,,,,
a,Junior Sornoza,MEI,28,77,Ecuador,wiki/52850.png,,Adrian Gabbarini,GOL,36,74,Argentina,wiki/33293.png,,Bruno Pitton,MD LE LE,29,75,Argentina,wiki/85563.png,,Damian Diaz,MEI,36,77,Ecuador,wiki/24155.png,,Horacio Salaberry,ZAG,35,74,Uruguay,wiki/87338.png,,Cristian Martinez Borja,ATA MEI,34,74,Colombia,wiki/45638.png,,Ronal de Jesus,VOL ZAG,36,70,Ecuador,wiki/26182.png,,Pedro Larrea,MC MD,36,75,Ecuador,wiki/17860.png,,Alain Baroja,GOL,32,72,Venezuela,wiki/58455.png,,R. Hernández,MD,27,69,Venezuela,/253/895/22_60.png,,A. Flores,VOL MC,30,70,Venezuela,/233/532/22_60.png,,Á. Peña,MD ME MEI,31,69,Venezuela,/193/485/22_60.png,,C. Larotonda,VOL MC,22,68,Venezuela,/253/816/22_60.png,,Grenddy Perozo,ZAG,36,70,Venezuela,wiki/37541.png,,Jonathan España,ZAG,33,72,Venezuela,wiki/61904.png,,
a,Fernando Gaibor,MC MEI MD,30,75,Ecuador,wiki/47973.png,,Luis Caicedo,VOL LD,30,74,Ecuador,wiki/54775.jpg,,Jefferson Orejuela,MC MD,29,75,Ecuador,wiki/66304.png,,Carlos Rodriguez,ZAG,32,74,Uruguay,wiki/42322.png,,Matias Oyola,MC MD,39,72,Ecuador,wiki/7104.png,,Facundo Martinez,MEI,37,72,Ecuador,wiki/30533_1348090697.jpg,,Andres Mendoza,VOL ZAG,32,69,Ecuador,wiki/65615.png,,Hamilton Piedra,GOL,29,74,Ecuador,wiki/66337.png,,Carlos Rivero,ZAG,29,72,Venezuela,wiki/55353.jpg,,M. Cova,MEI MC,28,68,Venezuela,/261/648/22_60.png,,E. Rivas,ATA,19,67,Venezuela,/253/732/22_60.png,,A. Araque,GOL,25,68,Venezuela,/252/123/22_60.png,,J. Acevedo,ATA,23,68,Venezuela,/253/929/22_60.png,,Oscar Gonzalez,MD LE ZAG,30,70,Venezuela,wiki/100053.png,,Luis Carlos Rojas,GOL,34,70,Venezuela,wiki/61917.jpg,,
a,Lorenzo Faravelli,MEI MC,29,75,Argentina,wiki/50801.png,,Moises Corozo,VOL LD,29,74,Ecuador,wiki/95418.png,,Jose Cevallos,MEI MC,27,75,Ecuador,wiki/48796.png,,Leonel Quiñonez,MD LE ZAG,28,74,Ecuador,wiki/26164.png,,Renato Cesar,ATA MEI,28,72,Uruguay,wiki/50716.png,,Jose Carabali,MEI MC,25,72,Ecuador,wiki/missing_player.jpg,,Henry Canga,VOL ZAG,35,68,Ecuador,wiki/missing_player.jpg,,Manuel Balda,MEI MC,30,72,Ecuador,wiki/79339.png,,Javier Maldonado,ZAG,28,70,Venezuela,wiki/97798.png,,A. Uribe,ATA,30,68,Venezuela,/246/751/22_60.png,,C. Olses,GOL,20,66,Venezuela,/247/736/22_60.png,,J. Gómez,MEI MD ME,36,68,Venezuela,/205/205/22_60.png,,I. Antón,ATA ATA,32,67,Venezuela,/253/913/22_60.png,,Edwin Peraza,LD,29,69,Venezuela,wiki/58758.png,,Layneker Zafra,LE,36,70,Venezuela,wiki/31233.jpg,,
a,Beder Caicedo,MD LE ZAG,30,74,Ecuador,wiki/40743.png,,Franklin Guerra,MD MC ZAG,30,74,Ecuador,wiki/54825_1338296328.jpg,,Mauro Quiroga,ATA,32,75,Argentina,wiki/45878.png,,Bruno Piñatares,MC MD,31,74,Uruguay,wiki/77844.png,,Jean Humanante,MC MD,26,70,Ecuador,wiki/missing_player.jpg,,Andersson Ordoñez,VOL ZAG,28,72,Ecuador,wiki/66286.jpg,,Esteban Davila,MEI,26,68,Ecuador,wiki/missing_player.jpg,,Raul Becerra,ATA,34,72,Argentina,wiki/69334.jpg,,Rubert Quijada,LE,33,70,Venezuela,wiki/58540.jpg,,R. Garcés,MC VOL,28,68,Venezuela,/260/332/22_60.png,,F. La Mantía,ZAG VOL,25,66,Venezuela,/259/847/22_60.png,,J. Meza,MEI MC MD,35,66,Venezuela,/204/666/22_60.png,,J. Vargas,LD MD,26,66,Venezuela,/237/534/22_60.png,,Anthony Blondell,ATA,28,69,Venezuela,wiki/79871.png,,Gustavo Rojas,ME,40,70,Venezuela,wiki/61854.jpg,,
a,Cristian Pellerano,MC MD,40,74,Argentina,wiki/18559.png,,Luis Ayala,LE ME ZAG,28,74,Ecuador,wiki/63809.png,,Romario Caicedo,MD MC PD ZAG,32,74,Ecuador,wiki/100482.png,,Pedro Velasco,MD LD ZAG,28,74,Ecuador,wiki/48736.png,,Jorge Ordoñez,MC MD,26,70,Ecuador,wiki/missing_player.jpg,,Yuber Mosquera,LE,37,71,Colombia,wiki/61735.png,,Ronie Carrillo,ATA ATA,25,68,Ecuador,wiki/missing_player.jpg,,Efren Mera,MEI MC,36,71,Ecuador,wiki/54820_1334496286.jpg,,Beycker Velasquez,GOL,25,70,Venezuela,wiki/72784.png,,E. Farías,ATA,33,67,Venezuela,/228/735/22_60.png,,J. Ramos,ZAG,24,65,Panama,/266/387/22_60.png,,C. Flores,ME MEI MC,33,66,Venezuela,/253/045/22_60.png,,G. Schiavone,GOL,28,66,Venezuela,/253/842/22_60.png,,Johan Arrieche,ATA,31,69,Venezuela,wiki/61515.jpg,,Erickson Gallardo,MEI MD,24,70,Venezuela,wiki/101456.png,,
a,Pedro Perlaza,MD LD ZAG,31,74,Ecuador,wiki/100039.png,,Jose Quintero,MD MC PD LE,32,74,Ecuador,wiki/96318.png,,Alexis Zapata,MEI,27,74,Colombia,wiki/67326.png,,Javier Burrai,GOL,31,74,Argentina,wiki/84482.png,,Gabriel Marques,MD MC ZAG,34,70,Brazil,wiki/44254.png,,Gustavo Cortez,MD MC PE ZAG,24,70,Ecuador,wiki/96365.png,,Jairo Padilla,ATA ATA,31,67,Ecuador,wiki/100059.png,,Luis Chicaiza,MEI,30,70,Ecuador,wiki/96567.png,,Eduardo Fereira,LD ZAG,21,70,Venezuela,wiki/99140.png,,R. Arace,ATA ME MD,26,67,Venezuela,/252/996/22_60.png,,Y. Cumaná,LE ME MC,25,65,Venezuela,/259/850/22_60.png,,Ricardo Martins,MC VOL,31,65,Portugal,/188/842/22_60.png,,C. Ortiz,ATA,34,66,Venezuela,/245/740/22_60.png,,Ruben Ramirez,ZAG,26,68,Venezuela,wiki/99799.png,,Mayker Gonzalez,LE,34,69,Venezuela,wiki/61921.png,,
a,Moises Ramirez,GOL,21,74,Ecuador,wiki/100022.png,,Matias Zunino,MD LD MEI ZAG,32,74,Uruguay,wiki/50609.png,,Pedro Ortiz,GOL,32,74,Ecuador,wiki/93087.png,,Gabriel Cortez,MEI MC,26,74,Ecuador,wiki/66299.png,,Alan Aguirre,MD LD LD,28,70,Argentina,wiki/64926.png,,Kevin Minda,LD,23,70,Ecuador,wiki/missing_player.jpg,,Leodan Chala,GOL,24,65,Ecuador,wiki/missing_player.jpg,,Marco Montaño,MD MC LD,29,70,Ecuador,wiki/missing_player.jpg,,Carlos Suarez,MC MD,30,70,Venezuela,wiki/62176.jpg,,C. Varela,GOL,21,66,Venezuela,/253/791/22_60.png,,C. Flores,GOL,30,65,Venezuela,/253/838/22_60.png,,J. Hidalgo,MD PD ME,20,65,Venezuela,/256/177/22_60.png,,L. Bolívar,LD LE,31,66,Venezuela,/253/879/22_60.png,,Luis Guerra,MEI,25,68,Venezuela,wiki/97803.png,,Ever Espinoza,ATA,37,69,Venezuela,wiki/31200.jpg,,
a,Richard Schunke,ZAG,30,74,Argentina,wiki/94849.png,,Andres Lopez,MD MC MEI ZAG,29,74,Ecuador,wiki/48988.png,,Sebastian Rodriguez,MEI MC,29,74,Uruguay,wiki/48251.png,,Erick Castillo,MD LD MEI ZAG,27,74,Ecuador,wiki/93593.png,,Kevin Sambonino,MC MD,22,70,Ecuador,wiki/112004.png,,Gregori Anangono,MD MC PD ZAG,24,70,Ecuador,wiki/missing_player.jpg,,Renny Cabezas,ATA MEI,24,62,Ecuador,wiki/missing_player.jpg,,Lucas Mancinelli,LD MC ZAG,32,70,Argentina,wiki/52851.png,,Daniel Rivillo,MD LD ZAG,25,69,Venezuela,wiki/95733.png,,G. Benítez,LE ZAG,27,66,Venezuela,/266/356/22_60.png,,J. Aramburu,LD LD ZAG,18,65,Venezuela,/259/848/22_60.png,,M. Guaramato,LD ZAG,27,65,Venezuela,/254/672/22_60.png,,A. Ferro,ZAG,20,66,Venezuela,/253/796/22_60.png,,Jon Quintana,MEI,28,67,Venezuela,wiki/missing_player.jpg,,Antonio Romero,ATA MEI,25,68,Venezuela,wiki/92831.png,,
a,Luis Segovia,LE,24,74,Ecuador,wiki/93459.png,,Adolfo Muñoz,ATA ATA,24,74,Ecuador,wiki/95065.png,,Bryan Carabali,MD LD ZAG,24,72,Ecuador,wiki/66222.png,,Carlos Garces,ATA,32,74,Ecuador,wiki/54752.png,,Osbaldo Lastra,VOL ZAG,37,69,Ecuador,wiki/66224.png,,Lisandro Alzugaray,MEI,32,70,Argentina,wiki/99713.png,,David Cabezas,GOL,27,59,Ecuador,wiki/missing_player.jpg,,Muriel Orlando,ATA,33,70,Argentina,wiki/45777.png,,Edson Castillo,MC,28,69,Venezuela,wiki/61828.png,,E. Tortolero,MEI PD ATA,23,65,Venezuela,/253/579/22_60.png,,S. Unrein,ATA,30,64,Argentina,/267/910/22_60.png,,A. Araque,ATA,32,64,Venezuela,/255/067/22_60.png,,W. Araujo,MEI MC,25,66,Paraguay,/253/777/22_60.png,,Gerald Sotillo,ATA,27,67,Venezuela,wiki/87056.jpg,,Luis Vargas,MC MD,34,67,Venezuela,wiki/61913.jpg,,
a,Jonatan Bauman,ATA,31,74,Argentina,wiki/43315.png,,Joao Ortiz,MC MD,26,72,Ecuador,wiki/missing_player.jpg,,Ángel Gracia,MD LE ZAG,33,72,Ecuador,wiki/100063.png,,Gonzalo Mastriani,ATA,29,74,Uruguay,wiki/52131.png,,Miguel Parrales,ATA,26,69,Ecuador,wiki/66305.jpg,,Andres Oña,MC,29,70,Ecuador,wiki/48931_1298363683.jpg,,Ronaldo Oñate,ZAG,26,59,Ecuador,wiki/missing_player.jpg,,Lucas Colitto,PE ATA,28,69,Argentina,wiki/76703.jpg,,Diego Osio,ZAG,25,68,Venezuela,wiki/113951.png,,Y. Chacón,MD PD ME,18,65,Venezuela,/260/050/22_60.png,,H. García,ME PE MD,24,64,Venezuela,/246/737/22_60.png,,E. Penilla,ZAG,25,64,Venezuela,/256/089/22_60.png,,N. Ruíz,PD ATA,23,66,Venezuela,/255/261/22_60.png,,Azmahar Ariano,ZAG,31,65,Panamá,wiki/58209.jpg,,Omar Mancilla,ZAG,27,65,Colombia,wiki/62937.png,,
