a,Genk,,,,,,,Brugge,,,,,,,Standard Liege,,,,,,,Anderlecht,,,,,,,Gent,,,,,,,Royal Antwerp,,,,,,,Mechelen,,,,,,,Royal Charleroi S.C.,,,,,,,
a,P. Onuachu,ATA,28,78,Nigeria,/212/382/23_60.png,,S. Mignolet,GOL,34,81,Belgium,/173/426/23_60.png,,P. Zinckernagel,MEI PE MC,27,74,Denmark,/215/443/23_60.png,,J. Vertonghen,ZAG,35,81,Belgium,/172/871/23_60.png,,T. Tissoudali,ATA ATA,29,76,Morocco,/233/483/23_60.png,,T. Alderweireld,ZAG,33,82,Belgium,/184/087/23_60.png,,N. Storm,ME PE,27,74,Belgium,/212/205/23_60.png,,H. Koffi,GOL,25,74,Burkina Faso,/239/342/23_60.png,,
a,B. Heynen,MC VOL,25,75,Belgium,/229/659/23_60.png,,H. Vanaken,MC MEI,29,80,Belgium,/200/155/23_60.png,,S. Amallah,MEI MC PE,25,73,Morocco,/229/010/23_60.png,,W. Hoedt,ZAG,28,76,Netherlands,/216/774/23_60.png,,V. Odjidja-Ofoe,MC MEI,33,75,Belgium,/175/895/23_60.png,,J. Butez,GOL,27,77,France,/225/149/23_60.png,,R. Schoofs,MC VOL MEI,28,73,Belgium,/205/369/23_60.png,,R. Morioka,MC MEI,31,74,Japan,/232/294/23_60.png,,
a,D. Muñoz,LD ZAG VOL,26,75,Colombia,/237/646/23_60.png,,Clinton Mata,LD ZAG,29,79,Angola,/208/364/23_60.png,,N. Dussenne,ZAG,30,72,Belgium,/201/841/23_60.png,,H. Van Crombrugge,GOL,29,76,Belgium,/204/308/23_60.png,,M. Ngadeu,ZAG,31,75,Cameroon,/236/690/23_60.png,,R. Nainggolan,MC MEI VOL,34,76,Belgium,/178/518/23_60.png,,B. Verstraete,VOL MC,28,73,Belgium,/210/831/23_60.png,,J. Kayembe,LE LE ME,27,74,Belgium,/222/875/23_60.png,,
a,P. Hrošovský,MC,30,74,Slovakia,/244/791/23_60.png,,N. Lang,PE PD ATA,23,78,Netherlands,/239/380/23_60.png,,K. Laifis,ZAG,29,72,Cyprus,/234/774/23_60.png,,L. Refaelov,ME ATA,36,75,Israel,/164/878/23_60.png,,J. De Sart,MC VOL,27,75,Belgium,/217/287/23_60.png,,M. Frey,ATA,27,75,Switzerland,/208/159/23_60.png,,K. Mrabti,MEI MD ATA,28,72,Sweden,/227/689/23_60.png,,M. Ilaimaharitra,VOL MC,26,73,Madagascar,/220/782/23_60.png,,
a,M. Trésor,MEI PE,23,74,Belgium,/253/150/23_60.png,,M. Rits,VOL MC,28,78,Belgium,/191/627/23_60.png,,M. Cafaro,ME MD MC,25,72,France,/231/236/23_60.png,,A. Diawara,VOL MC,24,74,Guinea,/230/613/23_60.png,,A. Castro-Montes,MD ME LD,25,74,Belgium,/233/965/23_60.png,,R. De Laet,LD ZAG LE,33,74,Belgium,/175/932/23_60.png,,J. Vanlerberghe,ZAG VOL MC,26,70,Belgium,/212/121/23_60.png,,A. Gholizadeh,MD MEI ME,26,73,Iran,/243/551/23_60.png,,
a,C. Cuesta,ZAG,23,72,Colombia,/233/841/23_60.png,,D. Boyata,ZAG,31,76,Belgium,/197/837/23_60.png,,G. Cimirot,VOL MC,29,71,Bosnia,/230/850/23_60.png,,Y. Verschaeren,MD MEI MC,20,73,Belgium,/246/419/23_60.png,,J. Hauge,ME MD MEI,22,74,Norway,/233/848/23_60.png,,B. Engels,ZAG,27,74,Belgium,/210/828/23_60.png,,G. Hairemans,MD MEI MC,30,70,Belgium,/195/065/23_60.png,,A. Zorgane,MC VOL,22,72,Algeria,/262/925/23_60.png,,
a,G. Arteaga,LE,23,72,Mexico,/236/537/23_60.png,,B. Mechele,ZAG,29,76,Belgium,/212/204/23_60.png,,S. Alzate,MC VOL,23,71,Colombia,/236/529/23_60.png,,M. Murillo,LD LD MD,26,73,Panama,/237/841/23_60.png,,D. Roef,GOL,28,73,Belgium,/204/549/23_60.png,,M. Balikwisha,PE MEI ATA,21,73,Belgium,/257/208/23_60.png,,S. Walsh,LD LD,27,69,Netherlands,/205/618/23_60.png,,J. Van Cleemput,ZAG LD LD,25,70,Belgium,/229/648/23_60.png,,
a,M. Samatta,ATA,29,72,Tanzania,/218/066/23_60.png,,R. Yaremchuk,ATA,26,76,Ukraine,/240/702/23_60.png,,A. Bodart,GOL,24,71,Belgium,/237/525/23_60.png,,K. Olsson,MC VOL,27,73,Sweden,/206/114/23_60.png,,J. Torunarigha,ZAG LE,24,73,Germany,/236/947/23_60.png,,V. Janssen,ATA,28,73,Netherlands,/226/537/23_60.png,,G. Coucke,GOL,23,69,Belgium,/234/903/23_60.png,,I. Mbenza,MD ME ATA,26,69,Belgium,/227/667/23_60.png,,
a,M. McKenzie,ZAG,23,71,United States,/242/195/23_60.png,,A. Skov Olsen,MD MEI PD,22,76,Denmark,/240/017/23_60.png,,M. Bokadi,ZAG VOL,26,70,Democratic Republic Congo,/237/554/23_60.png,,H. Delcroix,ZAG,23,72,Belgium,/237/440/23_60.png,,S. Kums,MC VOL MEI,34,73,Belgium,/176/009/23_60.png,,B. Verstraete,VOL MC,28,73,Belgium,/210/831/23_60.png,,D. Wouters,VOL ZAG MC,25,69,Belgium,/228/699/23_60.png,,J. Bager,ZAG,25,69,Denmark,/222/328/23_60.png,,
a,M. Vandevoordt,GOL,20,71,Belgium,/242/879/23_60.png,,C. Nielsen,MC VOL,28,76,Denmark,/210/739/23_60.png,,S. Perica,ATA,26,70,Croatia,/219/469/23_60.png,,B. Raman,ATA MD ME,27,72,Belgium,/200/429/23_60.png,,J. Okumu,ZAG,25,73,Kenya,/253/073/23_60.png,,V. Fischer,PE MEI,28,72,Denmark,/203/965/23_60.png,,D. Lavalée,ZAG VOL MC,25,69,Belgium,/236/712/23_60.png,,N. Benbouali,ATA,22,68,Algeria,/270/825/23_60.png,,
