a,Al Hilal,,,,,,,Al Nassr,,,,,,,Al Ahli,,,,,,,Al Ittihad,,,,,,,Al Shabab,,,,,,,Al Duhail,,,,,,,Al Sadd,,,,,,,Al Rayyan,,,,,,,Al Jazira,,,,,,,Al Wahda,,,,,,,Al Ain-EAU,,,,,,,Persepolis,,,,,,,
a,A. Carrillo,PD MC,31,78,Peru,/203/299/23_60.png,,Anderson Talisca,ATA ATA MEI,28,82,Brazil,/212/523/23_60.png,,Carlos Eduardo,MEI ME,31,76,Brazil,/192/708/22_60.png,,Romarinho,ATA MEI ME,31,78,Brazil,/209/440/23_60.png,,É. Banega,MC VOL MEI,34,81,Argentina,/178/562/23_60.png,,Ruben Semedo,ZAG,28,78,Portugal,wiki/69701.png,,Santi Cazorla,MEI MC,37,80,Spain,wiki/3017.png,,Steven Nzonzi,MC MD,33,79,France,wiki/35478.png,,Adel Taarabt,MEI MC,33,79,Morocco,wiki/19408.png,,Loureiro Allan,MC MD,31,81,Brazil,wiki/43684.png,,Jason Denayer,ZAG,27,81,Belgium,wiki/74710.png,,Cheick Diabate,ATA,34,76,Mali,wiki/34579.png,,
a,O. Ighalo,ATA,33,78,Nigeria,/185/195/23_60.png,,D. Ospina,GOL,33,80,Colombia,/176/550/23_60.png,,O. Al Somah,ATA,32,76,Syria,/223/627/22_60.png,,Igor Coronado,MEI ATA ME,29,77,Brazil,/202/599/23_60.png,,G. Krychowiak,VOL MC,32,78,Poland,/197/242/23_60.png,,Edmilson Junior,MEI MC,28,77,Brazil,wiki/64521.jpg,,Torres Guilherme,MC MD,31,78,Brazil,wiki/51167.png,,Yohan Boli,ATA,28,76,France,wiki/81598.png,,Abdoulay Diaby,ATA ATA,31,78,Mali,wiki/46142.png,,Luis Pizzi,MEI MC,33,80,Portugal,wiki/43144.png,,Andriy Yarmolenko,PE ATA,32,79,Ukraine,wiki/34848.png,,Alireza Beiranvand,GOL,30,75,Iran,wiki/96188.png,,
a,M. Marega,ATA PD,31,77,Mali,/227/536/23_60.png,,G. Martínez,MD MEI ME,29,76,Argentina,/226/377/23_60.png,,E. Alioski,LE ME,29,73,North Macedonia,/206/006/22_60.png,,A. Hegazi,ZAG,31,76,Egypt,/210/648/23_60.png,,A. Boupendza,PE ATA PD,25,76,Gabon,/239/910/23_60.png,,Ferjani Sassi,MC MD,30,76,Tunisia,wiki/55635.png,,Andre Ayew,ATA MEI,32,78,Ghana,wiki/29712.png,,Sergio Vittor,VOL ZAG,33,75,Argentina,wiki/37445.png,,Florin Tanase,PE ATA,27,77,Romania,wiki/74328.png,,Adrien Silva,MC MD,33,78,Portugal,wiki/29087.png,,Bogdan Planic,ZAG,30,76,Serbia,wiki/59186.png,,Jurgen Locadia,ATA MEI,28,75,Netherlands,wiki/53488.png,,
a,S. Al Dawsari,PE PD,30,77,South Arabia,/210/602/23_60.png,,G. Konan,LE LE,26,76,Ivory Coast,/235/634/23_60.png,,A. Ndao,MD PD,24,72,Senegal,/257/821/22_60.png,,A. Hamdallah,ATA,31,76,Morocco,/213/761/23_60.png,,C. Guanca,MEI PD ATA,29,75,Argentina,/227/785/23_60.png,,Tae-Hee Nam,PE MEI,31,75,South Korea,wiki/42478.jpg,,Akram Afif,PE MEI,25,77,Qatar,wiki/83634.png,,Kara Mbodji,VOL ZAG,32,75,Senegal,wiki/45185.png,,Filip Novak,MD LE ZAG,32,76,Czech Republic,wiki/52987.png,,Fabio Martins,PE ATA,29,77,Portugal,wiki/58904.png,,Omar Khribin,ATA ATA,28,76,Syria,wiki/93962.png,,Mehdi Torabi,MEI,28,74,Iran,wiki/96933.png,,
a,G. Cuéllar,VOL,29,76,Colombia,/214/009/23_60.png,,Luiz Gustavo,VOL MC,34,75,Brazil,/185/221/23_60.png,,F. Bradarić,VOL MC,29,71,Croatia,/241/670/22_60.png,,T. Hamed,VOL MC,33,75,Egypt,/222/134/23_60.png,,Carlos Júnior,PD ATA,26,75,Brazil,/219/686/23_60.png,,Michael Olunga,ATA,28,74,Kenya,wiki/85568.png,,Baghdad Bounedjah,ATA,30,77,Algeria,wiki/70226.jpg,,Giannis Fetfatzidis,PE MEI,31,75,Greece,wiki/42855.png,,Pinheiro Toze,MEI MC,29,76,Portugal,wiki/64313.png,,Sebastian Tagliabue,ATA,37,74,United Arab Emirates,wiki/37570.jpg,,Kodjo Fo Doh Laba,ATA,30,75,Togo,wiki/101374.png,,Vahid Amiri,MEI MC,34,74,Iran,wiki/96934.png,,
a,Matheus Pereira,MEI MC PD,26,76,Brazil,/228/414/23_60.png,,Álvaro,ZAG,32,75,Spain,/202/935/23_60.png,,H. Nagguez,LD ZAG,28,70,Tunisia,/241/754/22_60.png,,Marcelo Grohe,GOL,35,75,Brazil,/167/959/23_60.png,,Iago,ZAG,30,72,Brazil,/224/537/23_60.png,,Almoez Ali,ATA MEI,26,74,Qatar,wiki/99939.png,,Rodrigo Tabata,ATA ATA,41,75,Qatar,wiki/3747.jpg,,Carlos Strandberg,ATA MEI,26,74,Sweden,wiki/68264.jpg,,Thulani Serero,MC MEI MD,32,75,South Africa,wiki/41038.png,,Miral Samardžic,ZAG,35,74,Slovenia,wiki/27481.png,,Caio Canedo,ATA MEI,32,75,United Arab Emirates,wiki/43730.jpg,,Mehdi Abdi Qara,ATA,23,72,Iran,wiki/124059.png,,
a,Jang Hyeon Soo,ZAG,30,75,South Korea,/211/005/23_60.png,,V. Aboubakar,ATA,30,75,Cameroon,/199/069/23_60.png,,F. Kom,VOL MC,29,68,Cameroon,/226/068/22_60.png,,Hélder Costa,MD ME,28,74,Angola,/221/743/23_60.png,,Paulinho,MC,25,72,Brazil,/251/775/23_60.png,,Ali Afif,ATA,34,72,Qatar,wiki/37967.jpg,,Woo-Young Jung,VOL ZAG,32,74,South Korea,wiki/64749.png,,Abdulaziz Hatem,VOL LE,31,70,Qatar,wiki/49388.jpg,,Achraf Bencharki,ATA ATA,28,75,Morocco,wiki/80887.png,,Walid Azarou,ATA,27,74,Morocco,wiki/100081.png,,Victor Renan,LE LE,20,75,Brazil,wiki/107564.png,,Morteza Pouraliganji,VOL ZAG,30,72,Iran,wiki/79322.jpg,,
a,Michael,PE PD,26,75,Brazil,/238/361/23_60.png,,S. Al Ghannam,LD,28,72,South Arabia,/232/477/23_60.png,,A. Ghareeb,ME MD,24,68,South Arabia,/242/117/22_60.png,,Bruno Henrique,VOL MC,32,74,Brazil,/216/813/23_60.png,,N. Al Abed,MEI PE PD,32,70,South Arabia,/208/949/23_60.png,,Adlene Guedioura,MC MD,36,70,Algeria,wiki/38462.png,,Abdelkarim Hassan,MD LE ZAG,29,72,Qatar,wiki/49471.png,,George Kwasi,LD,34,70,Qatar,wiki/49428.jpg,,Milos Kosanovic,LE,32,75,Serbia,wiki/45301.png,,William Owusu,ATA ATA,33,74,Ghana,wiki/45981.png,,Soufiane Rahimi,ATA MEI,26,75,Morocco,wiki/126017.png,,Omid Alishah,MEI MC,30,71,Iran,wiki/69806.png,,
a,S. Al Faraj,MC VOL MEI,32,75,South Arabia,/191/269/23_60.png,,J. Masharipov,ME,28,72,Uzbekistan,/262/595/23_60.png,,S. Muwashar,MD ME ATA,32,67,South Arabia,/210/202/22_60.png,,A. Sharahili,ZAG,28,69,South Arabia,/221/658/23_60.png,,Kim Seung Gyu,GOL,31,70,South Korea,/191/655/23_60.png,,Khalid Muftah,MD LE ZAG,30,70,Qatar,wiki/48099.jpg,,Hassan al Haidos,PE MEI,31,72,Qatar,wiki/48084.jpg,,Majdi Siddiq,MC MD,37,69,Qatar,wiki/49486_1349815504.jpg,,Ali Mabkhout,ATA,32,75,United Arab Emirates,wiki/64735.jpg,,Mahmoud al Hammadi,MD LE ZAG,34,72,United Arab Emirates,wiki/49502_1303750161.jpg,,Fede Cartabia,PE MEI,29,74,Argentina,wiki/62558.png,,Hamed Lak,GOL,31,71,Iran,wiki/62321.jpg,,
a,L. Vietto,MEI PE ATA,28,74,Argentina,/207/441/23_60.png,,A. Al Amri,ZAG,25,71,South Arabia,/241/197/23_60.png,,H. Al Moqahwi,MC MEI VOL,33,66,South Arabia,/209/569/22_60.png,,A. Al Bishi,MD ME,28,69,South Arabia,/221/772/23_60.png,,H. Bahebri,PE,29,69,South Arabia,/208/974/23_60.png,,Ahmad Yasser,VOL ZAG,28,70,Qatar,wiki/66266.jpg,,Saad al Sheeb,GOL,32,70,Qatar,wiki/49467.png,,Mohanad Ali,ATA,22,68,Iraq,wiki/95658.png,,Ryan Mendes,PE MEI,32,75,Cape Verde,wiki/42448.png,,Ahmed Refaat,MEI,29,72,Egypt,wiki/65688.jpg,,Bauyrzhan Islamkhan,MEI,29,73,Kazakhstan,wiki/56784.jpg,,Shahabeddin Gordan,GOL,38,71,Iran,wiki/62340.jpg,,
