a,Celtic,,,,,,,Glasgow Rangers,,,,,,,Hibernian,,,,,,,Aberdeen,,,,,,,Legia Warszawa,,,,,,,Lech Poznan,,,,,,,Cracovia,,,,,,,Wisla Krakow,,,,,,,
a,C. McGregor,VOL MC,29,77,Scotland,/211/093/23_60.png,,J. Tavernier,LD,30,78,England,/195/479/23_60.png,,M. Boyle,MD ATA,29,72,Australia,/211/221/23_60.png,,C. Ramirez,ATA,31,70,United States,/237/075/23_60.png,,Carlitos,ATA MEI,32,73,Spain,/239/212/23_60.png,,Pedro Rebocho,LE,27,72,Portugal,/234/930/23_60.png,,Y. Konoplyanka,ME ATA,32,70,Ukraine,/200/641/23_60.png,,G. Tsitaishvili,MD ME,20,70,Georgia,/245/131/22_60.png,,
a,J. Hart,GOL,35,76,England,/150/724/23_60.png,,R. Kent,PE,25,76,England,/224/520/23_60.png,,R. Porteous,ZAG,23,70,Scotland,/240/439/23_60.png,,R. McCrorie,ZAG VOL,24,69,Scotland,/234/229/23_60.png,,Josué,MEI MC ATA,31,72,Portugal,/199/739/23_60.png,,J. Karlström,VOL,27,72,Sweden,/214/658/23_60.png,,V. Ghiță,ZAG,24,67,Romania,/248/105/23_60.png,,M. Hanousek,LE,28,67,Czech Republic,/247/203/22_60.png,,
a,Jota,PE PD,23,76,Portugal,/234/570/23_60.png,,A. Morelos,ATA,26,76,Colombia,/221/714/23_60.png,,D. Marshall,GOL,37,69,Scotland,/140/498/23_60.png,,K. Roos,GOL,30,68,Netherlands,/211/299/23_60.png,,P. Wszołek,MD ATA,30,69,Poland,/203/568/23_60.png,,João Amaral,MEI,30,72,Portugal,/234/949/23_60.png,,M. Hebo Rasmussen,MC,26,67,Denmark,/223/014/23_60.png,,M. Frydrych,ZAG VOL,31,67,Czech Republic,/201/163/22_60.png,,
a,A. Mooy,MC VOL,31,76,Australia,/194/958/23_60.png,,G. Kamara,MC,26,75,Finland,/213/654/23_60.png,,K. Nisbet,ATA,25,69,Scotland,/225/317/23_60.png,,A. Stewart,ZAG,29,67,England,/203/139/23_60.png,,A. Jędrzejczyk,ZAG LD,34,69,Poland,/177/790/23_60.png,,M. Ishak,ATA,29,72,Sweden,/206/626/23_60.png,,M. Rodin,ZAG,26,67,Croatia,/251/760/23_60.png,,Z. Ondrášek,ATA,32,67,Czech Republic,/189/655/22_60.png,,
a,J. Juranović,LD LE,26,75,Croatia,/257/771/23_60.png,,C. Goldson,ZAG,29,75,England,/199/580/23_60.png,,C. Cadden,LD LD,25,68,Scotland,/222/109/23_60.png,,J. Hayes,LE ME MEI,34,67,Ireland,/163/619/23_60.png,,B. Kapustka,MEI ATA,25,69,Poland,/216/003/23_60.png,,A. Ba Loua,MD,25,71,Ivory Coast,/230/972/23_60.png,,K. Pestka,LE ME,23,67,Poland,/235/303/23_60.png,,J. Błaszczykowski,MD MEI,35,67,Poland,/164/994/22_60.png,,
a,K. Furuhashi,ATA PE,27,75,Japan,/245/538/23_60.png,,J. Lundstram,MC,28,75,England,/200/746/23_60.png,,P. Hanlon,ZAG,32,67,Scotland,/189/110/23_60.png,,H. Coulson,LE,24,67,England,/230/807/23_60.png,,F. Mladenović,LE ME,30,69,Serbia,/221/969/23_60.png,,B. Salamon,ZAG,31,71,Poland,/189/558/23_60.png,,O. Kakabadze,LD MD,27,66,Georgia,/235/005/23_60.png,,M. Poletanović,MC VOL,27,66,Serbia,/227/150/22_60.png,,
a,D. Turnbull,MC MEI,22,75,Scotland,/234/111/23_60.png,,R. Jack,MC VOL,30,74,Scotland,/189/218/23_60.png,,J. Newell,MC VOL,29,67,England,/202/771/23_60.png,,Y. Ramadani,VOL MC,26,66,Albania,/243/787/23_60.png,,Yuri Ribeiro,LE ME,25,69,Portugal,/237/211/23_60.png,,A. Milić,ZAG,28,70,Croatia,/226/518/23_60.png,,P. Jaroszyński,LE ME ZAG,27,66,Poland,/219/661/23_60.png,,P. Kieszek,GOL,37,66,Poland,/148/526/22_60.png,,
a,C. Carter-Vickers,ZAG,24,74,United States,/228/174/23_60.png,,A. McGregor,GOL,40,74,Scotland,/049/000/23_60.png,,A. McGeady,ME,36,67,Ireland,/155/885/23_60.png,,B. Miovski,ATA,23,65,North Macedonia,/269/953/23_60.png,,R. Augustyniak,VOL ZAG,28,68,Poland,/218/985/23_60.png,,Afonso Sousa,MC ME MEI,22,70,Portugal,/258/698/23_60.png,,C. Râpă,LD ZAG MD,32,66,Romania,/202/754/23_60.png,,G. Zhukov,MC VOL,26,65,Kazakhstan,/210/870/22_60.png,,
a,G. Giakoumakis,ATA,27,73,Greece,/239/842/23_60.png,,T. Lawrence,PE ATA MEI,28,73,Wales,/211/513/23_60.png,,H. McKirdy,PD ATA,25,66,England,/229/398/23_60.png,,V. Besuijen,MEI MD,21,65,Netherlands,/258/389/23_60.png,,M. Johansson,LD MD,30,68,Sweden,/189/300/23_60.png,,G. Tsitaishvili,MD ME,21,70,Georgia,/245/131/23_60.png,,L. Hroššo,GOL,35,65,Slovakia,/247/205/23_60.png,,A. Uryga,ZAG,27,65,Poland,/208/614/22_60.png,,
a,L. Abada,PD,20,73,Israel,/263/377/23_60.png,,A. Čolak,ATA,28,73,Croatia,/220/785/23_60.png,,J. Doyle-Hayes,MC VOL,23,66,Ireland,/240/603/23_60.png,,M. Kennedy,MD ME MEI,27,65,Northern Ireland,/204/324/23_60.png,,B. Slisz,MC VOL,23,67,Poland,/243/222/23_60.png,,Ľ. Šatka,ZAG LD,26,69,Slovakia,/209/232/23_60.png,,P. Makuch,ATA,23,65,Poland,/248/568/23_60.png,,M. Škvarka,MC MEI,28,65,Slovakia,/261/208/22_60.png,,
